institute_id,institute_name,district,department,year,enrollment,seats_available,faculty_count,student_faculty_ratio,placement_pct,dropout_pct,avg_package_lpa,infrastructure_score,funding_lakhs
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Civil Engineering,2022,37,45,3,12.3,79.4,8.6,9.2,7.9,266.09
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Civil Engineering,2023,25,30,3,8.3,81.6,7.6,9.35,7.9,279.06
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Civil Engineering,2024,20,30,3,6.7,82.2,7.6,9.66,7.9,280.7
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,MBA / Management Studies,2019,57,60,3,19.0,97.5,7.4,11.0,8.2,266.02
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,MBA / Management Studies,2020,65,65,5,13.0,90.5,9.4,11.5,8.2,273.07
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,MBA / Management Studies,2021,60,60,3,20.0,95.2,7.5,12.55,8.2,293.6
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,MBA / Management Studies,2022,75,75,7,10.7,99.5,5.7,13.64,8.2,293.48
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,MBA / Management Studies,2023,80,80,5,16.0,99.5,6.6,13.43,8.2,292.09
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,MBA / Management Studies,2024,85,85,7,12.1,99.5,4.6,14.54,8.2,335.16
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Computer Engineering,2019,99,120,7,14.1,85.7,4.6,11.51,6.7,117.01
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Computer Engineering,2020,106,120,5,21.2,82.7,8.8,11.58,6.7,137.64
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Computer Engineering,2021,150,150,6,25.0,77.6,7.1,13.17,6.7,145.63
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Computer Engineering,2022,140,140,9,15.6,86.8,4.5,13.44,6.7,149.95
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Computer Engineering,2023,160,160,9,17.8,88.6,5.1,13.39,6.7,168.81
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Computer Engineering,2024,170,170,10,17.0,93.7,6.1,14.32,6.7,174.64
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Electronics & Telecommunication,2019,84,110,4,21.0,74.2,7.7,7.98,6.4,106.85
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Electronics & Telecommunication,2020,97,120,6,16.2,72.6,9.8,9.02,6.4,96.0
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Electronics & Telecommunication,2021,103,120,6,17.2,72.5,6.6,8.79,6.4,121.78
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Electronics & Telecommunication,2022,106,110,5,21.2,76.5,8.3,10.42,6.4,126.67
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Electronics & Telecommunication,2023,120,120,6,20.0,81.4,8.7,10.48,6.4,131.65
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Electronics & Telecommunication,2024,120,120,7,17.1,81.8,6.8,11.41,6.4,143.09
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Mechanical Engineering,2019,108,130,5,21.6,65.8,11.2,6.01,7.3,125.55
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Mechanical Engineering,2020,88,115,5,17.6,60.9,12.7,7.04,7.3,129.01
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Mechanical Engineering,2021,91,120,6,15.2,65.9,5.9,7.56,7.3,130.13
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Mechanical Engineering,2022,69,95,4,17.2,66.7,10.3,9.14,7.3,143.65
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Mechanical Engineering,2023,67,100,3,22.3,72.9,10.2,9.8,7.3,162.31
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Mechanical Engineering,2024,66,95,6,11.0,81.6,8.5,10.01,7.3,178.4
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Civil Engineering,2019,46,60,3,15.3,64.0,10.9,5.84,7.1,122.18
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Civil Engineering,2020,41,55,3,13.7,56.3,12.7,6.64,7.1,112.81
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Civil Engineering,2021,45,60,3,15.0,57.2,9.7,6.97,7.1,153.9
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Civil Engineering,2022,37,55,3,12.3,66.1,10.3,8.54,7.1,160.08
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Civil Engineering,2023,26,40,3,8.7,71.2,7.9,9.04,7.1,173.12
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,Civil Engineering,2024,20,35,3,6.7,74.8,7.9,8.62,7.1,174.95
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,MBA / Management Studies,2019,50,60,4,12.5,81.2,5.2,8.97,6.7,138.09
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,MBA / Management Studies,2020,59,65,5,11.8,77.5,7.8,9.36,6.7,146.24
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,MBA / Management Studies,2021,56,60,3,18.7,75.3,7.2,10.49,6.7,163.5
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,MBA / Management Studies,2022,85,85,4,21.2,77.6,6.5,11.12,6.7,177.56
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,MBA / Management Studies,2023,90,90,6,15.0,87.2,6.2,11.55,6.7,207.7
INST_008,Shri Ramdeobaba College of Engineering,Nagpur,MBA / Management Studies,2024,85,85,3,28.3,82.9,8.0,12.43,6.7,200.57
INST_009,Government Engineering College Nagpur,Nagpur,Computer Engineering,2019,93,120,5,18.6,84.8,7.3,12.01,6.2,119.2
INST_009,Government Engineering College Nagpur,Nagpur,Computer Engineering,2020,130,140,9,14.4,81.6,7.1,11.47,6.2,149.01
INST_009,Government Engineering College Nagpur,Nagpur,Computer Engineering,2021,140,140,8,17.5,86.1,5.3,13.17,6.2,155.96
INST_009,Government Engineering College Nagpur,Nagpur,Computer Engineering,2022,150,150,10,15.0,87.9,4.3,13.06,6.2,165.84
INST_009,Government Engineering College Nagpur,Nagpur,Computer Engineering,2023,160,160,8,20.0,87.8,5.6,13.94,6.2,190.58
INST_009,Government Engineering College Nagpur,Nagpur,Computer Engineering,2024,160,160,8,20.0,90.7,6.8,14.01,6.2,197.43
INST_009,Government Engineering College Nagpur,Nagpur,Electronics & Telecommunication,2019,96,120,4,24.0,71.8,7.9,7.87,7.2,121.75
INST_009,Government Engineering College Nagpur,Nagpur,Electronics & Telecommunication,2020,109,120,7,15.6,71.9,10.3,8.63,7.2,146.4
INST_009,Government Engineering College Nagpur,Nagpur,Electronics & Telecommunication,2021,115,120,5,23.0,72.5,7.2,9.59,7.2,149.41
INST_009,Government Engineering College Nagpur,Nagpur,Electronics & Telecommunication,2022,121,130,6,20.2,79.9,8.0,9.7,7.2,154.28
INST_009,Government Engineering College Nagpur,Nagpur,Electronics & Telecommunication,2023,120,120,6,20.0,78.1,7.3,9.94,7.2,184.97
INST_009,Government Engineering College Nagpur,Nagpur,Electronics & Telecommunication,2024,110,110,7,15.7,86.9,8.3,11.29,7.2,190.19
INST_009,Government Engineering College Nagpur,Nagpur,Mechanical Engineering,2019,91,120,4,22.8,64.5,11.2,5.95,6.9,107.98
INST_009,Government Engineering College Nagpur,Nagpur,Mechanical Engineering,2020,87,115,6,14.5,64.9,10.9,6.82,6.9,123.42
INST_009,Government Engineering College Nagpur,Nagpur,Mechanical Engineering,2021,79,110,5,15.8,61.7,10.5,8.49,6.9,142.81
INST_009,Government Engineering College Nagpur,Nagpur,Mechanical Engineering,2022,69,95,4,17.2,68.2,9.5,7.71,6.9,160.2
INST_009,Government Engineering College Nagpur,Nagpur,Mechanical Engineering,2023,62,90,3,20.7,70.0,9.6,8.73,6.9,166.16
INST_009,Government Engineering College Nagpur,Nagpur,Mechanical Engineering,2024,71,105,3,23.7,72.7,11.4,8.89,6.9,181.38
INST_009,Government Engineering College Nagpur,Nagpur,Civil Engineering,2019,55,70,3,18.3,56.6,10.5,5.32,6.9,127.33
INST_009,Government Engineering College Nagpur,Nagpur,Civil Engineering,2020,48,65,3,16.0,58.1,13.6,6.75,6.9,138.27
INST_009,Government Engineering College Nagpur,Nagpur,Civil Engineering,2021,45,60,3,15.0,59.3,10.3,8.02,6.9,161.29
INST_009,Government Engineering College Nagpur,Nagpur,Civil Engineering,2022,31,45,3,10.3,68.4,8.5,7.14,6.9,166.49
INST_009,Government Engineering College Nagpur,Nagpur,Civil Engineering,2023,26,40,3,8.7,71.8,8.2,8.53,6.9,189.98
INST_009,Government Engineering College Nagpur,Nagpur,Civil Engineering,2024,28,45,3,9.3,70.7,8.6,8.84,6.9,199.05
INST_009,Government Engineering College Nagpur,Nagpur,MBA / Management Studies,2019,47,60,3,15.7,78.0,6.2,9.16,6.4,130.58
INST_009,Government Engineering College Nagpur,Nagpur,MBA / Management Studies,2020,68,75,4,17.0,80.5,8.4,10.41,6.4,149.57
INST_009,Government Engineering College Nagpur,Nagpur,MBA / Management Studies,2021,70,70,5,14.0,77.1,5.2,9.95,6.4,140.13
INST_009,Government Engineering College Nagpur,Nagpur,MBA / Management Studies,2022,85,85,6,14.2,82.8,5.8,10.63,6.4,149.02
INST_009,Government Engineering College Nagpur,Nagpur,MBA / Management Studies,2023,70,70,4,17.5,84.1,5.2,10.89,6.4,150.83
INST_009,Government Engineering College Nagpur,Nagpur,MBA / Management Studies,2024,95,95,4,23.8,81.3,7.5,12.1,6.4,183.63
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Computer Engineering,2019,94,120,4,23.5,81.4,7.4,11.57,7.2,121.98
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Computer Engineering,2020,133,140,7,19.0,85.9,8.5,11.75,7.2,111.23
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Computer Engineering,2021,130,130,8,16.2,80.8,5.6,12.1,7.2,143.57
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Computer Engineering,2022,150,150,8,18.8,87.4,5.8,12.88,7.2,129.66
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Computer Engineering,2023,160,160,8,20.0,92.5,5.9,13.06,7.2,152.17
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Computer Engineering,2024,170,170,10,17.0,90.2,6.2,14.45,7.2,171.49
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Electronics & Telecommunication,2019,95,120,5,19.0,78.3,7.7,8.64,7.1,124.43
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Electronics & Telecommunication,2020,96,120,5,19.2,78.1,9.8,7.62,7.1,141.36
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Electronics & Telecommunication,2021,121,130,6,20.2,70.7,7.3,9.76,7.1,148.55
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Electronics & Telecommunication,2022,119,120,6,19.8,79.9,7.5,9.73,7.1,165.98
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Electronics & Telecommunication,2023,109,110,6,18.2,82.8,5.0,9.77,7.1,171.85
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Electronics & Telecommunication,2024,130,130,7,18.6,82.8,6.9,10.29,7.1,193.2
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Mechanical Engineering,2019,100,120,6,16.7,69.7,10.8,6.51,6.7,112.64
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Mechanical Engineering,2020,87,115,5,17.4,62.0,12.0,6.97,6.7,134.08
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Mechanical Engineering,2021,82,110,5,16.4,60.6,7.9,6.39,6.7,123.53
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Mechanical Engineering,2022,70,105,3,23.3,69.1,9.2,8.39,6.7,135.85
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Mechanical Engineering,2023,66,100,3,22.0,68.8,11.3,9.17,6.7,164.08
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Mechanical Engineering,2024,61,95,3,20.3,67.1,10.7,8.96,6.7,171.21
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Civil Engineering,2019,57,70,3,19.0,58.2,11.8,6.33,7.6,101.13
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Civil Engineering,2020,49,65,3,16.3,57.9,12.8,5.64,7.6,120.14
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Civil Engineering,2021,31,40,3,10.3,60.4,7.1,6.66,7.6,130.81
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Civil Engineering,2022,24,35,3,8.0,70.3,8.2,8.16,7.6,141.8
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Civil Engineering,2023,32,50,3,10.7,76.4,9.7,9.24,7.6,144.95
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,Civil Engineering,2024,20,30,3,6.7,75.8,7.6,9.01,7.6,178.14
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,MBA / Management Studies,2019,39,50,3,13.0,83.7,5.7,9.24,7.3,125.57
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,MBA / Management Studies,2020,47,55,3,15.7,75.3,9.4,10.28,7.3,133.04
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,MBA / Management Studies,2021,80,80,3,26.7,74.4,8.6,10.09,7.3,143.44
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,MBA / Management Studies,2022,85,85,5,17.0,80.3,4.8,10.9,7.3,148.55
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,MBA / Management Studies,2023,90,90,7,12.9,85.7,5.3,11.36,7.3,169.96
INST_010,K.K. Wagh Institute of Engineering Education,Nashik,MBA / Management Studies,2024,85,85,4,21.2,83.8,6.4,12.61,7.3,175.38
INST_011,MET Institute of Engineering,Nashik,Computer Engineering,2019,91,120,5,18.2,88.1,5.2,11.8,6.7,83.15
INST_011,MET Institute of Engineering,Nashik,Computer Engineering,2020,118,120,5,23.6,77.1,10.0,11.55,6.7,108.2
INST_011,MET Institute of Engineering,Nashik,Computer Engineering,2021,130,130,6,21.7,82.3,5.0,12.35,6.7,126.4
INST_011,MET Institute of Engineering,Nashik,Computer Engineering,2022,160,160,8,20.0,86.8,6.1,12.89,6.7,134.91
INST_011,MET Institute of Engineering,Nashik,Computer Engineering,2023,170,170,9,18.9,91.8,7.0,13.99,6.7,145.15
INST_011,MET Institute of Engineering,Nashik,Computer Engineering,2024,160,160,10,16.0,92.1,4.4,14.86,6.7,146.04
INST_011,MET Institute of Engineering,Nashik,Electronics & Telecommunication,2019,104,130,6,17.3,77.3,6.5,7.63,7.2,112.78
INST_011,MET Institute of Engineering,Nashik,Electronics & Telecommunication,2020,101,130,5,20.2,74.7,11.1,9.08,7.2,131.93
INST_011,MET Institute of Engineering,Nashik,Electronics & Telecommunication,2021,106,120,5,21.2,73.3,7.8,9.11,7.2,120.12
INST_011,MET Institute of Engineering,Nashik,Electronics & Telecommunication,2022,122,130,7,17.4,81.3,6.6,8.38,7.2,146.18
INST_011,MET Institute of Engineering,Nashik,Electronics & Telecommunication,2023,130,130,6,21.7,79.3,8.0,9.32,7.2,168.75
INST_011,MET Institute of Engineering,Nashik,Electronics & Telecommunication,2024,120,120,6,20.0,84.8,7.3,11.34,7.2,161.47
INST_011,MET Institute of Engineering,Nashik,Mechanical Engineering,2019,88,110,5,17.6,71.2,8.7,7.0,6.2,136.41
INST_011,MET Institute of Engineering,Nashik,Mechanical Engineering,2020,83,115,5,16.6,58.1,11.4,6.99,6.2,123.16
INST_011,MET Institute of Engineering,Nashik,Mechanical Engineering,2021,91,120,5,18.2,65.0,8.9,8.41,6.2,151.86
INST_011,MET Institute of Engineering,Nashik,Mechanical Engineering,2022,84,115,5,16.8,70.9,9.4,8.64,6.2,173.0
INST_011,MET Institute of Engineering,Nashik,Mechanical Engineering,2023,67,100,3,22.3,66.1,9.7,8.48,6.2,186.12
INST_011,MET Institute of Engineering,Nashik,Mechanical Engineering,2024,65,95,3,21.7,72.5,11.1,8.36,6.2,184.78
INST_011,MET Institute of Engineering,Nashik,Civil Engineering,2019,48,60,3,16.0,58.7,10.5,6.22,6.6,131.49
INST_011,MET Institute of Engineering,Nashik,Civil Engineering,2020,34,45,3,11.3,55.6,11.9,6.21,6.6,126.76
INST_011,MET Institute of Engineering,Nashik,Civil Engineering,2021,35,50,3,11.7,62.4,9.5,7.22,6.6,133.05
INST_011,MET Institute of Engineering,Nashik,Civil Engineering,2022,31,45,3,10.3,66.5,7.6,7.77,6.6,158.27
INST_011,MET Institute of Engineering,Nashik,Civil Engineering,2023,26,40,3,8.7,65.4,8.7,8.15,6.6,160.95
INST_011,MET Institute of Engineering,Nashik,Civil Engineering,2024,20,35,3,6.7,76.7,8.2,8.7,6.6,174.45
INST_011,MET Institute of Engineering,Nashik,MBA / Management Studies,2019,48,60,3,16.0,82.3,6.1,9.68,6.7,140.23
INST_011,MET Institute of Engineering,Nashik,MBA / Management Studies,2020,49,55,3,16.3,76.0,9.3,9.59,6.7,139.65
INST_011,MET Institute of Engineering,Nashik,MBA / Management Studies,2021,76,80,4,19.0,77.7,7.3,11.08,6.7,156.63
INST_011,MET Institute of Engineering,Nashik,MBA / Management Studies,2022,85,85,5,17.0,82.0,6.6,11.9,6.7,175.07
INST_011,MET Institute of Engineering,Nashik,MBA / Management Studies,2023,90,90,3,30.0,81.3,9.8,12.17,6.7,191.39
INST_011,MET Institute of Engineering,Nashik,MBA / Management Studies,2024,75,75,4,18.8,87.5,5.7,11.85,6.7,191.92
INST_012,Sandip Institute of Technology & Research,Nashik,Computer Engineering,2019,101,130,5,20.2,86.1,5.8,11.5,7.0,135.63
INST_012,Sandip Institute of Technology & Research,Nashik,Computer Engineering,2020,117,130,8,14.6,86.2,7.1,11.17,7.0,150.77
INST_012,Sandip Institute of Technology & Research,Nashik,Computer Engineering,2021,138,140,9,15.3,81.9,5.3,12.16,7.0,160.38
INST_012,Sandip Institute of Technology & Research,Nashik,Computer Engineering,2022,140,140,10,14.0,92.3,6.5,12.9,7.0,174.37
INST_012,Sandip Institute of Technology & Research,Nashik,Computer Engineering,2023,150,150,8,18.8,89.7,6.5,14.23,7.0,183.02
INST_012,Sandip Institute of Technology & Research,Nashik,Computer Engineering,2024,160,160,9,17.8,89.2,5.6,14.94,7.0,187.35
INST_012,Sandip Institute of Technology & Research,Nashik,Electronics & Telecommunication,2019,91,110,6,15.2,77.6,6.2,6.54,5.8,132.97
INST_012,Sandip Institute of Technology & Research,Nashik,Electronics & Telecommunication,2020,100,120,4,25.0,69.3,10.0,8.23,5.8,126.8
INST_012,Sandip Institute of Technology & Research,Nashik,Electronics & Telecommunication,2021,112,120,6,18.7,74.3,6.7,8.66,5.8,161.49
INST_012,Sandip Institute of Technology & Research,Nashik,Electronics & Telecommunication,2022,108,120,5,21.6,79.9,7.4,9.57,5.8,162.68
INST_012,Sandip Institute of Technology & Research,Nashik,Electronics & Telecommunication,2023,115,120,6,19.2,80.0,8.8,10.22,5.8,162.68
INST_012,Sandip Institute of Technology & Research,Nashik,Electronics & Telecommunication,2024,130,130,8,16.2,83.3,6.4,11.28,5.8,183.83
INST_012,Sandip Institute of Technology & Research,Nashik,Mechanical Engineering,2019,97,120,4,24.2,64.1,12.0,5.9,6.2,130.45
INST_012,Sandip Institute of Technology & Research,Nashik,Mechanical Engineering,2020,95,125,7,13.6,63.7,11.9,7.43,6.2,147.27
INST_012,Sandip Institute of Technology & Research,Nashik,Mechanical Engineering,2021,80,110,4,20.0,59.7,10.5,7.86,6.2,152.3
INST_012,Sandip Institute of Technology & Research,Nashik,Mechanical Engineering,2022,69,95,4,17.2,63.7,9.4,8.53,6.2,163.62
INST_012,Sandip Institute of Technology & Research,Nashik,Mechanical Engineering,2023,60,90,4,15.0,73.3,9.9,8.93,6.2,203.28
INST_012,Sandip Institute of Technology & Research,Nashik,Mechanical Engineering,2024,63,95,4,15.8,73.2,8.6,9.85,6.2,195.26
INST_012,Sandip Institute of Technology & Research,Nashik,Civil Engineering,2019,56,70,3,18.7,62.5,12.3,6.28,7.0,107.62
INST_012,Sandip Institute of Technology & Research,Nashik,Civil Engineering,2020,41,55,3,13.7,61.1,14.4,6.43,7.0,118.99
INST_012,Sandip Institute of Technology & Research,Nashik,Civil Engineering,2021,34,50,3,11.3,62.5,9.1,7.5,7.0,134.63
INST_012,Sandip Institute of Technology & Research,Nashik,Civil Engineering,2022,30,45,3,10.0,65.0,9.9,7.52,7.0,143.72
INST_012,Sandip Institute of Technology & Research,Nashik,Civil Engineering,2023,20,30,3,6.7,72.3,8.6,8.41,7.0,158.76
INST_012,Sandip Institute of Technology & Research,Nashik,Civil Engineering,2024,20,35,3,6.7,75.9,7.6,8.48,7.0,185.72
INST_012,Sandip Institute of Technology & Research,Nashik,MBA / Management Studies,2019,57,70,6,9.5,83.6,5.5,10.14,6.4,99.0
INST_012,Sandip Institute of Technology & Research,Nashik,MBA / Management Studies,2020,56,65,3,18.7,73.2,9.5,10.64,6.4,117.81
INST_012,Sandip Institute of Technology & Research,Nashik,MBA / Management Studies,2021,80,80,5,16.0,74.9,7.2,9.57,6.4,136.17
INST_012,Sandip Institute of Technology & Research,Nashik,MBA / Management Studies,2022,65,65,5,13.0,86.5,4.1,10.89,6.4,133.3
INST_012,Sandip Institute of Technology & Research,Nashik,MBA / Management Studies,2023,80,80,6,13.3,86.6,5.0,11.91,6.4,141.78
INST_012,Sandip Institute of Technology & Research,Nashik,MBA / Management Studies,2024,85,85,5,17.0,89.1,6.1,12.48,6.4,146.92
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Computer Engineering,2019,105,130,6,17.5,84.9,6.4,11.63,6.8,105.19
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Computer Engineering,2020,123,130,6,20.5,81.0,9.5,11.75,6.8,122.42
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Computer Engineering,2021,130,130,8,16.2,79.8,4.7,13.5,6.8,154.46
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Computer Engineering,2022,150,150,9,16.7,89.8,5.7,13.54,6.8,143.48
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Computer Engineering,2023,160,160,8,20.0,86.3,5.7,13.6,6.8,173.98
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Computer Engineering,2024,160,160,9,17.8,94.9,5.9,15.57,6.8,171.38
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Electronics & Telecommunication,2019,108,120,6,18.0,76.4,6.5,8.0,7.1,83.13
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Electronics & Telecommunication,2020,92,110,5,18.4,71.8,8.4,8.59,7.1,111.22
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Electronics & Telecommunication,2021,97,110,4,24.2,72.8,8.3,9.22,7.1,120.71
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Electronics & Telecommunication,2022,116,120,5,23.2,78.2,8.3,9.45,7.1,143.38
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Electronics & Telecommunication,2023,120,120,5,24.0,81.2,7.7,10.15,7.1,157.3
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Electronics & Telecommunication,2024,130,130,8,16.2,83.9,4.6,10.89,7.1,157.93
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Mechanical Engineering,2019,101,120,6,16.8,65.3,9.8,5.32,6.9,156.34
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Mechanical Engineering,2020,92,125,5,18.4,59.6,13.0,6.58,6.9,182.73
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Mechanical Engineering,2021,95,120,5,19.0,63.5,10.6,7.36,6.9,196.48
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Mechanical Engineering,2022,72,105,3,24.0,67.2,10.7,9.51,6.9,204.24
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Mechanical Engineering,2023,66,100,3,22.0,67.9,9.4,9.12,6.9,225.23
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Mechanical Engineering,2024,62,105,5,12.4,78.8,6.2,10.04,6.9,233.22
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Civil Engineering,2019,61,70,5,12.2,62.1,11.1,5.75,6.8,106.34
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Civil Engineering,2020,33,45,3,11.0,61.3,12.0,6.42,6.8,100.95
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Civil Engineering,2021,37,50,3,12.3,61.2,10.2,7.47,6.8,122.76
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Civil Engineering,2022,36,55,3,12.0,69.9,9.6,7.78,6.8,139.25
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Civil Engineering,2023,31,50,3,10.3,71.6,11.5,8.02,6.8,158.27
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Civil Engineering,2024,26,45,3,8.7,74.2,8.3,8.78,6.8,161.01
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,MBA / Management Studies,2019,40,50,3,13.3,81.0,5.5,9.35,7.1,86.36
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,MBA / Management Studies,2020,47,55,3,15.7,73.5,7.6,9.71,7.1,93.36
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,MBA / Management Studies,2021,76,80,4,19.0,78.3,6.5,10.96,7.1,107.06
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,MBA / Management Studies,2022,65,65,4,16.2,85.9,6.5,10.63,7.1,122.95
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,MBA / Management Studies,2023,70,70,3,23.3,77.7,7.9,12.16,7.1,140.48
INST_013,Government College of Engineering Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,MBA / Management Studies,2024,95,95,7,13.6,86.7,5.7,12.28,7.1,145.35
INST_014,Jawaharlal Nehru Engineering College,Chhatrapati Sambhaji Nagar,Computer Engineering,2019,99,130,7,14.1,87.6,4.8,12.29,6.9,125.32
INST_014,Jawaharlal Nehru Engineering College,Chhatrapati Sambhaji Nagar,Computer Engineering,2020,117,120,6,19.5,78.5,8.3,11.56,6.9,128.99
INST_014,Jawaharlal Nehru Engineering College,Chhatrapati Sambhaji Nagar,Computer Engineering,2021,150,150,9,16.7,88.4,6.2,12.62,6.9,138.62
