infra_id,college_id,classrooms,labs,smart_classrooms,library_books,hostel_capacity,internet_speed_mbps,sports_complex,canteen,medical_center,solar_power
INF02257,COL0452,90,15,28,33654,1047,225,Yes,Yes,Yes,No
INF02258,COL0452,90,16,41,34618,1057,241,Yes,Yes,Yes,No
INF02259,COL0452,93,16,40,37701,1062,233,Yes,Yes,Yes,Yes
INF02260,COL0452,94,16,59,35459,1119,271,Yes,Yes,Yes,No
INF02261,COL0453,19,3,2,5408,179,330,No,Yes,No,No
INF02262,COL0453,20,3,4,5561,181,347,No,Yes,No,No
INF02263,COL0453,20,3,6,5737,180,367,No,Yes,No,No
INF02264,COL0453,20,3,8,6155,181,381,No,Yes,No,No
INF02265,COL0453,21,3,8,6094,187,404,No,Yes,No,No
INF02266,COL0454,19,3,2,8143,0,210,No,Yes,Yes,No
INF02267,COL0454,19,3,4,8417,0,229,No,Yes,Yes,No
INF02268,COL0454,20,3,5,8676,0,229,No,Yes,Yes,No
INF02269,COL0454,21,3,6,8759,0,267,No,Yes,Yes,Yes
INF02270,COL0454,22,3,13,9815,0,285,No,Yes,Yes,Yes
INF02271,COL0455,54,9,10,9227,0,390,No,Yes,No,No
INF02272,COL0455,55,9,14,9767,0,423,No,Yes,No,No
INF02273,COL0455,58,10,24,9946,0,435,No,Yes,No,No
INF02274,COL0455,59,10,27,9895,0,440,No,Yes,No,No
INF02275,COL0455,57,9,31,11401,0,492,No,Yes,No,No
INF02276,COL0456,13,2,2,3504,170,390,No,Yes,No,No
INF02277,COL0456,13,2,4,3706,174,414,No,Yes,No,Yes
INF02278,COL0456,14,2,5,3923,173,436,No,Yes,No,Yes
INF02279,COL0456,14,2,5,4021,171,500,No,Yes,No,No
INF02280,COL0456,14,2,9,4053,177,462,No,Yes,No,No
INF02281,COL0457,105,18,19,18103,1016,450,No,Yes,No,No
INF02282,COL0457,109,19,29,19010,1017,493,No,Yes,No,No
INF02283,COL0457,110,19,38,19359,1037,518,No,Yes,No,Yes
INF02284,COL0457,110,19,63,19431,1030,580,No,Yes,No,No
INF02285,COL0457,115,20,77,21332,1135,597,No,Yes,No,No
INF02286,COL0458,60,33,11,12358,651,210,Yes,Yes,No,No
INF02287,COL0458,61,34,15,12641,665,223,Yes,Yes,No,No
INF02288,COL0458,61,34,27,13452,661,234,Yes,Yes,No,Yes
INF02289,COL0458,64,35,33,13149,697,256,Yes,Yes,No,Yes
INF02290,COL0458,68,37,40,13633,669,272,Yes,Yes,No,No
INF02291,COL0459,55,4,4,21805,956,330,No,Yes,No,No
INF02292,COL0459,56,4,9,23041,964,362,No,Yes,No,No
INF02293,COL0459,59,4,14,23611,960,367,No,Yes,No,No
INF02294,COL0459,58,4,25,24559,1015,361,No,Yes,No,No
INF02295,COL0459,62,5,33,24390,973,425,No,Yes,No,No
INF02296,COL0460,58,30,10,19255,0,270,No,Yes,No,No
INF02297,COL0460,59,30,19,19882,0,289,No,Yes,No,Yes
INF02298,COL0460,61,31,21,20717,0,291,No,Yes,No,No
INF02299,COL0460,60,31,23,22094,0,328,No,Yes,No,No
INF02300,COL0460,63,33,32,21620,0,371,No,Yes,No,No
INF02301,COL0461,9,4,1,4189,184,150,No,No,Yes,No
INF02302,COL0461,9,4,2,4359,187,155,No,No,Yes,No
INF02303,COL0461,9,4,2,4630,187,159,No,No,Yes,No
INF02304,COL0461,9,4,4,4634,186,177,No,No,Yes,No
INF02305,COL0461,10,4,5,4974,202,191,No,No,Yes,No
INF02306,COL0462,27,2,5,5656,460,90,No,Yes,No,Yes
INF02307,COL0462,28,2,7,5878,470,95,No,Yes,No,No
INF02308,COL0462,29,2,10,6022,476,106,No,Yes,No,No
INF02309,COL0462,30,2,11,6130,461,113,No,Yes,No,No
INF02310,COL0462,29,2,14,6443,512,121,No,Yes,No,No
INF02311,COL0463,18,8,3,3878,268,390,No,No,No,No
INF02312,COL0463,18,8,4,4086,270,429,No,No,No,No
INF02313,COL0463,19,9,7,4064,283,447,No,No,No,No
INF02314,COL0463,20,9,9,4354,287,426,No,No,No,No
INF02315,COL0463,20,9,12,4371,285,452,No,No,No,No
INF02316,COL0464,26,10,2,12374,0,270,No,Yes,No,No
INF02317,COL0464,27,10,5,12657,0,279,No,Yes,No,No
INF02318,COL0464,27,10,7,13704,0,308,No,Yes,No,No
INF02319,COL0464,27,10,11,13304,0,348,No,Yes,No,Yes
INF02320,COL0464,30,11,17,14074,0,367,No,Yes,No,No
INF02321,COL0465,98,18,18,20205,0,390,No,Yes,No,Yes
INF02322,COL0465,100,18,27,20863,0,428,No,Yes,No,No
INF02323,COL0465,103,19,43,22098,0,421,No,Yes,No,No
INF02324,COL0465,106,20,58,21651,0,480,No,Yes,No,No
INF02325,COL0465,108,20,55,23789,0,501,No,Yes,No,No
INF02326,COL0466,15,6,3,3787,0,150,No,Yes,No,No
INF02327,COL0466,15,6,4,3987,0,158,No,Yes,No,No
INF02328,COL0466,16,6,7,4035,0,175,No,Yes,No,Yes
INF02329,COL0466,17,7,7,4398,0,175,No,Yes,No,No
INF02330,COL0466,17,7,7,4535,0,171,No,Yes,No,Yes
INF02331,COL0467,99,57,8,28464,1928,450,No,Yes,Yes,No
INF02332,COL0467,102,59,14,29135,1983,480,No,Yes,Yes,No
INF02333,COL0467,102,59,32,31235,1944,492,No,Yes,Yes,No
INF02334,COL0467,105,61,51,33329,1993,566,No,Yes,Yes,No
INF02335,COL0467,104,60,45,33303,2148,592,No,Yes,Yes,Yes
INF02336,COL0468,121,24,10,37158,0,210,No,Yes,Yes,No
INF02337,COL0468,123,24,25,39081,0,217,No,Yes,Yes,No
INF02338,COL0468,125,25,26,38855,0,235,No,Yes,Yes,No
INF02339,COL0468,125,25,61,40531,0,260,No,Yes,Yes,No
INF02340,COL0468,127,25,61,44799,0,268,No,Yes,Yes,Yes
INF02341,COL0469,22,12,4,4467,343,330,No,Yes,No,No
INF02342,COL0469,23,12,7,4698,344,352,No,Yes,No,No
INF02343,COL0469,24,13,10,4675,358,391,No,Yes,No,Yes
INF02344,COL0469,23,13,9,4924,362,399,No,Yes,No,Yes
INF02345,COL0469,23,13,13,5036,375,459,No,Yes,No,No
INF02346,COL0470,131,19,10,42249,1493,210,No,Yes,Yes,No
INF02347,COL0470,136,20,30,44600,1516,230,No,Yes,Yes,No
INF02348,COL0470,141,20,35,44709,1564,250,No,Yes,Yes,No
INF02349,COL0470,145,21,52,45483,1538,231,No,Yes,Yes,Yes
INF02350,COL0470,143,21,58,45968,1604,256,No,Yes,Yes,Yes
INF02351,COL0471,37,17,7,7396,383,150,No,Yes,No,No
INF02352,COL0471,38,17,12,7573,384,155,No,Yes,No,No
INF02353,COL0471,40,18,13,8275,391,159,No,Yes,No,Yes
INF02354,COL0471,41,19,21,7888,389,186,No,Yes,No,Yes
INF02355,COL0471,42,19,23,8264,426,202,No,Yes,No,No
INF02356,COL0472,48,5,9,6983,0,390,Yes,Yes,No,No
INF02357,COL0472,49,5,15,7379,0,404,Yes,Yes,No,Yes
INF02358,COL0472,50,5,21,7365,0,461,Yes,Yes,No,No
INF02359,COL0472,52,5,27,7620,0,477,Yes,Yes,No,No
INF02360,COL0472,50,5,26,8610,0,491,Yes,Yes,No,No
INF02361,COL0473,6,1,0,1500,0,390,No,Yes,No,Yes
INF02362,COL0473,6,1,1,1587,0,419,No,Yes,No,No
INF02363,COL0473,6,1,1,1643,0,445,No,Yes,No,Yes
INF02364,COL0473,6,1,3,1748,0,460,No,Yes,No,No
INF02365,COL0473,7,1,4,1635,0,496,No,Yes,No,No
INF02366,COL0474,26,5,5,11342,0,450,No,No,No,No
INF02367,COL0474,26,5,7,11601,0,465,No,No,No,No
INF02368,COL0474,27,5,11,12380,0,502,No,No,No,No
INF02369,COL0474,29,6,16,12103,0,542,No,No,No,No
INF02370,COL0474,29,5,13,13511,0,534,No,No,No,No
INF02371,COL0475,56,9,10,14760,0,390,No,Yes,No,Yes
INF02372,COL0475,57,9,15,15556,0,406,No,Yes,No,No
INF02373,COL0475,58,9,23,16329,0,417,No,Yes,No,Yes
INF02374,COL0475,60,10,25,17238,0,440,No,Yes,No,Yes
INF02375,COL0475,62,10,30,16085,0,457,No,Yes,No,No
INF02376,COL0476,15,1,3,5113,115,330,No,Yes,Yes,Yes
INF02377,COL0476,15,1,4,5402,116,352,No,Yes,Yes,Yes
INF02378,COL0476,16,1,5,5478,116,360,No,Yes,Yes,No
INF02379,COL0476,16,1,8,6007,120,424,No,Yes,Yes,No
INF02380,COL0476,17,1,10,6325,127,411,No,Yes,Yes,No
INF02381,COL0477,16,8,1,5289,135,330,Yes,No,Yes,No
INF02382,COL0477,16,8,2,5493,135,351,Yes,No,Yes,No
INF02383,COL0477,16,8,4,5539,136,366,Yes,No,Yes,No
INF02384,COL0477,17,9,5,5880,136,426,Yes,No,Yes,No
INF02385,COL0477,18,9,7,6010,148,454,Yes,No,Yes,Yes
INF02386,COL0478,13,2,2,5279,0,270,No,Yes,No,No
INF02387,COL0478,13,2,4,5530,0,287,No,Yes,No,No
INF02388,COL0478,13,2,5,5509,0,288,No,Yes,No,No
INF02389,COL0478,14,2,6,5935,0,340,No,Yes,No,No
INF02390,COL0478,14,2,8,6018,0,374,No,Yes,No,No
INF02391,COL0479,28,5,5,9175,0,210,No,Yes,Yes,No
INF02392,COL0479,28,5,8,9584,0,224,No,Yes,Yes,No
INF02393,COL0479,30,5,10,10028,0,227,No,Yes,Yes,No
INF02394,COL0479,30,5,14,10032,0,238,No,Yes,Yes,Yes
INF02395,COL0479,32,6,19,10070,0,260,No,Yes,Yes,No
INF02396,COL0480,99,50,18,19241,693,390,Yes,Yes,No,Yes
INF02397,COL0480,102,52,29,20280,711,405,Yes,Yes,No,Yes
INF02398,COL0480,105,53,32,21206,697,421,Yes,Yes,No,Yes
INF02399,COL0480,102,52,43,20850,744,481,Yes,Yes,No,Yes
INF02400,COL0480,112,57,55,23330,723,487,Yes,Yes,No,No
INF02401,COL0481,40,19,7,7006,402,390,Yes,Yes,Yes,No
INF02402,COL0481,41,20,10,7356,403,416,Yes,Yes,Yes,No
INF02403,COL0481,41,20,18,7702,404,458,Yes,Yes,Yes,No
INF02404,COL0481,42,20,21,8100,406,442,Yes,Yes,Yes,No
INF02405,COL0481,44,21,24,8191,443,477,Yes,Yes,Yes,No
INF02406,COL0482,9,1,2,3847,0,90,Yes,Yes,No,No
INF02407,COL0482,9,1,3,3963,0,97,Yes,Yes,No,No
INF02408,COL0482,9,1,4,4212,0,103,Yes,Yes,No,Yes
INF02409,COL0482,9,1,4,4082,0,110,Yes,Yes,No,Yes
INF02410,COL0482,10,1,5,4259,0,104,Yes,Yes,No,No
INF02411,COL0483,62,26,5,11129,0,270,No,Yes,Yes,No
INF02412,COL0483,64,27,13,11635,0,296,No,Yes,Yes,No
INF02413,COL0483,65,27,23,12420,0,310,No,Yes,Yes,No
INF02414,COL0483,69,29,20,12117,0,312,No,Yes,Yes,No
INF02415,COL0483,65,27,33,13235,0,322,No,Yes,Yes,Yes
INF02416,COL0484,31,3,6,7226,271,390,No,No,No,Yes
INF02417,COL0484,32,3,10,7440,278,404,No,No,No,No
INF02418,COL0484,33,3,12,7731,277,453,No,No,No,No
INF02419,COL0484,34,3,20,8148,279,447,No,No,No,Yes
INF02420,COL0484,34,3,24,8726,296,466,No,No,No,No
INF02421,COL0485,24,5,4,5675,288,150,No,Yes,No,No
INF02422,COL0485,24,5,6,5866,293,158,No,Yes,No,No
INF02423,COL0485,25,5,11,6327,293,178,No,Yes,No,Yes
INF02424,COL0485,25,5,14,6421,312,174,No,Yes,No,No
INF02425,COL0485,26,5,18,6294,296,204,No,Yes,No,No
INF02426,COL0486,41,16,7,11488,0,150,No,Yes,Yes,No
INF02427,COL0486,42,16,11,12130,0,164,No,Yes,Yes,No
INF02428,COL0486,43,17,15,12231,0,174,No,Yes,Yes,Yes
INF02429,COL0486,44,17,18,13239,0,171,No,Yes,Yes,No
INF02430,COL0486,46,18,20,13389,0,197,No,Yes,Yes,Yes
INF02431,COL0487,65,36,5,26071,608,210,Yes,Yes,No,Yes
INF02432,COL0487,67,37,12,27537,613,228,Yes,Yes,No,No
INF02433,COL0487,69,38,21,27215,631,237,Yes,Yes,No,Yes
INF02434,COL0487,71,39,32,27714,652,252,Yes,Yes,No,No
INF02435,COL0487,74,41,29,30012,650,262,Yes,Yes,No,Yes
INF02436,COL0488,37,15,3,9801,546,330,No,Yes,No,No
INF02437,COL0488,38,15,7,10255,546,341,No,Yes,No,Yes
INF02438,COL0488,40,16,9,10293,556,364,No,Yes,No,No
INF02439,COL0488,41,17,12,10420,594,381,No,Yes,No,No
INF02440,COL0488,39,16,24,11782,587,418,No,Yes,No,Yes
INF02441,COL0489,102,19,18,24488,0,390,Yes,Yes,No,Yes
INF02442,COL0489,105,20,32,25746,0,411,Yes,Yes,No,No
INF02443,COL0489,110,20,39,27217,0,449,Yes,Yes,No,Yes
INF02444,COL0489,107,20,43,27838,0,488,Yes,Yes,No,Yes
INF02445,COL0489,115,21,55,28493,0,503,Yes,Yes,No,Yes
INF02446,COL0490,33,15,6,11378,299,450,No,Yes,No,Yes
INF02447,COL0490,34,16,8,11691,306,483,No,Yes,No,Yes
INF02448,COL0490,35,16,11,12610,301,501,No,Yes,No,No
INF02449,COL0490,34,16,13,12941,325,580,No,Yes,No,Yes
INF02450,COL0490,38,17,24,13439,302,527,No,Yes,No,No
INF02451,COL0491,14,3,3,4407,0,150,Yes,Yes,No,No
INF02452,COL0491,15,3,4,4617,0,156,Yes,Yes,No,No
INF02453,COL0491,15,3,6,4807,0,175,Yes,Yes,No,Yes
INF02454,COL0491,16,3,7,5195,0,191,Yes,Yes,No,No
INF02455,COL0491,16,3,10,5243,0,204,Yes,Yes,No,Yes
INF02456,COL0492,17,2,3,4657,0,330,No,Yes,No,No
INF02457,COL0492,17,2,5,4763,0,355,No,Yes,No,No
INF02458,COL0492,18,2,7,5026,0,355,No,Yes,No,Yes
INF02459,COL0492,18,2,8,5415,0,426,No,Yes,No,No
INF02460,COL0492,19,2,10,5040,0,431,No,Yes,No,Yes
INF02461,COL0493,28,4,5,9454,0,330,No,Yes,Yes,No
INF02462,COL0493,28,4,7,9858,0,358,No,Yes,Yes,No
INF02463,COL0493,30,4,11,10156,0,383,No,Yes,Yes,Yes
INF02464,COL0493,30,4,17,10409,0,389,No,Yes,Yes,Yes
INF02465,COL0493,32,5,14,11301,0,424,No,Yes,Yes,Yes
INF02466,COL0494,6,1,1,1500,0,270,No,Yes,Yes,No
INF02467,COL0494,6,1,1,1574,0,280,No,Yes,Yes,No
INF02468,COL0494,6,1,2,1650,0,302,No,Yes,Yes,No
INF02469,COL0494,6,1,3,1707,0,317,No,Yes,Yes,No
INF02470,COL0494,7,1,3,1660,0,339,No,Yes,Yes,No
INF02471,COL0495,56,28,10,14614,0,270,No,Yes,No,No
INF02472,COL0495,57,29,15,15398,0,296,No,Yes,No,No
INF02473,COL0495,59,30,26,16015,0,298,No,Yes,No,Yes
INF02474,COL0495,58,29,32,16067,0,305,No,Yes,No,No
INF02475,COL0495,63,31,42,17272,0,316,No,Yes,No,Yes
INF02476,COL0496,37,3,7,6333,574,330,No,Yes,No,Yes
INF02477,COL0496,38,3,11,6560,585,347,No,Yes,No,No
INF02478,COL0496,39,3,15,6887,604,392,No,Yes,No,Yes
INF02479,COL0496,41,3,19,6977,576,408,No,Yes,No,No
INF02480,COL0496,39,3,21,7197,606,434,No,Yes,No,Yes
INF02481,COL0497,87,52,16,24434,1353,210,No,Yes,No,No
INF02482,COL0497,89,53,26,25098,1360,221,No,Yes,No,Yes
INF02483,COL0497,91,54,30,25997,1422,252,No,Yes,No,No
INF02484,COL0497,97,58,49,27541,1394,254,No,Yes,No,Yes
INF02485,COL0497,100,60,55,28088,1407,253,No,Yes,No,Yes
INF02486,COL0498,85,16,7,31148,1368,330,Yes,Yes,Yes,No
INF02487,COL0498,88,17,14,32333,1404,345,Yes,Yes,Yes,No
INF02488,COL0498,88,17,25,34078,1414,380,Yes,Yes,Yes,Yes
INF02489,COL0498,88,17,30,34587,1427,402,Yes,Yes,Yes,No
INF02490,COL0498,98,19,52,36297,1454,441,Yes,Yes,Yes,No
INF02491,COL0499,103,42,8,18025,1419,210,No,Yes,No,No
INF02492,COL0499,105,43,20,18951,1439,222,No,Yes,No,No
INF02493,COL0499,110,45,24,19098,1443,224,No,Yes,No,No
INF02494,COL0499,109,44,53,19427,1491,256,No,Yes,No,No
INF02495,COL0499,109,44,61,20493,1439,243,No,Yes,No,No
INF02496,COL0500,43,24,3,17019,0,270,No,Yes,Yes,No
INF02497,COL0500,44,25,9,17774,0,296,No,Yes,Yes,No
INF02498,COL0500,45,25,11,18053,0,299,No,Yes,Yes,No
INF02499,COL0500,45,25,14,19147,0,315,No,Yes,Yes,No
INF02500,COL0500,46,26,17,20637,0,314,No,Yes,Yes,No
INF02501,COL0501,50,9,9,10371,314,270,Yes,Yes,No,No
INF02502,COL0501,51,9,16,10923,321,279,Yes,Yes,No,No
INF02503,COL0501,53,10,22,11530,319,308,Yes,Yes,No,No
INF02504,COL0501,56,10,22,11995,333,299,Yes,Yes,No,No
INF02505,COL0501,57,10,25,11638,325,378,Yes,Yes,No,No
INF02506,COL0502,6,3,1,2085,71,90,No,Yes,Yes,No
INF02507,COL0502,6,3,2,2138,72,99,No,Yes,Yes,No
INF02508,COL0502,6,3,2,2235,72,108,No,Yes,Yes,No
INF02509,COL0502,6,3,2,2274,71,107,No,Yes,Yes,No
INF02510,COL0502,7,3,4,2404,71,124,No,Yes,Yes,No
INF02511,COL0503,70,10,13,16841,617,270,Yes,Yes,No,No
INF02512,COL0503,72,10,22,17293,622,279,Yes,Yes,No,No
INF02513,COL0503,75,11,23,18242,652,304,Yes,Yes,No,No
INF02514,COL0503,77,11,42,19705,642,295,Yes,Yes,No,Yes
INF02515,COL0503,74,11,50,18977,621,369,Yes,Yes,No,No
INF02516,COL0504,35,20,6,9525,660,210,Yes,Yes,No,No
INF02517,COL0504,36,21,11,10068,667,217,Yes,Yes,No,Yes
INF02518,COL0504,37,21,17,10023,685,243,Yes,Yes,No,Yes
INF02519,COL0504,39,22,15,10274,708,255,Yes,Yes,No,Yes
INF02520,COL0504,39,22,21,11443,680,252,Yes,Yes,No,Yes
INF02521,COL0505,23,13,4,6609,0,210,Yes,Yes,No,No
INF02522,COL0505,24,14,6,6925,0,231,Yes,Yes,No,No
INF02523,COL0505,25,14,10,6900,0,250,Yes,Yes,No,No
INF02524,COL0505,24,13,14,7690,0,250,Yes,Yes,No,No
INF02525,COL0505,26,15,19,7770,0,256,Yes,Yes,No,Yes
INF02526,COL0506,89,37,7,24094,756,270,No,Yes,No,No
INF02527,COL0506,90,38,13,25402,759,281,No,Yes,No,Yes
INF02528,COL0506,94,39,29,25560,773,319,No,Yes,No,No
INF02529,COL0506,99,41,43,25544,769,325,No,Yes,No,No
INF02530,COL0506,96,40,44,29510,802,304,No,Yes,No,Yes
INF02531,COL0507,30,4,5,6901,418,390,Yes,Yes,Yes,No
INF02532,COL0507,31,4,9,7211,423,426,Yes,Yes,Yes,No
INF02533,COL0507,31,4,14,7507,424,431,Yes,Yes,Yes,Yes
INF02534,COL0507,33,4,16,7973,431,438,Yes,Yes,Yes,Yes
INF02535,COL0507,33,4,23,7839,459,446,Yes,Yes,Yes,Yes
INF02536,COL0508,70,10,13,23937,0,390,Yes,Yes,Yes,No
INF02537,COL0508,72,10,21,24801,0,414,Yes,Yes,Yes,No
INF02538,COL0508,74,11,24,25677,0,459,Yes,Yes,Yes,No
INF02539,COL0508,76,11,45,25496,0,456,Yes,Yes,Yes,Yes
INF02540,COL0508,75,11,44,28327,0,497,Yes,Yes,Yes,Yes
INF02541,COL0509,72,27,13,18431,0,90,Yes,Yes,Yes,Yes
INF02542,COL0509,75,28,19,19411,0,98,Yes,Yes,Yes,Yes
INF02543,COL0509,75,28,30,20471,0,104,Yes,Yes,Yes,Yes
INF02544,COL0509,80,30,39,20722,0,117,Yes,Yes,Yes,Yes
INF02545,COL0509,75,28,50,20229,0,109,Yes,Yes,Yes,Yes
INF02546,COL0510,24,10,2,5203,180,330,No,Yes,Yes,No
INF02547,COL0510,25,10,5,5507,182,355,No,Yes,Yes,No
INF02548,COL0510,26,11,8,5461,181,370,No,Yes,Yes,Yes
INF02549,COL0510,25,10,10,5962,182,390,No,Yes,Yes,Yes
INF02550,COL0510,25,11,10,5672,193,396,No,Yes,Yes,No
INF02551,COL0511,20,8,4,7272,377,330,No,Yes,No,No
INF02552,COL0511,21,8,6,7618,379,342,No,Yes,No,No
INF02553,COL0511,21,8,8,7596,387,390,No,Yes,No,Yes
INF02554,COL0511,22,9,9,7710,409,360,No,Yes,No,No
INF02555,COL0511,22,9,11,8315,377,450,No,Yes,No,No
INF02556,COL0512,64,25,12,12493,0,390,Yes,No,No,No
INF02557,COL0512,66,26,20,12774,0,414,Yes,No,No,No
INF02558,COL0512,67,26,29,13749,0,464,Yes,No,No,No
INF02559,COL0512,67,26,33,14576,0,497,Yes,No,No,No
INF02560,COL0512,73,29,46,15257,0,459,Yes,No,No,No
INF02561,COL0513,172,29,14,42783,2610,330,No,Yes,No,No
INF02562,COL0513,174,29,38,43964,2672,355,No,Yes,No,Yes
INF02563,COL0513,178,30,53,44834,2690,375,No,Yes,No,No
INF02564,COL0513,183,31,56,49135,2625,410,No,Yes,No,Yes
INF02565,COL0513,193,33,109,52647,2908,371,No,Yes,No,Yes
INF02566,COL0514,18,9,3,4474,0,210,No,Yes,No,No
INF02567,COL0514,19,9,6,4647,0,223,No,Yes,No,No
INF02568,COL0514,19,9,7,4693,0,251,No,Yes,No,No
INF02569,COL0514,20,10,10,5033,0,242,No,Yes,No,No
INF02570,COL0514,19,10,12,5541,0,284,No,Yes,No,Yes
INF02571,COL0515,18,8,3,5882,239,90,No,Yes,Yes,No
INF02572,COL0515,18,8,5,6141,244,97,No,Yes,Yes,Yes
INF02573,COL0515,19,8,7,6182,239,106,No,Yes,Yes,Yes
INF02574,COL0515,19,9,10,6526,260,109,No,Yes,Yes,Yes
INF02575,COL0515,20,9,12,6808,255,115,No,Yes,Yes,No
INF02576,COL0516,11,2,2,2521,81,390,No,Yes,No,No
INF02577,COL0516,11,2,3,2667,82,411,No,Yes,No,No
INF02578,COL0516,12,2,4,2699,84,456,No,Yes,No,No
INF02579,COL0516,12,2,7,2723,87,478,No,Yes,No,No
INF02580,COL0516,12,2,6,3060,83,545,No,Yes,No,Yes
INF02581,COL0517,7,3,1,2871,0,210,Yes,Yes,No,Yes
INF02582,COL0517,7,3,2,2950,0,226,Yes,Yes,No,Yes
INF02583,COL0517,7,3,3,3110,0,230,Yes,Yes,No,No
INF02584,COL0517,8,3,4,3299,0,234,Yes,Yes,No,No
INF02585,COL0517,8,3,4,3169,0,292,Yes,Yes,No,No
INF02586,COL0518,14,5,3,3729,0,390,No,Yes,No,Yes
INF02587,COL0518,15,5,4,3847,0,417,No,Yes,No,No
INF02588,COL0518,14,5,5,4040,0,460,No,Yes,No,No
INF02589,COL0518,15,5,7,4178,0,464,No,Yes,No,No
INF02590,COL0518,15,5,7,4309,0,482,No,Yes,No,No
INF02591,COL0519,29,11,5,8644,428,450,No,Yes,Yes,No
INF02592,COL0519,30,11,9,9010,439,493,No,Yes,Yes,No
INF02593,COL0519,30,11,9,9088,431,526,No,Yes,Yes,No
INF02594,COL0519,31,12,14,9658,444,520,No,Yes,Yes,Yes
INF02595,COL0519,33,13,16,10178,439,546,No,Yes,Yes,No
INF02596,COL0520,119,16,21,22090,1886,270,Yes,Yes,No,No
INF02597,COL0520,121,16,31,22537,1941,294,Yes,Yes,No,Yes
INF02598,COL0520,127,17,43,23267,1988,318,Yes,Yes,No,Yes
INF02599,COL0520,131,18,60,25161,2044,348,Yes,Yes,No,Yes
INF02600,COL0520,134,18,77,27120,2029,351,Yes,Yes,No,Yes
INF02601,COL0521,91,16,7,24496,0,270,Yes,Yes,Yes,No
INF02602,COL0521,94,16,16,25684,0,284,Yes,Yes,Yes,No
INF02603,COL0521,98,17,25,26197,0,289,Yes,Yes,Yes,Yes
INF02604,COL0521,96,17,26,28469,0,297,Yes,Yes,Yes,Yes
INF02605,COL0521,96,17,44,27660,0,338,Yes,Yes,Yes,No
INF02606,COL0522,11,1,1,3300,95,270,No,Yes,No,No
INF02607,COL0522,11,1,2,3485,96,282,No,Yes,No,No
INF02608,COL0522,12,1,3,3465,95,294,No,Yes,No,No
INF02609,COL0522,12,1,4,3753,103,346,No,Yes,No,No
INF02610,COL0522,11,1,5,3846,105,316,No,Yes,No,Yes
INF02611,COL0523,20,3,4,6063,168,330,No,Yes,No,No
INF02612,COL0523,21,3,6,6380,169,352,No,Yes,No,No
INF02613,COL0523,21,3,8,6538,177,363,No,Yes,No,No
INF02614,COL0523,22,3,10,6702,180,371,No,Yes,No,No
INF02615,COL0523,21,3,11,6752,180,406,No,Yes,No,No
INF02616,COL0524,34,5,6,10792,629,210,Yes,Yes,No,No
INF02617,COL0524,35,5,9,11410,632,227,Yes,Yes,No,No
INF02618,COL0524,36,5,13,11674,635,249,Yes,Yes,No,Yes
INF02619,COL0524,36,5,21,12445,672,242,Yes,Yes,No,No
INF02620,COL0524,38,6,25,12662,671,261,Yes,Yes,No,No
INF02621,COL0525,63,12,11,16118,1097,330,No,No,No,No
INF02622,COL0525,65,12,20,16986,1124,359,No,No,No,No
INF02623,COL0525,66,13,27,17933,1102,371,No,No,No,Yes
INF02624,COL0525,67,13,33,17664,1188,427,No,No,No,No
INF02625,COL0525,71,14,48,17939,1212,415,No,No,No,No
INF02626,COL0526,17,2,3,3348,257,390,No,Yes,Yes,No
INF02627,COL0526,17,2,4,3538,264,417,No,Yes,Yes,Yes
INF02628,COL0526,18,2,7,3714,266,459,No,Yes,Yes,No
INF02629,COL0526,19,2,9,3781,260,455,No,Yes,Yes,No
INF02630,COL0526,20,2,12,3734,260,523,No,Yes,Yes,No
INF02631,COL0527,17,2,3,4723,229,270,Yes,Yes,No,No
INF02632,COL0527,17,2,4,4999,235,288,Yes,Yes,No,No
INF02633,COL0527,18,2,7,5031,239,291,Yes,Yes,No,Yes
INF02634,COL0527,18,2,9,5475,247,340,Yes,Yes,No,No
INF02635,COL0527,18,2,9,5765,249,325,Yes,Yes,No,Yes
INF02636,COL0528,68,30,5,17490,0,150,Yes,Yes,No,No
INF02637,COL0528,70,31,11,18009,0,161,Yes,Yes,No,No
INF02638,COL0528,72,32,21,19554,0,180,Yes,Yes,No,No
INF02639,COL0528,73,32,25,20545,0,178,Yes,Yes,No,Yes
INF02640,COL0528,76,34,45,21185,0,178,Yes,Yes,No,Yes
INF02641,COL0529,14,2,1,5046,0,150,No,Yes,No,No
INF02642,COL0529,14,2,3,5257,0,159,No,Yes,No,No
INF02643,COL0529,15,2,3,5617,0,165,No,Yes,No,No
INF02644,COL0529,15,2,5,5390,0,186,No,Yes,No,No
INF02645,COL0529,15,2,5,6256,0,187,No,Yes,No,No
INF02646,COL0530,39,16,3,11231,745,270,Yes,Yes,Yes,No
INF02647,COL0530,39,16,6,11644,766,286,Yes,Yes,Yes,No
INF02648,COL0530,40,16,12,12288,769,303,Yes,Yes,Yes,No
INF02649,COL0530,42,17,19,13154,784,327,Yes,Yes,Yes,Yes
INF02650,COL0530,43,18,17,13488,822,372,Yes,Yes,Yes,Yes
INF02651,COL0531,22,8,4,5909,285,330,Yes,Yes,Yes,Yes
INF02652,COL0531,23,8,7,6238,289,343,Yes,Yes,Yes,Yes
INF02653,COL0531,24,9,7,6603,301,387,Yes,Yes,Yes,No
INF02654,COL0531,24,9,13,6859,305,417,Yes,Yes,Yes,Yes
INF02655,COL0531,23,8,12,6579,303,416,Yes,Yes,Yes,Yes
