research_id,college_id,department,publications,citations,patents,funded_projects,research_funding,international_collaborations
RES01367,COL0685,Information Technology,6,33,7,2,3712000,5
RES01368,COL0137,Physics,4,42,4,5,13090000,0
RES01369,COL0127,Constitutional Law,7,22,0,3,5993000,1
RES01370,COL0749,Information Technology,1,6,3,2,4391000,1
RES01371,COL0978,Commerce,14,59,1,3,6370000,0
RES01372,COL0378,Electronics & Telecommunication,3,20,4,8,4236000,0
RES01373,COL1903,Information Technology,17,92,4,1,3869000,2
RES01374,COL0081,Marathi,26,61,1,8,11889000,0
RES01375,COL0130,Mechanical Engineering,2,12,0,2,1083000,0
RES01376,COL1028,English,2,6,0,1,1386000,1
RES01377,COL0809,Pharmacognosy,0,0,0,1,2568000,0
RES01378,COL1500,Civil Engineering,2,12,2,1,939000,0
RES01379,COL1607,Educational Psychology,4,21,1,2,4574000,1
RES01380,COL1990,Marathi,1,9,3,2,4960000,2
RES01381,COL1095,Marathi,82,612,5,17,18781000,0
RES01382,COL0095,Physiology,2,9,0,2,5002000,1
RES01383,COL0041,Physics,58,508,5,7,15280000,2
RES01384,COL1139,Pathology,1,4,1,3,5879000,2
RES01385,COL0072,Accountancy,0,0,4,1,1705000,1
RES01386,COL0728,Commerce,4,46,0,1,3425000,3
RES01387,COL0497,Computer Engineering,3,12,4,0,280000,0
RES01388,COL0241,Chemistry,3,20,0,2,3044000,2
RES01389,COL1170,Mathematics,0,0,0,2,3713000,1
RES01390,COL1865,Physics,12,85,4,8,6178000,3
RES01391,COL0837,Zoology,1,9,1,1,815000,1
RES01392,COL1360,Physics,1,7,0,3,1790000,2
RES01393,COL1848,Commerce,16,124,6,17,26711000,2
RES01394,COL0870,Marathi,4,12,0,5,9246000,1
RES01395,COL1460,Corporate Law,2,18,0,1,3115000,2
RES01396,COL1473,Accountancy,0,0,0,1,1944000,0
RES01397,COL0900,Pharmacology,0,0,0,1,2123000,0
RES01398,COL0235,Computer Science,4,18,4,2,3100000,2
RES01399,COL1394,Computer Engineering,16,100,12,7,14859000,2
RES01400,COL1870,Corporate Law,5,34,3,1,2095000,3
RES01401,COL1379,Information Technology,0,0,0,0,0,1
RES01402,COL1297,Mechanical Engineering,0,0,0,0,0,2
RES01403,COL1714,Surgery,1,7,0,0,0,1
RES01404,COL1412,Constitutional Law,13,65,1,2,5207000,0
RES01405,COL0754,Civil Law,0,0,0,0,0,0
RES01406,COL0520,Physics,13,97,3,7,3650000,1
RES01407,COL1967,Computer Science,2,8,3,3,1906000,2
RES01408,COL0448,Anatomy,0,0,0,0,0,3
RES01409,COL0784,Physics,4,30,1,4,9365000,3
RES01410,COL1229,Electrical Engineering,13,73,10,9,5049000,0
RES01411,COL0849,Civil Engineering,9,60,4,4,8453000,2
RES01412,COL1710,Corporate Law,5,45,1,3,1470000,1
RES01413,COL0240,Computer Science,7,50,5,3,4238000,1
RES01414,COL0042,Finance,1,6,1,0,280000,1
RES01415,COL0530,Anatomy,12,66,6,7,12886000,2
RES01416,COL0402,Marketing,0,0,0,2,6583000,1
RES01417,COL0868,Plant Pathology,3,20,0,5,11271000,3
RES01418,COL0536,Human Resources,0,0,0,0,0,2
RES01419,COL0962,Electronics & Telecommunication,52,409,7,10,36367000,1
RES01420,COL0614,Community Health Nursing,3,15,1,1,2358000,2
RES01421,COL0884,Information Technology,38,201,3,3,8899000,3
RES01422,COL1275,Computer Science,0,0,1,1,2215000,1
RES01423,COL1770,Electronics & Telecommunication,25,159,5,12,26091000,1
RES01424,COL1371,Pathology,1,5,0,0,0,1
RES01425,COL1169,Mathematics,1,7,0,1,2181000,3
RES01426,COL0515,Pharmaceutical Chemistry,1,3,0,3,2201000,0
RES01427,COL0758,Educational Psychology,1,8,0,1,882000,2
RES01428,COL0047,Physics,0,0,0,2,3948000,2
RES01429,COL1727,Civil Engineering,3,10,3,4,4457000,3
RES01430,COL1091,Physics,1,3,0,0,0,0
RES01431,COL1744,Mathematics,1,5,0,1,2425000,0
RES01432,COL1238,Mechanical Engineering,1,6,0,0,0,1
RES01433,COL0466,Pharmaceutics,1,6,0,0,0,2
RES01434,COL0504,Surgery,6,35,2,4,10197000,1
RES01435,COL1210,Political Science,1,9,1,2,6385000,3
RES01436,COL0110,Marathi,3,30,1,3,6533000,0
RES01437,COL1305,Computer Engineering,5,41,4,3,10264000,3
RES01438,COL0338,Biochemistry,9,76,2,1,3021000,2
RES01439,COL0781,Marathi,2,15,3,2,8703000,2
RES01440,COL0009,Electronics & Telecommunication,22,147,7,6,9614000,2
RES01441,COL1385,Computer Engineering,0,0,3,1,1457000,3
RES01442,COL1537,Pharmaceutics,1,6,2,0,500000,0
RES01443,COL1243,Criminal Law,1,6,1,1,824000,1
RES01444,COL1626,Computer Science,53,269,3,9,10971000,0
RES01445,COL1764,Mechanical Engineering,78,426,5,8,10834000,0
RES01446,COL0587,Chemistry,104,805,3,5,7286000,1
RES01447,COL1554,Commerce,5,28,0,2,2853000,1
RES01448,COL0229,Banking & Finance,0,0,1,2,1896000,2
RES01449,COL1853,Child Health Nursing,10,62,1,4,11395000,1
RES01450,COL1655,Economics,0,0,0,0,0,2
RES01451,COL0354,Mechanical Engineering,0,0,0,1,2647000,2
RES01452,COL1725,Mechanical Engineering,0,0,0,1,783000,0
RES01453,COL0343,Marathi,28,158,1,6,11887000,0
RES01454,COL0040,Electrical Engineering,1,4,7,3,6229000,2
RES01455,COL1158,Educational Administration,3,21,0,2,6681000,3
RES01456,COL0173,Banking & Finance,1,5,0,2,2730000,1
RES01457,COL0887,Electronics & Telecommunication,20,153,3,6,9341000,2
RES01458,COL1970,Criminal Law,1,7,1,0,212000,2
RES01459,COL1411,Civil Engineering,1,7,0,0,0,1
RES01460,COL0891,Mathematics,20,153,0,3,7743000,1
RES01461,COL1700,Surgery,25,146,0,3,5040000,3
RES01462,COL1361,Economics,1,6,0,0,0,0
RES01463,COL1467,Zoology,6,50,1,1,1233000,2
RES01464,COL0363,Commerce,1,7,1,0,247000,2
RES01465,COL1564,Electronics & Telecommunication,8,65,3,3,11115000,2
RES01466,COL1306,Mathematics,120,798,3,10,23206000,2
RES01467,COL1536,Corporate Law,10,52,2,7,6458000,2
RES01468,COL0295,Educational Psychology,24,263,1,7,14396000,1
RES01469,COL1103,Computer Science,0,0,0,0,0,3
RES01470,COL0283,Business Administration,5,54,1,3,3168000,1
RES01471,COL0300,Information Technology,1,6,1,2,1620000,1
RES01472,COL0810,Commerce,16,134,4,5,18263000,1
RES01473,COL1748,Economics,1,6,0,0,0,2
RES01474,COL0242,Business Analytics,1,7,1,1,2088000,0
RES01475,COL1339,Mathematics,1,4,1,1,2137000,1
RES01476,COL0064,Business Analytics,0,0,0,1,399000,2
RES01477,COL1370,Curriculum & Pedagogy,14,105,1,3,3345000,1
RES01478,COL0068,Economics,3,27,0,2,4982000,1
RES01479,COL0212,Marathi,1,3,0,0,0,1
RES01480,COL1629,Educational Administration,21,146,4,5,7545000,1
RES01481,COL1829,Operations Management,7,41,1,4,4396000,1
RES01482,COL0788,Electrical Engineering,14,32,3,4,7543000,2
RES01483,COL0473,Finance,0,0,0,2,4717000,1
RES01484,COL0722,English,1,4,4,5,3184000,1
RES01485,COL1983,Chemistry,10,118,3,5,17489000,2
RES01486,COL1581,Corporate Law,16,74,1,3,5917000,0
RES01487,COL0695,Computer Science,59,456,2,4,13177000,1
RES01488,COL0692,Computer Science,18,87,8,6,15919000,0
RES01489,COL0335,Mechanical Engineering,9,34,5,4,3951000,1
RES01490,COL0757,English,1,5,0,1,1792000,0
RES01491,COL1582,Human Resources,2,15,1,2,4717000,1
RES01492,COL0678,Chemistry,1,6,0,0,0,1
RES01493,COL0196,Electrical Engineering,8,55,5,1,3321000,3
RES01494,COL1180,Economics,10,66,3,7,9166000,0
RES01495,COL0373,Civil Engineering,20,45,3,6,8318000,0
RES01496,COL1796,Educational Administration,3,18,0,1,1069000,1
RES01497,COL1018,Mechanical Engineering,35,302,6,8,11899000,1
RES01498,COL0159,Zoology,0,0,0,1,2410000,2
RES01499,COL0194,Mathematics,0,0,0,2,2729000,1
RES01500,COL1034,Finance,1,8,0,2,5817000,1
RES01501,COL1385,Civil Engineering,43,347,3,8,4646000,2
RES01502,COL0818,Computer Science,3,25,1,3,4958000,2
RES01503,COL1933,Zoology,7,28,3,3,6686000,0
RES01504,COL0049,Electrical Engineering,14,62,1,9,8044000,1
RES01505,COL0195,Constitutional Law,5,29,0,4,2418000,1
RES01506,COL0033,Electronics & Telecommunication,28,154,11,10,35614000,2
RES01507,COL1961,Constitutional Law,0,0,0,1,1292000,1
RES01508,COL0962,Information Technology,0,0,2,0,201000,1
RES01509,COL1842,Computer Engineering,13,86,2,5,3689000,2
RES01510,COL1084,Marathi,8,71,4,6,21850000,3
RES01511,COL0148,Computer Science,9,75,9,5,16375000,1
RES01512,COL1308,Business Administration,1,7,0,0,0,2
RES01513,COL0398,English,3,10,3,2,957000,1
RES01514,COL1805,Electrical Engineering,5,50,5,4,5835000,3
RES01515,COL1125,Chemistry,1,5,1,1,2178000,0
RES01516,COL0896,Computer Science,0,0,1,0,103000,0
RES01517,COL1806,Corporate Law,1,3,1,1,1855000,3
RES01518,COL0499,Mechanical Engineering,5,21,3,4,4213000,4
RES01519,COL1383,Computer Science,0,0,0,2,1852000,2
RES01520,COL1403,Computer Engineering,1,5,0,0,0,2
RES01521,COL0150,Electrical Engineering,6,29,3,4,5896000,2
RES01522,COL1603,Botany,1,7,0,1,2915000,2
RES01523,COL0883,Pharmaceutical Chemistry,10,50,5,5,4724000,2
RES01524,COL0450,Computer Science,1,4,0,0,0,1
RES01525,COL1043,Business Administration,37,227,4,6,8700000,1
RES01526,COL1703,Computer Science,11,68,5,4,13893000,0
RES01527,COL0199,Economics,4,38,0,3,1662000,0
RES01528,COL1968,Mechanical Engineering,0,0,0,1,1348000,3
RES01529,COL0934,Educational Psychology,1,4,0,1,1276000,0
RES01530,COL1618,Business Analytics,0,0,0,0,0,2
RES01531,COL0465,Mathematics,3,26,0,4,8286000,2
RES01532,COL1546,Computer Science,1,6,1,1,1399000,1
RES01533,COL0113,Information Technology,0,0,0,0,0,3
RES01534,COL0398,Chemistry,1,6,2,1,2077000,0
RES01535,COL1163,Physics,0,0,0,1,367000,0
RES01536,COL0711,Marathi,11,30,1,2,2859000,2
RES01537,COL0250,Mathematics,40,354,4,8,10362000,0
RES01538,COL1114,Pharmaceutics,0,0,0,0,0,1
RES01539,COL1204,English,15,85,3,13,28051000,1
RES01540,COL1268,Mechanical Engineering,2,12,8,2,3931000,1
RES01541,COL1375,Electrical Engineering,1,3,0,0,0,0
RES01542,COL1226,Information Technology,0,0,4,0,796000,3
RES01543,COL1408,Computer Science,16,142,5,5,13081000,1
RES01544,COL1036,Political Science,1,11,0,0,0,3
RES01545,COL0303,Urban Planning,0,0,0,1,2622000,2
RES01546,COL0161,Pharmaceutical Chemistry,0,0,7,3,7992000,2
RES01547,COL0894,Economics,11,78,2,3,2405000,0
RES01548,COL0641,Mathematics,0,0,1,0,60000,0
RES01549,COL0742,Mechanical Engineering,7,51,3,8,8335000,0
RES01550,COL0535,Economics,1,4,0,3,6637000,0
RES01551,COL1423,Chemistry,1,4,1,2,4979000,0
RES01552,COL1162,Computer Science,2,16,1,2,1883000,2
RES01553,COL1827,Chemistry,0,0,1,0,168000,2
RES01554,COL1795,Chemistry,2,17,4,6,3710000,2
RES01555,COL0222,Computer Science,7,48,5,5,14321000,1
RES01556,COL0434,Economics,1,7,0,1,2684000,3
RES01557,COL1367,Economics,16,154,2,6,10422000,2
RES01558,COL1351,Mathematics,18,115,1,7,18486000,2
RES01559,COL1005,Commerce,5,33,2,1,2216000,2
RES01560,COL1836,Marathi,0,0,0,0,0,1
RES01561,COL0626,Constitutional Law,7,34,4,5,14356000,1
RES01562,COL0757,Computer Science,2,12,3,1,2656000,1
RES01563,COL1888,Chemistry,7,41,3,5,6319000,2
RES01564,COL0011,Commerce,15,89,0,7,13856000,0
RES01565,COL0576,Pharmacognosy,1,4,2,2,1389000,1
RES01566,COL1719,Computer Science,9,62,1,5,5453000,0
RES01567,COL0145,English,1,6,0,3,4705000,1
RES01568,COL1122,Electrical Engineering,6,32,1,5,8964000,0
RES01569,COL1172,Curriculum & Pedagogy,1,8,0,0,0,2
RES01570,COL1913,Chemistry,128,911,14,22,37684000,1
RES01571,COL0650,Physics,2,12,1,4,13814000,1
RES01572,COL0641,English,9,52,2,3,4228000,3
RES01573,COL1884,Chemistry,0,0,0,0,0,0
RES01574,COL1944,Marathi,8,31,1,4,5849000,1
RES01575,COL1415,Electrical Engineering,6,41,4,6,11372000,2
RES01576,COL0742,Civil Engineering,2,14,2,3,9524000,0
RES01577,COL0530,Surgery,1,6,1,4,4696000,2
RES01578,COL0768,Electronics & Telecommunication,3,17,2,3,3714000,3
RES01579,COL1639,Political Science,9,54,2,7,7760000,1
RES01580,COL1615,Finance,8,25,1,5,6267000,0
RES01581,COL1560,Curriculum & Pedagogy,1,6,3,1,2597000,0
RES01582,COL1799,Information Technology,1,8,2,1,1591000,2
RES01583,COL1138,Pharmaceutics,1,9,3,1,876000,2
RES01584,COL1511,Physics,87,836,1,12,10535000,4
RES01585,COL1145,Economics,2,14,0,0,0,0
RES01586,COL1602,Urban Planning,15,66,0,8,15920000,0
RES01587,COL1497,Constitutional Law,0,0,0,0,0,1
RES01588,COL0773,Chemistry,32,254,3,7,13644000,0
RES01589,COL0386,Mechanical Engineering,30,111,6,6,9484000,2
RES01590,COL1249,Zoology,1,8,2,3,2259000,1
RES01591,COL1538,Pathology,1,6,1,2,1279000,1
RES01592,COL1564,Civil Engineering,6,36,0,3,7585000,2
RES01593,COL0482,Business Analytics,0,0,0,0,0,0
RES01594,COL1948,Electrical Engineering,1,8,2,1,1257000,1
RES01595,COL0803,Physics,0,0,0,1,1754000,2
RES01596,COL1271,Anatomy,18,142,5,3,2856000,0
RES01597,COL0478,Human Resources,14,126,1,7,17049000,1
RES01598,COL1522,Botany,1,5,2,0,579000,2
RES01599,COL0784,English,40,343,4,7,12399000,1
RES01600,COL1017,Economics,1,4,0,0,0,0
RES01601,COL0387,Computer Engineering,1,5,3,0,821000,1
RES01602,COL1407,Commerce,8,34,2,4,3733000,1
RES01603,COL1484,Banking & Finance,5,30,0,4,6388000,1
RES01604,COL1489,Banking & Finance,1,4,1,3,2915000,3
RES01605,COL0666,Computer Science,3,16,1,3,2629000,1
RES01606,COL1909,Commerce,2,15,1,3,2741000,2
RES01607,COL1204,Economics,11,88,1,10,16421000,1
RES01608,COL1928,Pharmacognosy,0,0,0,1,2155000,1
RES01609,COL1215,Civil Engineering,156,1359,2,10,37000000,2
RES01610,COL0939,Chemistry,3,8,3,1,2124000,3
RES01611,COL0597,Physics,28,166,2,2,3882000,3
RES01612,COL1611,Educational Psychology,3,19,0,1,762000,0
RES01613,COL1418,Computer Engineering,1,6,1,0,60000,0
RES01614,COL1269,Computer Engineering,6,39,2,4,8107000,3
RES01615,COL1743,Computer Science,2,16,0,1,1368000,2
RES01616,COL0889,Information Technology,2,11,2,2,3062000,0
RES01617,COL1784,Commerce,0,0,0,2,2247000,2
RES01618,COL0403,Medicine,7,47,0,2,992000,1
RES01619,COL0279,Marathi,8,18,1,7,10720000,1
RES01620,COL0596,Physics,12,74,2,4,1999000,0
RES01621,COL1858,Corporate Law,1,9,0,1,2319000,2
RES01622,COL1592,Educational Psychology,2,15,1,1,2037000,1
RES01623,COL0865,Physics,21,146,2,6,15710000,3
RES01624,COL1617,Marathi,0,0,0,0,0,3
RES01625,COL0720,Commerce,2,19,0,1,2156000,1
RES01626,COL1709,Curriculum & Pedagogy,14,84,1,2,2952000,1
RES01627,COL1526,Physics,33,344,3,6,4660000,3
RES01628,COL1262,Accountancy,19,116,2,8,17061000,1
RES01629,COL0306,Marathi,2,15,1,2,6497000,2
RES01630,COL1038,Electrical Engineering,4,15,3,1,1854000,1
RES01631,COL1458,Electrical Engineering,11,75,4,6,8208000,1
RES01632,COL1326,English,0,0,0,2,4291000,2
RES01633,COL1647,Banking & Finance,0,0,0,1,941000,0
RES01634,COL0972,Educational Psychology,1,6,0,2,5203000,4
RES01635,COL1450,Chemistry,0,0,1,1,1420000,0
RES01636,COL1410,Educational Administration,2,10,1,0,265000,3
RES01637,COL0852,Computer Engineering,3,24,2,1,2509000,3
RES01638,COL1521,Constitutional Law,23,207,3,4,3328000,2
RES01639,COL1256,Corporate Law,2,16,0,6,5329000,0
RES01640,COL1827,Computer Science,7,42,1,4,8392000,0
RES01641,COL1367,Mathematics,0,0,1,1,3165000,1
RES01642,COL1112,Mechanical Engineering,0,0,0,0,0,1
RES01643,COL0514,Pharmaceutics,5,16,0,4,2299000,2
RES01644,COL1356,Chemistry,7,24,4,5,3084000,1
RES01645,COL0986,Economics,2,15,1,3,5706000,3
RES01646,COL1828,Botany,3,20,2,0,176000,2
RES01647,COL0740,Chemistry,0,0,1,1,1188000,2
RES01648,COL0129,Mechanical Engineering,3,15,2,0,130000,0
RES01649,COL1395,Corporate Law,1,5,0,1,578000,1
RES01650,COL0546,Accountancy,4,36,0,2,2563000,2
RES01651,COL1136,Marathi,9,29,1,5,8904000,0
RES01652,COL0788,Computer Engineering,2,9,0,1,618000,1
RES01653,COL1784,English,0,0,0,0,0,2
RES01654,COL0018,English,0,0,0,0,0,1
RES01655,COL0265,Economics,3,22,0,4,9572000,1
RES01656,COL1309,Chemistry,13,66,3,5,5015000,1
RES01657,COL1847,Mathematics,5,34,0,2,5311000,2
RES01658,COL1819,English,13,124,3,6,17856000,1
RES01659,COL1604,Commerce,17,95,5,7,15925000,1
RES01660,COL0531,Horticulture,1,8,0,0,0,2
RES01661,COL0360,History,14,97,0,3,5652000,3
RES01662,COL0959,Mathematics,32,288,3,8,9964000,3
RES01663,COL1892,Computer Engineering,1,7,2,1,1754000,2
RES01664,COL0996,Business Administration,1,10,0,1,3211000,1
RES01665,COL0223,Economics,0,0,1,4,1326000,1
RES01666,COL1963,Marathi,2,12,2,1,2002000,3
RES01667,COL0887,Electrical Engineering,3,25,0,1,1301000,1
RES01668,COL1872,Marketing,1,5,0,1,614000,1
RES01669,COL0568,English,0,0,0,2,3011000,1
RES01670,COL1841,Mechanical Engineering,0,0,1,0,288000,0
RES01671,COL1086,Architectural Design,41,175,6,12,7772000,2
RES01672,COL1485,Physiology,5,35,0,2,3593000,2
RES01673,COL0827,Commerce,17,129,3,6,18162000,0
RES01674,COL0654,Medical Surgical Nursing,0,0,0,1,1436000,1
RES01675,COL0532,Educational Psychology,1,9,0,2,3480000,3
RES01676,COL0594,Civil Engineering,12,43,2,3,4287000,0
RES01677,COL0919,Chemistry,2,17,0,1,2962000,1
RES01678,COL1263,Economics,1,6,0,2,4353000,1
RES01679,COL0219,Botany,58,405,2,13,35269000,2
RES01680,COL1849,Pharmacology,2,17,2,4,3833000,0
RES01681,COL1558,Economics,1,9,0,1,1360000,2
RES01682,COL0307,English,5,54,0,1,3233000,1
RES01683,COL1543,Pharmaceutics,2,10,1,1,1116000,4
RES01684,COL1680,Banking & Finance,1,2,1,1,979000,2
RES01685,COL1214,Botany,5,20,2,3,7286000,0
RES01686,COL0532,Curriculum & Pedagogy,72,720,3,7,21281000,2
RES01687,COL0524,Political Science,0,0,1,0,262000,0
RES01688,COL0419,Marathi,2,5,3,4,2894000,0
RES01689,COL1154,Mathematics,0,0,0,0,0,1
RES01690,COL0015,Mathematics,1,3,2,3,5320000,2
RES01691,COL0487,Electrical Engineering,86,567,4,4,7263000,1
RES01692,COL1055,Finance,8,45,1,3,4228000,2
RES01693,COL1742,Computer Science,1,7,1,2,6438000,0
RES01694,COL1914,Educational Psychology,1,4,1,0,169000,2
RES01695,COL0651,Information Technology,5,44,5,3,8112000,2
RES01696,COL0483,Computer Science,56,457,0,3,9095000,1
RES01697,COL1288,Banking & Finance,60,396,6,17,38521000,0
RES01698,COL0269,Economics,17,120,1,5,7027000,1
RES01699,COL0063,Horticulture,1,6,2,0,243000,1
RES01700,COL1780,Soil Science,2,16,0,1,1951000,2
RES01701,COL0688,Zoology,61,343,1,6,21308000,1
RES01702,COL0250,Physics,2,11,0,2,1964000,0
RES01703,COL0925,Information Technology,1,5,2,3,6616000,0
RES01704,COL0231,Information Technology,5,55,4,2,8104000,3
RES01705,COL0223,Business Administration,1,3,1,1,1268000,1
RES01706,COL1238,Electrical Engineering,0,0,0,1,1213000,1
RES01707,COL0288,Chemistry,1,10,0,1,1262000,1
RES01708,COL0871,Mathematics,0,0,0,0,0,0
RES01709,COL1127,Accountancy,4,23,1,1,1988000,2
RES01710,COL1091,Marathi,1,3,0,0,0,1
RES01711,COL1456,Information Technology,50,206,15,20,11930000,3
RES01712,COL1350,Mechanical Engineering,1,5,3,3,6085000,3
RES01713,COL0248,Computer Science,59,416,4,8,13154000,2
RES01714,COL1547,Pharmacognosy,0,0,4,1,3523000,4
RES01715,COL1515,Medical Surgical Nursing,1,8,3,1,1310000,2
RES01716,COL1105,Economics,31,137,1,5,6012000,0
RES01717,COL1269,Civil Engineering,79,349,9,14,34487000,2
RES01718,COL0631,Human Resources,1,5,2,3,9734000,1
RES01719,COL1391,Marathi,1,5,0,1,500000,2
RES01720,COL0618,Civil Engineering,21,122,6,11,6347000,2
RES01721,COL1447,History,2,11,1,2,5189000,0
RES01722,COL1299,Banking & Finance,1,8,2,1,1871000,0
RES01723,COL0834,Mathematics,1,4,0,0,0,0
RES01724,COL1669,Commerce,4,34,2,1,2700000,1
RES01725,COL1939,Computer Science,33,264,9,10,24018000,1
RES01726,COL1705,English,8,59,0,1,3564000,1
RES01727,COL1897,Computer Science,6,23,5,7,8159000,0
RES01728,COL0019,Computer Science,21,181,1,1,2374000,1
RES01729,COL0316,Physiology,2,16,1,2,2840000,1
RES01730,COL1047,Civil Engineering,27,181,1,9,30275000,2
RES01731,COL1704,Marathi,9,44,1,4,9971000,1
RES01732,COL1012,Educational Administration,1,7,0,1,478000,0
RES01733,COL0795,Mechanical Engineering,1,7,0,0,0,0
RES01734,COL1296,Computer Engineering,2,15,1,2,4732000,0
RES01735,COL0325,English,4,29,0,4,7138000,3
RES01736,COL0960,Computer Engineering,18,163,5,4,10280000,2
RES01737,COL0019,Chemistry,3,18,2,1,2185000,1
RES01738,COL1749,Electrical Engineering,10,69,4,2,5410000,0
RES01739,COL1953,Curriculum & Pedagogy,1,6,0,0,0,1
RES01740,COL1595,Mathematics,9,41,3,10,10700000,1
RES01741,COL1465,Sociology,4,28,1,4,8330000,3
RES01742,COL0822,Accountancy,0,0,1,2,3509000,0
RES01743,COL1907,Civil Engineering,40,248,5,7,15412000,2
RES01744,COL1998,Constitutional Law,1,6,0,0,0,1
RES01745,COL1635,Information Technology,0,0,3,0,711000,0
RES01746,COL1552,Electrical Engineering,42,233,3,7,21673000,1
RES01747,COL1517,Anatomy,3,22,2,2,2870000,3
RES01748,COL0992,Information Technology,2,4,8,4,3607000,0
RES01749,COL1663,Finance,1,6,0,0,0,0
RES01750,COL1139,Biochemistry,2,12,2,3,5962000,1
RES01751,COL0318,Physics,1,6,1,0,260000,1
RES01752,COL1054,Civil Engineering,1,6,0,1,2160000,3
RES01753,COL0624,Computer Engineering,1,5,2,2,2535000,0
RES01754,COL1371,Surgery,1,8,0,0,0,1
RES01755,COL0408,Information Technology,18,121,3,4,7710000,2
RES01756,COL0162,Electrical Engineering,2,14,3,1,4610000,2
RES01757,COL0818,Chemistry,9,86,5,3,3600000,1
RES01758,COL0141,Economics,0,0,1,1,966000,1
RES01759,COL0749,Civil Engineering,1,2,0,3,3154000,1
RES01760,COL1742,Physics,1,6,0,0,0,0
RES01761,COL1319,Educational Administration,0,0,1,1,1285000,1
RES01762,COL1081,Economics,3,23,0,3,1849000,0
RES01763,COL1512,Computer Science,2,19,2,1,2703000,2
RES01764,COL1339,Computer Science,5,28,1,4,1513000,0
RES01765,COL1267,Economics,3,13,6,2,6189000,2
RES01766,COL0213,Agronomy,12,71,3,4,12607000,2
RES01767,COL1960,Physics,11,79,0,8,9182000,1
RES01768,COL1608,Surgery,1,5,0,4,3242000,4
RES01769,COL0393,Marathi,16,92,1,3,4199000,1
RES01770,COL0226,Electrical Engineering,2,12,2,1,1610000,0
RES01771,COL0422,Pharmaceutical Chemistry,28,166,2,5,7985000,0
RES01772,COL1702,Finance,11,48,0,5,10426000,3
RES01773,COL0291,Community Health Nursing,0,0,0,0,0,0
RES01774,COL0412,Finance,1,4,0,1,975000,1
RES01775,COL0413,Civil Law,1,6,0,0,0,1
RES01776,COL0662,Marathi,3,26,0,2,2508000,2
RES01777,COL1884,Physics,0,0,0,0,0,1
RES01778,COL0376,Marketing,7,62,3,2,4916000,3
RES01779,COL1390,Electronics & Telecommunication,0,0,2,2,1228000,1
RES01780,COL1738,Physics,1,7,0,1,2386000,1
RES01781,COL1364,Economics,2,18,0,1,1829000,3
RES01782,COL0039,Marathi,0,0,2,0,530000,3
RES01783,COL0098,Economics,4,27,4,3,9712000,1
RES01784,COL0753,Curriculum & Pedagogy,0,0,1,1,1673000,2
RES01785,COL0072,Business Administration,2,6,4,5,11017000,0
RES01786,COL1411,Electronics & Telecommunication,21,69,21,16,29363000,3
RES01787,COL0353,Commerce,1,4,0,0,0,1
RES01788,COL1398,Chemistry,1,4,2,0,525000,2
RES01789,COL1178,Electrical Engineering,6,51,0,1,1637000,3
RES01790,COL0403,Pediatrics,1,9,0,1,1794000,2
RES01791,COL1955,Corporate Law,40,171,4,8,3773000,0
RES01792,COL0081,Commerce,2,11,2,2,3782000,1
RES01793,COL1579,Mathematics,17,77,2,16,39151000,0
RES01794,COL0983,English,1,4,0,0,0,0
RES01795,COL1906,Civil Engineering,0,0,0,2,1189000,0
RES01796,COL0288,Commerce,25,207,1,10,26410000,2
RES01797,COL0589,Electronics & Telecommunication,1,10,0,0,0,4
RES01798,COL0395,Accountancy,1,4,0,1,2288000,2
RES01799,COL0404,Civil Engineering,1,4,0,3,3923000,0
RES01800,COL0264,Physics,2,21,0,2,3788000,2
RES01801,COL0848,Marathi,2,12,4,2,5790000,0
RES01802,COL1455,English,3,27,2,6,6166000,2
RES01803,COL1018,Information Technology,14,93,14,10,7050000,1
RES01804,COL0033,Computer Engineering,71,533,6,11,38849000,2
RES01805,COL1423,Mathematics,5,30,1,1,1242000,1
RES01806,COL1504,Civil Engineering,15,126,3,6,13283000,1
RES01807,COL0983,Commerce,1,4,1,0,159000,0
RES01808,COL0075,Commerce,49,249,1,7,10204000,1
RES01809,COL0201,English,1,7,3,1,3118000,0
RES01810,COL0508,Business Administration,1,9,1,1,2822000,1
RES01811,COL1692,Physics,28,189,4,0,533000,3
RES01812,COL1284,Commerce,2,6,1,1,2052000,1
RES01813,COL0680,English,9,59,0,3,5503000,0
RES01814,COL0834,Economics,7,40,2,3,3205000,1
RES01815,COL0227,Mechanical Engineering,13,124,9,3,7031000,3
RES01816,COL1340,Civil Engineering,3,25,0,1,3032000,1
RES01817,COL0420,Civil Engineering,1,7,0,0,0,1
RES01818,COL0120,English,2,19,0,0,0,2
RES01819,COL1438,Marathi,41,228,3,5,14094000,2
RES01820,COL0239,Computer Science,0,0,0,0,0,2
RES01821,COL1085,Electronics & Telecommunication,4,27,5,4,7909000,2
RES01822,COL0870,English,14,99,6,10,21094000,0
RES01823,COL0423,Computer Science,0,0,2,0,526000,3
RES01824,COL0769,Computer Science,0,0,0,0,0,3
RES01825,COL1729,Mechanical Engineering,6,32,1,3,9044000,2
RES01826,COL1160,Computer Science,6,54,3,5,4326000,3
RES01827,COL1484,Accountancy,1,5,0,1,3087000,0
RES01828,COL1462,Building Construction & Materials,0,0,0,1,1362000,1
RES01829,COL1025,Physics,0,0,1,2,2161000,1
