complaint_id,college_id,category,priority,status,days_to_resolve,reported_date,resolved_date
CMP01098,COL0858,Infrastructure,Low,Resolved,10,2022-10-31,2022-11-10
CMP01099,COL0013,Hostel,Medium,Resolved,11,2021-12-22,2022-01-02
CMP01100,COL1733,Transport,Low,Resolved,4,2021-08-19,2021-08-23
CMP01101,COL0489,Exam,Medium,Resolved,4,2025-08-12,2025-08-16
CMP01102,COL0747,Infrastructure,High,Resolved,25,2022-09-07,2022-10-02
CMP01103,COL1040,Internet,Medium,Resolved,3,2021-06-24,2021-06-27
CMP01104,COL1108,Internet,High,Resolved,1,2022-09-25,2022-09-26
CMP01105,COL0211,Exam,High,Resolved,4,2024-10-26,2024-10-30
CMP01106,COL0997,Library,Low,In Progress,,2023-10-02,
CMP01107,COL0378,Infrastructure,Low,Resolved,56,2025-06-01,2025-07-27
CMP01108,COL1260,Transport,Low,Resolved,3,2024-09-22,2024-09-25
CMP01109,COL0798,Library,Medium,Resolved,1,2021-04-08,2021-04-09
CMP01110,COL0081,Library,Low,Resolved,13,2025-05-20,2025-06-02
CMP01111,COL0413,Infrastructure,Medium,In Progress,,2025-12-30,
CMP01112,COL0744,Exam,Medium,Resolved,7,2021-12-19,2021-12-26
CMP01113,COL0177,Scholarship,High,Resolved,30,2024-12-10,2025-01-09
CMP01114,COL0178,Faculty,Low,Resolved,7,2022-08-26,2022-09-02
CMP01115,COL1183,Hostel,Medium,Resolved,8,2021-04-23,2021-05-01
CMP01116,COL1721,Exam,Low,Resolved,7,2022-07-02,2022-07-09
CMP01117,COL1364,Exam,Medium,Pending,,2021-04-07,
CMP01118,COL0587,Faculty,Low,Pending,,2023-12-25,
CMP01119,COL1409,Infrastructure,Medium,Resolved,7,2024-08-23,2024-08-30
CMP01120,COL1819,Faculty,High,Resolved,14,2022-11-22,2022-12-06
CMP01121,COL0345,Infrastructure,Medium,Resolved,17,2025-10-05,2025-10-22
CMP01122,COL0306,Internet,Medium,Resolved,1,2022-02-13,2022-02-14
CMP01123,COL1860,Library,Low,Resolved,5,2021-05-14,2021-05-19
CMP01124,COL1074,Scholarship,High,In Progress,,2021-02-01,
CMP01125,COL0691,Internet,Medium,In Progress,,2024-10-14,
CMP01126,COL1653,Exam,High,Resolved,5,2023-04-02,2023-04-07
CMP01127,COL1345,Faculty,Low,Resolved,35,2026-06-11,2026-07-16
CMP01128,COL1036,Scholarship,Medium,Resolved,18,2021-10-29,2021-11-16
CMP01129,COL0724,Infrastructure,Low,Resolved,29,2022-09-13,2022-10-12
CMP01130,COL1840,Faculty,Low,Resolved,15,2023-10-08,2023-10-23
CMP01131,COL0470,Transport,Low,Resolved,2,2021-08-31,2021-09-02
CMP01132,COL0795,Infrastructure,Medium,Resolved,11,2024-03-01,2024-03-12
CMP01133,COL1000,Internet,Medium,Resolved,5,2026-01-29,2026-02-03
CMP01134,COL1621,Transport,Medium,Resolved,12,2021-09-08,2021-09-20
CMP01135,COL0080,Hostel,High,In Progress,,2024-04-28,
CMP01136,COL1617,Infrastructure,Medium,Resolved,5,2021-10-26,2021-10-31
CMP01137,COL1041,Internet,High,Resolved,4,2025-12-10,2025-12-14
CMP01138,COL1765,Faculty,Medium,Escalated,,2024-08-19,
CMP01139,COL0772,Faculty,Medium,Resolved,28,2022-03-10,2022-04-07
CMP01140,COL1246,Faculty,High,Resolved,15,2023-04-16,2023-05-01
CMP01141,COL0222,Faculty,High,Resolved,13,2021-08-02,2021-08-15
CMP01142,COL1710,Exam,Low,Resolved,16,2023-03-21,2023-04-06
CMP01143,COL1211,Internet,Medium,Resolved,2,2023-09-25,2023-09-27
CMP01144,COL0690,Internet,Medium,Resolved,5,2022-04-24,2022-04-29
CMP01145,COL1946,Scholarship,Medium,Resolved,20,2023-11-27,2023-12-17
CMP01146,COL1277,Transport,High,Resolved,6,2023-03-03,2023-03-09
CMP01147,COL1760,Library,Medium,Resolved,8,2025-11-28,2025-12-06
CMP01148,COL1455,Transport,Low,Resolved,18,2023-05-30,2023-06-17
CMP01149,COL1841,Internet,Medium,In Progress,,2023-08-15,
CMP01150,COL1493,Transport,Low,Resolved,12,2022-11-16,2022-11-28
CMP01151,COL1107,Faculty,Low,Resolved,16,2022-06-12,2022-06-28
CMP01152,COL1839,Exam,Medium,Resolved,5,2023-10-21,2023-10-26
CMP01153,COL1736,Transport,High,Resolved,7,2021-02-08,2021-02-15
CMP01154,COL0357,Hostel,Medium,Resolved,10,2023-07-04,2023-07-14
CMP01155,COL0557,Hostel,Medium,Resolved,14,2024-03-07,2024-03-21
CMP01156,COL1900,Library,High,Resolved,5,2026-03-15,2026-03-20
CMP01157,COL0587,Transport,Low,Resolved,6,2025-12-22,2025-12-28
CMP01158,COL0091,Faculty,Medium,Resolved,25,2021-11-11,2021-12-06
CMP01159,COL1883,Scholarship,High,Escalated,,2025-02-04,
CMP01160,COL0773,Hostel,High,Resolved,2,2026-01-18,2026-01-20
CMP01161,COL1922,Exam,Medium,Resolved,5,2022-08-23,2022-08-28
CMP01162,COL0033,Faculty,Low,Resolved,28,2023-01-26,2023-02-23
CMP01163,COL0653,Faculty,Low,Resolved,38,2025-05-19,2025-06-26
CMP01164,COL1402,Library,Low,In Progress,,2023-08-25,
CMP01165,COL1545,Transport,High,Resolved,8,2024-03-08,2024-03-16
CMP01166,COL1623,Transport,Low,Resolved,18,2023-07-17,2023-08-04
CMP01167,COL1474,Faculty,Medium,Resolved,14,2026-02-17,2026-03-03
CMP01168,COL1539,Scholarship,Medium,Resolved,12,2025-09-13,2025-09-25
CMP01169,COL1054,Library,Medium,Resolved,1,2023-01-10,2023-01-11
CMP01170,COL0841,Infrastructure,Medium,Resolved,24,2022-12-13,2023-01-06
CMP01171,COL1011,Scholarship,Low,Resolved,44,2024-10-15,2024-11-28
CMP01172,COL0165,Hostel,High,Pending,,2024-02-25,
CMP01173,COL0155,Transport,Medium,Pending,,2021-02-05,
CMP01174,COL1358,Scholarship,Medium,In Progress,,2026-03-26,
CMP01175,COL1850,Internet,Medium,Resolved,3,2021-04-02,2021-04-05
CMP01176,COL0704,Library,Medium,Resolved,8,2025-06-11,2025-06-19
CMP01177,COL1892,Library,Low,Resolved,9,2021-05-05,2021-05-14
CMP01178,COL0873,Infrastructure,Medium,Resolved,11,2024-03-30,2024-04-10
CMP01179,COL0338,Library,Medium,Resolved,9,2025-07-21,2025-07-30
CMP01180,COL0671,Library,High,Resolved,5,2022-09-28,2022-10-03
CMP01181,COL1711,Transport,Low,Resolved,13,2024-01-12,2024-01-25
CMP01182,COL1622,Exam,Medium,Resolved,1,2021-05-09,2021-05-10
CMP01183,COL1787,Hostel,Medium,Resolved,20,2024-06-15,2024-07-05
CMP01184,COL0664,Internet,High,Resolved,1,2022-05-03,2022-05-04
CMP01185,COL1617,Internet,Medium,Resolved,7,2021-02-14,2021-02-21
CMP01186,COL0784,Infrastructure,Low,Escalated,,2026-07-03,
CMP01187,COL0625,Internet,High,In Progress,,2023-11-11,
CMP01188,COL1955,Internet,High,Resolved,3,2022-06-30,2022-07-03
CMP01189,COL0393,Infrastructure,High,Resolved,13,2021-03-30,2021-04-12
CMP01190,COL0119,Library,Low,Resolved,2,2026-06-10,2026-06-12
CMP01191,COL1900,Exam,High,Escalated,,2024-12-14,
CMP01192,COL1695,Exam,Medium,Resolved,9,2025-11-07,2025-11-16
CMP01193,COL1894,Internet,Medium,Resolved,7,2024-01-19,2024-01-26
CMP01194,COL0729,Hostel,High,Resolved,7,2024-02-09,2024-02-16
CMP01195,COL1456,Internet,Medium,Resolved,7,2022-03-25,2022-04-01
CMP01196,COL0227,Infrastructure,High,In Progress,,2023-07-07,
CMP01197,COL1913,Infrastructure,Low,Resolved,9,2025-02-28,2025-03-09
CMP01198,COL1728,Infrastructure,Low,Resolved,18,2023-01-29,2023-02-16
CMP01199,COL0588,Exam,Medium,Resolved,10,2022-11-20,2022-11-30
CMP01200,COL1703,Infrastructure,Medium,In Progress,,2023-08-26,
CMP01201,COL1643,Hostel,Low,Resolved,17,2024-06-21,2024-07-08
CMP01202,COL0587,Scholarship,High,Resolved,32,2023-04-29,2023-05-31
CMP01203,COL1547,Infrastructure,High,In Progress,,2025-08-02,
CMP01204,COL0593,Exam,Medium,Resolved,9,2022-05-01,2022-05-10
CMP01205,COL0302,Faculty,Medium,Pending,,2025-07-06,
CMP01206,COL0389,Library,Low,Resolved,8,2024-05-03,2024-05-11
CMP01207,COL0984,Exam,High,Resolved,9,2026-04-21,2026-04-30
CMP01208,COL0287,Faculty,Medium,In Progress,,2023-10-12,
CMP01209,COL0235,Library,Low,Resolved,8,2021-11-19,2021-11-27
CMP01210,COL0652,Internet,Medium,Resolved,6,2025-07-01,2025-07-07
CMP01211,COL0579,Hostel,Low,Resolved,9,2022-04-11,2022-04-20
CMP01212,COL1832,Exam,High,In Progress,,2021-06-13,
CMP01213,COL1167,Faculty,Medium,Resolved,19,2025-02-15,2025-03-06
CMP01214,COL0675,Exam,Medium,Resolved,1,2025-10-31,2025-11-01
CMP01215,COL1490,Scholarship,Low,Resolved,43,2025-08-06,2025-09-18
CMP01216,COL1931,Internet,Low,Resolved,3,2025-02-03,2025-02-06
CMP01217,COL0073,Scholarship,High,Resolved,27,2021-07-27,2021-08-23
CMP01218,COL1467,Exam,Medium,Resolved,13,2026-03-04,2026-03-17
CMP01219,COL0534,Hostel,Low,In Progress,,2022-12-14,
CMP01220,COL0615,Scholarship,Medium,Resolved,37,2023-06-16,2023-07-23
CMP01221,COL1095,Scholarship,Low,Resolved,29,2026-01-30,2026-02-28
CMP01222,COL0553,Library,Low,Resolved,13,2026-07-08,2026-07-21
CMP01223,COL1187,Infrastructure,Medium,Resolved,21,2023-05-01,2023-05-22
CMP01224,COL1341,Infrastructure,Medium,Resolved,22,2023-10-18,2023-11-09
CMP01225,COL0248,Faculty,Medium,Resolved,6,2025-01-03,2025-01-09
CMP01226,COL0525,Faculty,Medium,Resolved,6,2021-07-24,2021-07-30
CMP01227,COL0187,Transport,High,Resolved,4,2023-04-08,2023-04-12
CMP01228,COL1566,Scholarship,High,Pending,,2025-04-10,
CMP01229,COL0391,Library,Low,Resolved,7,2021-07-23,2021-07-30
CMP01230,COL1899,Scholarship,Medium,Pending,,2026-07-03,
CMP01231,COL1428,Internet,Low,Resolved,5,2022-09-08,2022-09-13
CMP01232,COL1778,Hostel,Medium,In Progress,,2023-05-10,
CMP01233,COL1102,Infrastructure,Medium,Pending,,2023-04-04,
CMP01234,COL0416,Exam,High,Resolved,9,2022-03-11,2022-03-20
CMP01235,COL0506,Library,Low,Resolved,12,2021-01-14,2021-01-26
CMP01236,COL0826,Scholarship,High,In Progress,,2023-06-22,
CMP01237,COL0664,Library,Medium,Resolved,5,2021-06-10,2021-06-15
CMP01238,COL0971,Scholarship,High,Resolved,30,2023-04-15,2023-05-15
CMP01239,COL1505,Exam,High,Resolved,2,2026-01-20,2026-01-22
CMP01240,COL1349,Transport,Low,Pending,,2023-01-02,
CMP01241,COL0740,Exam,High,Resolved,7,2026-01-04,2026-01-11
CMP01242,COL1668,Infrastructure,Low,Resolved,58,2024-02-03,2024-04-01
CMP01243,COL0206,Library,Low,Resolved,8,2022-10-12,2022-10-20
CMP01244,COL1782,Library,Low,Resolved,3,2024-09-09,2024-09-12
CMP01245,COL0642,Hostel,Low,Resolved,20,2024-10-16,2024-11-05
CMP01246,COL1133,Internet,Medium,Resolved,4,2024-04-14,2024-04-18
CMP01247,COL0330,Hostel,Medium,Resolved,2,2023-03-25,2023-03-27
CMP01248,COL1741,Faculty,Medium,Resolved,13,2021-11-16,2021-11-29
CMP01249,COL0463,Faculty,Low,In Progress,,2026-03-22,
CMP01250,COL0906,Scholarship,Medium,Resolved,43,2021-05-01,2021-06-13
CMP01251,COL0749,Infrastructure,Low,Resolved,50,2025-04-23,2025-06-12
CMP01252,COL1418,Faculty,High,Resolved,14,2023-12-13,2023-12-27
CMP01253,COL1045,Exam,High,Resolved,9,2022-08-03,2022-08-12
CMP01254,COL1242,Internet,Low,Resolved,3,2023-12-28,2023-12-31
CMP01255,COL0285,Transport,High,Resolved,2,2026-01-30,2026-02-01
CMP01256,COL1425,Library,Medium,Resolved,8,2023-05-07,2023-05-15
CMP01257,COL1861,Faculty,High,Resolved,4,2021-06-13,2021-06-17
CMP01258,COL1748,Faculty,Low,In Progress,,2022-05-10,
CMP01259,COL1665,Internet,Low,Resolved,5,2024-05-24,2024-05-29
CMP01260,COL1964,Internet,Low,Resolved,9,2021-07-28,2021-08-06
CMP01261,COL1081,Library,Low,Resolved,7,2022-11-29,2022-12-06
CMP01262,COL1311,Internet,Low,Resolved,3,2024-07-31,2024-08-03
CMP01263,COL1439,Exam,Medium,Resolved,14,2023-02-13,2023-02-27
CMP01264,COL0229,Infrastructure,Medium,Resolved,16,2024-08-27,2024-09-12
CMP01265,COL0801,Exam,High,Resolved,1,2021-12-08,2021-12-09
CMP01266,COL0406,Hostel,High,Resolved,7,2025-10-13,2025-10-20
CMP01267,COL0677,Library,Low,Resolved,9,2021-09-16,2021-09-25
CMP01268,COL0006,Internet,Medium,Resolved,6,2021-03-26,2021-04-01
CMP01269,COL0894,Library,Medium,Resolved,9,2023-09-06,2023-09-15
CMP01270,COL0811,Exam,High,Resolved,7,2026-06-12,2026-06-19
CMP01271,COL1228,Transport,Low,Resolved,6,2026-05-11,2026-05-17
CMP01272,COL0804,Exam,Low,Resolved,8,2021-10-31,2021-11-08
CMP01273,COL1815,Infrastructure,Low,Resolved,42,2025-08-21,2025-10-02
CMP01274,COL0059,Faculty,Medium,Resolved,21,2024-04-01,2024-04-22
CMP01275,COL0181,Faculty,High,Resolved,16,2021-07-02,2021-07-18
CMP01276,COL0423,Internet,High,Resolved,3,2024-12-27,2024-12-30
CMP01277,COL0236,Exam,High,Resolved,9,2022-07-10,2022-07-19
CMP01278,COL1973,Exam,Medium,Resolved,2,2026-01-16,2026-01-18
CMP01279,COL0922,Infrastructure,Medium,Resolved,10,2022-03-06,2022-03-16
CMP01280,COL1076,Infrastructure,Medium,Resolved,9,2021-06-13,2021-06-22
CMP01281,COL0204,Hostel,Low,Resolved,21,2024-07-02,2024-07-23
CMP01282,COL1037,Library,Low,Resolved,6,2023-11-02,2023-11-08
CMP01283,COL1766,Internet,Low,Resolved,2,2024-07-11,2024-07-13
CMP01284,COL1622,Faculty,Medium,Resolved,23,2023-03-17,2023-04-09
CMP01285,COL1502,Transport,Medium,Resolved,6,2026-01-07,2026-01-13
CMP01286,COL0962,Infrastructure,Medium,Resolved,38,2025-11-01,2025-12-09
CMP01287,COL0659,Transport,Low,Resolved,2,2023-04-18,2023-04-20
CMP01288,COL1593,Internet,Medium,Resolved,5,2025-01-16,2025-01-21
CMP01289,COL0022,Transport,Medium,Resolved,4,2026-02-16,2026-02-20
CMP01290,COL1308,Library,High,Resolved,4,2022-02-17,2022-02-21
CMP01291,COL0278,Infrastructure,Medium,Resolved,43,2025-09-15,2025-10-28
CMP01292,COL0081,Infrastructure,Low,Pending,,2025-08-04,
CMP01293,COL1103,Exam,High,Resolved,1,2021-11-13,2021-11-14
CMP01294,COL0437,Hostel,High,Pending,,2023-09-10,
CMP01295,COL1297,Library,Low,Resolved,10,2022-09-17,2022-09-27
CMP01296,COL1512,Transport,High,Resolved,1,2023-11-24,2023-11-25
CMP01297,COL0761,Hostel,High,Resolved,11,2023-06-30,2023-07-11
CMP01298,COL1336,Scholarship,Medium,Pending,,2023-01-15,
CMP01299,COL0850,Internet,High,Resolved,3,2021-02-16,2021-02-19
CMP01300,COL0329,Hostel,Low,Resolved,4,2024-06-29,2024-07-03
CMP01301,COL1908,Infrastructure,Low,Resolved,43,2021-09-25,2021-11-07
CMP01302,COL0148,Transport,Low,In Progress,,2024-10-08,
CMP01303,COL0765,Library,High,In Progress,,2022-01-08,
CMP01304,COL0662,Faculty,Medium,Pending,,2024-06-30,
CMP01305,COL0257,Infrastructure,Low,Resolved,57,2022-02-18,2022-04-16
CMP01306,COL1406,Library,Low,Resolved,12,2021-12-28,2022-01-09
CMP01307,COL1305,Hostel,Medium,Resolved,7,2021-12-09,2021-12-16
CMP01308,COL0637,Transport,Low,Resolved,2,2025-12-24,2025-12-26
CMP01309,COL1427,Transport,Low,Resolved,7,2023-02-22,2023-03-01
CMP01310,COL0396,Faculty,High,Escalated,,2024-09-18,
CMP01311,COL1210,Faculty,Low,Resolved,26,2025-11-26,2025-12-22
CMP01312,COL1378,Faculty,Medium,Resolved,25,2025-10-10,2025-11-04
CMP01313,COL1437,Infrastructure,Medium,Resolved,12,2023-08-12,2023-08-24
CMP01314,COL0923,Library,Medium,Resolved,5,2024-09-08,2024-09-13
CMP01315,COL1660,Hostel,Low,Resolved,4,2025-04-30,2025-05-04
CMP01316,COL0046,Exam,Medium,Resolved,8,2025-12-06,2025-12-14
CMP01317,COL1608,Internet,High,Resolved,4,2024-05-05,2024-05-09
CMP01318,COL0638,Transport,Low,Resolved,9,2024-02-14,2024-02-23
CMP01319,COL1095,Faculty,Medium,Resolved,23,2023-02-21,2023-03-16
CMP01320,COL0082,Transport,High,Resolved,1,2022-08-23,2022-08-24
CMP01321,COL0328,Library,Low,Resolved,5,2024-08-13,2024-08-18
CMP01322,COL1073,Internet,High,In Progress,,2025-07-05,
CMP01323,COL1512,Scholarship,Medium,In Progress,,2024-11-11,
CMP01324,COL1005,Internet,Medium,Resolved,3,2025-03-07,2025-03-10
CMP01325,COL1991,Transport,High,Resolved,1,2022-09-03,2022-09-04
CMP01326,COL1163,Faculty,Medium,Pending,,2022-01-20,
CMP01327,COL0933,Faculty,High,Pending,,2025-10-05,
CMP01328,COL0489,Scholarship,High,Resolved,25,2021-04-06,2021-05-01
CMP01329,COL0486,Internet,Low,Resolved,3,2024-09-25,2024-09-28
CMP01330,COL1674,Infrastructure,High,Resolved,5,2021-03-14,2021-03-19
CMP01331,COL0608,Internet,Low,Resolved,3,2021-04-21,2021-04-24
CMP01332,COL0691,Scholarship,Medium,Resolved,44,2021-09-07,2021-10-21
CMP01333,COL1095,Internet,Medium,Resolved,7,2022-05-28,2022-06-04
CMP01334,COL1404,Library,Medium,Pending,,2021-10-07,
CMP01335,COL0843,Faculty,High,Escalated,,2024-03-13,
CMP01336,COL1262,Transport,Medium,Resolved,4,2021-04-19,2021-04-23
CMP01337,COL0921,Transport,Medium,Resolved,8,2024-05-28,2024-06-05
CMP01338,COL1025,Internet,Medium,Resolved,5,2023-03-26,2023-03-31
CMP01339,COL0281,Internet,Low,Escalated,,2024-01-13,
CMP01340,COL1532,Transport,Medium,Resolved,13,2024-04-07,2024-04-20
CMP01341,COL1541,Library,Low,Resolved,3,2022-05-13,2022-05-16
CMP01342,COL1190,Exam,Low,Resolved,11,2024-12-09,2024-12-20
CMP01343,COL1396,Faculty,Medium,Resolved,20,2024-04-03,2024-04-23
CMP01344,COL1163,Transport,Medium,Resolved,6,2023-03-25,2023-03-31
CMP01345,COL1749,Exam,Medium,Resolved,8,2023-07-12,2023-07-20
CMP01346,COL0207,Transport,Medium,Resolved,14,2025-10-20,2025-11-03
CMP01347,COL1737,Infrastructure,Low,In Progress,,2023-01-31,
CMP01348,COL1485,Infrastructure,Medium,Resolved,5,2024-06-09,2024-06-14
CMP01349,COL1233,Faculty,Low,Escalated,,2023-12-07,
CMP01350,COL1996,Hostel,Medium,Resolved,13,2022-11-15,2022-11-28
CMP01351,COL0960,Infrastructure,Low,Resolved,53,2025-01-21,2025-03-15
CMP01352,COL0176,Transport,High,Resolved,4,2025-12-28,2026-01-01
CMP01353,COL0498,Scholarship,High,Resolved,30,2022-06-25,2022-07-25
CMP01354,COL1766,Hostel,High,Resolved,4,2024-08-03,2024-08-07
CMP01355,COL0328,Scholarship,High,Resolved,8,2026-07-03,2026-07-11
CMP01356,COL0165,Library,Low,Pending,,2022-03-02,
CMP01357,COL1968,Scholarship,Low,Resolved,73,2021-06-21,2021-09-02
CMP01358,COL1693,Infrastructure,High,Resolved,21,2021-04-02,2021-04-23
CMP01359,COL0441,Faculty,Medium,Resolved,3,2022-02-19,2022-02-22
CMP01360,COL1594,Infrastructure,Medium,Resolved,15,2023-09-01,2023-09-16
CMP01361,COL0426,Exam,High,Resolved,7,2025-08-02,2025-08-09
CMP01362,COL0570,Infrastructure,Medium,Resolved,22,2021-10-23,2021-11-14
CMP01363,COL0294,Transport,Medium,Resolved,7,2023-05-22,2023-05-29
CMP01364,COL1264,Faculty,Low,Resolved,17,2026-02-20,2026-03-09
CMP01365,COL1250,Faculty,Medium,Resolved,27,2025-09-24,2025-10-21
CMP01366,COL0924,Transport,Low,In Progress,,2026-01-14,
CMP01367,COL0691,Internet,High,Resolved,1,2025-03-03,2025-03-04
CMP01368,COL1785,Scholarship,Medium,Resolved,37,2026-03-02,2026-04-08
CMP01369,COL1065,Internet,High,In Progress,,2024-06-26,
CMP01370,COL0867,Exam,Low,Resolved,16,2025-08-31,2025-09-16
CMP01371,COL1453,Faculty,Low,Resolved,24,2026-06-01,2026-06-25
CMP01372,COL0026,Scholarship,Medium,Resolved,22,2021-11-11,2021-12-03
CMP01373,COL0414,Infrastructure,High,Resolved,8,2021-10-30,2021-11-07
CMP01374,COL1020,Library,High,Pending,,2025-01-13,
CMP01375,COL0732,Transport,Low,Resolved,16,2026-05-12,2026-05-28
CMP01376,COL0523,Hostel,High,Resolved,2,2023-09-24,2023-09-26
CMP01377,COL1034,Internet,Medium,Resolved,6,2022-05-06,2022-05-12
CMP01378,COL0512,Internet,Low,Resolved,8,2021-02-11,2021-02-19
CMP01379,COL1038,Internet,Medium,Resolved,2,2022-01-09,2022-01-11
CMP01380,COL0302,Faculty,High,Resolved,14,2025-02-25,2025-03-11
CMP01381,COL0193,Exam,High,Resolved,2,2022-01-14,2022-01-16
CMP01382,COL0176,Internet,High,Resolved,3,2021-07-12,2021-07-15
CMP01383,COL1170,Transport,Low,Resolved,13,2025-09-27,2025-10-10
CMP01384,COL1847,Transport,Medium,Resolved,4,2025-05-08,2025-05-12
CMP01385,COL0168,Hostel,High,Resolved,10,2021-05-20,2021-05-30
CMP01386,COL1507,Faculty,High,Resolved,4,2025-10-11,2025-10-15
CMP01387,COL0583,Exam,Medium,Resolved,11,2025-07-24,2025-08-04
CMP01388,COL0138,Faculty,High,Resolved,5,2024-10-11,2024-10-16
CMP01389,COL0504,Scholarship,High,Resolved,12,2024-03-05,2024-03-17
CMP01390,COL0062,Faculty,Medium,Resolved,11,2025-07-13,2025-07-24
CMP01391,COL0431,Scholarship,Medium,Resolved,46,2023-11-29,2024-01-14
CMP01392,COL0714,Infrastructure,Low,Resolved,43,2022-10-08,2022-11-20
CMP01393,COL0584,Transport,Medium,Escalated,,2026-01-06,
CMP01394,COL1188,Faculty,Medium,Pending,,2025-03-17,
CMP01395,COL1958,Transport,Medium,Resolved,11,2023-07-21,2023-08-01
CMP01396,COL1704,Internet,Medium,Resolved,1,2022-08-30,2022-08-31
CMP01397,COL1394,Scholarship,Medium,Resolved,57,2022-11-16,2023-01-12
CMP01398,COL1211,Library,Low,Resolved,5,2025-11-07,2025-11-12
CMP01399,COL0822,Faculty,Medium,Resolved,26,2022-05-07,2022-06-02
CMP01400,COL1456,Scholarship,Medium,Resolved,15,2021-07-29,2021-08-13
CMP01401,COL0764,Infrastructure,Low,Resolved,23,2026-02-19,2026-03-14
CMP01402,COL0386,Exam,Medium,Resolved,5,2021-12-06,2021-12-11
CMP01403,COL1765,Transport,High,Resolved,7,2021-02-14,2021-02-21
CMP01404,COL1265,Scholarship,Low,Resolved,38,2021-09-14,2021-10-22
CMP01405,COL0933,Exam,Medium,Resolved,15,2023-06-01,2023-06-16
CMP01406,COL1908,Exam,Medium,Resolved,3,2021-05-02,2021-05-05
CMP01407,COL1892,Infrastructure,High,In Progress,,2021-04-13,
CMP01408,COL1138,Scholarship,Medium,Resolved,25,2021-12-23,2022-01-17
CMP01409,COL0013,Infrastructure,Medium,Pending,,2022-07-06,
CMP01410,COL1123,Internet,Low,Resolved,8,2024-06-10,2024-06-18
CMP01411,COL0887,Infrastructure,Medium,Resolved,25,2022-03-07,2022-04-01
CMP01412,COL0685,Scholarship,High,In Progress,,2024-12-13,
CMP01413,COL1239,Faculty,High,Resolved,9,2025-11-21,2025-11-30
CMP01414,COL1578,Infrastructure,Low,Resolved,13,2021-03-19,2021-04-01
CMP01415,COL0594,Scholarship,Medium,Resolved,36,2026-04-15,2026-05-21
CMP01416,COL0813,Internet,Medium,Pending,,2026-02-15,
CMP01417,COL1063,Scholarship,High,Resolved,10,2025-06-08,2025-06-18
CMP01418,COL1526,Transport,Low,Resolved,13,2022-11-07,2022-11-20
CMP01419,COL0901,Scholarship,Low,Resolved,33,2023-03-12,2023-04-14
CMP01420,COL1450,Faculty,Low,Resolved,6,2024-03-25,2024-03-31
CMP01421,COL0825,Library,High,Pending,,2026-07-26,
CMP01422,COL1518,Hostel,Low,Resolved,5,2023-02-09,2023-02-14
CMP01423,COL1224,Exam,High,Resolved,5,2024-10-19,2024-10-24
CMP01424,COL1134,Library,Medium,Resolved,6,2024-10-05,2024-10-11
CMP01425,COL0100,Library,High,Resolved,1,2025-05-09,2025-05-10
CMP01426,COL1484,Faculty,Low,Resolved,15,2025-08-19,2025-09-03
CMP01427,COL0870,Exam,Low,Resolved,9,2024-01-30,2024-02-08
CMP01428,COL0782,Faculty,High,Resolved,10,2025-09-12,2025-09-22
CMP01429,COL0509,Faculty,Low,Resolved,30,2022-02-09,2022-03-11
CMP01430,COL0627,Transport,Low,Resolved,12,2023-11-16,2023-11-28
CMP01431,COL0242,Exam,High,Resolved,7,2025-07-10,2025-07-17
CMP01432,COL0464,Exam,High,Resolved,5,2026-03-08,2026-03-13
CMP01433,COL1422,Exam,High,Escalated,,2021-02-12,
CMP01434,COL1803,Transport,Low,In Progress,,2025-05-01,
CMP01435,COL1767,Scholarship,High,Pending,,2021-05-28,
CMP01436,COL0512,Faculty,Low,Pending,,2025-10-22,
CMP01437,COL0374,Infrastructure,Low,Resolved,48,2023-04-24,2023-06-11
CMP01438,COL0219,Library,Low,Resolved,11,2021-02-26,2021-03-09
CMP01439,COL1571,Scholarship,High,Resolved,27,2026-01-04,2026-01-31
CMP01440,COL0780,Faculty,Medium,Resolved,18,2021-03-29,2021-04-16
CMP01441,COL0351,Faculty,High,Resolved,8,2024-04-18,2024-04-26
CMP01442,COL0230,Transport,Low,Resolved,10,2024-04-01,2024-04-11
CMP01443,COL1321,Scholarship,Low,Pending,,2023-01-12,
CMP01444,COL0106,Infrastructure,Low,Resolved,23,2024-04-03,2024-04-26
CMP01445,COL1286,Exam,High,Resolved,1,2026-02-03,2026-02-04
CMP01446,COL1807,Exam,High,Resolved,7,2025-11-23,2025-11-30
CMP01447,COL1137,Faculty,Low,Resolved,5,2024-12-10,2024-12-15
CMP01448,COL1204,Hostel,Low,Resolved,11,2025-12-20,2025-12-31
CMP01449,COL1094,Internet,Low,Resolved,2,2023-04-27,2023-04-29
CMP01450,COL1275,Scholarship,High,Resolved,14,2021-10-12,2021-10-26
CMP01451,COL1475,Transport,Low,Resolved,3,2023-07-16,2023-07-19
CMP01452,COL0626,Scholarship,Medium,Pending,,2025-05-19,
CMP01453,COL0552,Faculty,Medium,Resolved,5,2025-10-16,2025-10-21
CMP01454,COL1168,Transport,Low,Pending,,2022-06-16,
CMP01455,COL1155,Transport,High,Resolved,7,2025-04-08,2025-04-15
CMP01456,COL1349,Transport,Medium,Resolved,7,2021-12-08,2021-12-15
CMP01457,COL0578,Faculty,High,Resolved,10,2024-06-17,2024-06-27
CMP01458,COL0376,Library,Low,In Progress,,2025-09-13,
CMP01459,COL1141,Transport,Low,Resolved,17,2022-11-28,2022-12-15
