exam_id,student_id,semester,subject,marks,grade,result,exam_year,attempt
EXM010316,STU005415,2,Educational Technology,18,F,Fail,2026,1
EXM010317,STU065244,2,Business Economics,82,A+,Pass,2025,1
EXM010318,STU088440,1,History,80,A+,Pass,2026,1
EXM010319,STU017140,3,Theory of Computation,40,D,Pass,2026,2
EXM010320,STU019931,3,Chemistry,71,A,Pass,2026,1
EXM010321,STU075214,2,Mathematics,87,A+,Pass,2025,1
EXM010322,STU066043,1,Banking & Insurance,48,C,Pass,2026,1
EXM010323,STU022339,1,Economics,68,B+,Pass,2025,1
EXM010324,STU092247,1,Financial Accounting,78,A,Pass,2026,2
EXM010325,STU062251,1,Community Health Nursing,65,B+,Pass,2026,3
EXM010326,STU023216,1,Financial Accounting,31,F,Fail,2026,3
EXM010327,STU049181,1,Mathematics,38,F,Fail,2026,3
EXM010328,STU011937,3,History,85,A+,Pass,2026,1
EXM010329,STU009236,2,Physics,69,B+,Pass,2026,1
EXM010330,STU012124,2,Physics,40,D,Pass,2025,1
EXM010331,STU085917,4,English Literature,59,B,Pass,2025,1
EXM010332,STU082168,1,Psychology,46,C,Pass,2026,1
EXM010333,STU089725,1,Mathematics,49,C,Pass,2026,1
EXM010334,STU019245,1,Business Law,49,C,Pass,2026,1
EXM010335,STU020199,2,Economics,77,A,Pass,2026,1
EXM010336,STU074479,2,Business Economics,41,D,Pass,2026,1
EXM010337,STU080563,1,Biotechnology,60,B+,Pass,2026,1
EXM010338,STU008170,2,Banking & Insurance,67,B+,Pass,2025,1
EXM010339,STU022772,2,Zoology,72,A,Pass,2025,1
EXM010340,STU093595,2,Educational Technology,74,A,Pass,2026,1
EXM010341,STU086433,1,Marathi Literature,26,F,Fail,2026,2
EXM010342,STU017890,4,Zoology,45,C,Pass,2026,1
EXM010343,STU032042,1,Family Law,45,C,Pass,2026,1
EXM010344,STU003159,1,Political Science,50,B,Pass,2024,1
EXM010345,STU058376,1,English Literature,56,B,Pass,2025,1
EXM010346,STU043025,2,Engineering Chemistry,36,F,Fail,2026,1
EXM010347,STU084493,2,Political Science,88,A+,Pass,2026,1
EXM010348,STU066934,4,Income Tax Law,47,C,Pass,2026,1
EXM010349,STU070672,1,Strength of Materials,40,D,Pass,2026,1
EXM010350,STU021768,2,Botany,74,A,Pass,2025,1
EXM010351,STU023632,2,Botany,78,A,Pass,2025,1
EXM010352,STU040975,4,Control Systems,36,F,Fail,2026,1
EXM010353,STU041389,1,Basic Electrical Engineering,74,A,Pass,2026,2
EXM010354,STU020762,2,Economics,80,A+,Pass,2026,1
EXM010355,STU049502,4,Control Systems,66,B+,Pass,2025,1
EXM010356,STU000496,2,Environmental Science,53,B,Pass,2025,1
EXM010357,STU024129,1,Environmental Science,68,B+,Pass,2026,1
EXM010358,STU072951,4,Database Management Systems,56,B,Pass,2026,1
EXM010359,STU002872,1,Cost Accounting,36,F,Fail,2026,1
EXM010360,STU038453,1,Physics,41,D,Pass,2025,1
EXM010361,STU086501,1,Botany,65,B+,Pass,2026,1
EXM010362,STU071779,1,History,58,B,Pass,2026,1
EXM010363,STU050540,1,Zoology,43,D,Pass,2025,1
EXM010364,STU036563,1,Business Law,65,B+,Pass,2025,1
EXM010365,STU072240,5,Microprocessors,28,F,Fail,2025,1
EXM010366,STU014375,1,Computer Networks,60,B+,Pass,2026,1
EXM010367,STU031259,1,Chemistry,54,B,Pass,2026,1
EXM010368,STU087701,1,Income Tax Law,51,B,Pass,2025,1
EXM010369,STU051431,1,Sociology,38,F,Fail,2026,1
EXM010370,STU056969,1,Chemistry,55,B,Pass,2026,1
EXM010371,STU064631,1,Sociology,42,D,Pass,2026,1
EXM010372,STU048825,1,History,21,F,Fail,2026,2
EXM010373,STU062807,4,Law of Contracts,68,B+,Pass,2026,1
EXM010374,STU065984,1,Biotechnology,49,C,Pass,2025,1
EXM010375,STU080477,2,Surgery,57,B,Pass,2025,1
EXM010376,STU001210,2,Biotechnology,59,B,Pass,2025,1
EXM010377,STU076752,1,Banking & Insurance,75,A,Pass,2025,1
EXM010378,STU050102,1,Financial Accounting,66,B+,Pass,2026,1
EXM010379,STU018431,1,Marathi Literature,94,O,Pass,2025,1
EXM010380,STU061314,1,Engineering Physics,54,B,Pass,2026,1
EXM010381,STU054427,1,Chemistry,49,C,Pass,2026,1
EXM010382,STU020826,4,Business Statistics,78,A,Pass,2026,1
EXM010383,STU027006,1,Engineering Physics,56,B,Pass,2026,1
EXM010384,STU011769,2,History,80,A+,Pass,2026,1
EXM010385,STU029506,2,Physics,40,D,Pass,2026,1
EXM010386,STU044917,1,Chemistry,70,A,Pass,2026,1
EXM010387,STU078149,2,Environmental Science,42,D,Pass,2025,1
EXM010388,STU072700,1,Agronomy,22,F,Fail,2025,1
EXM010389,STU047405,1,Cost Accounting,62,B+,Pass,2026,1
EXM010390,STU050944,1,English Literature,72,A,Pass,2026,2
EXM010391,STU015451,1,Educational Technology,83,A+,Pass,2026,1
EXM010392,STU077814,2,Sociology,62,B+,Pass,2025,1
EXM010393,STU003381,4,Chemistry,55,B,Pass,2026,2
EXM010394,STU092954,2,Corporate Law,57,B,Pass,2025,1
EXM010395,STU039479,2,Political Science,88,A+,Pass,2025,1
EXM010396,STU051695,1,Cost Accounting,65,B+,Pass,2026,1
EXM010397,STU067399,1,Financial Accounting,54,B,Pass,2026,2
EXM010398,STU042403,1,Pharmacology,56,B,Pass,2026,1
EXM010399,STU015325,1,Marathi Literature,82,A+,Pass,2026,1
EXM010400,STU083740,4,Environmental Science,36,F,Fail,2025,1
EXM010401,STU013916,3,Marathi Literature,33,F,Fail,2026,1
EXM010402,STU000929,1,Marathi Literature,52,B,Pass,2026,1
EXM010403,STU054584,3,Biotechnology,80,A+,Pass,2025,2
EXM010404,STU051013,6,Software Engineering,57,B,Pass,2025,1
EXM010405,STU049083,1,Psychology,46,C,Pass,2026,1
EXM010406,STU017524,1,Workshop Technology,45,C,Pass,2026,1
EXM010407,STU037585,3,History of Architecture,56,B,Pass,2026,1
EXM010408,STU090568,1,History,54,B,Pass,2026,1
EXM010409,STU021538,1,Banking & Insurance,82,A+,Pass,2026,1
EXM010410,STU068176,1,Financial Accounting,69,B+,Pass,2026,1
EXM010411,STU098026,3,Mathematics,49,C,Pass,2026,1
EXM010412,STU048742,3,Political Science,57,B,Pass,2026,1
EXM010413,STU041267,1,Zoology,59,B,Pass,2026,1
EXM010414,STU046809,2,Curriculum Development,45,C,Pass,2025,1
EXM010415,STU081125,2,Database Management Systems,54,B,Pass,2026,1
EXM010416,STU068212,2,Income Tax Law,93,O,Pass,2025,1
EXM010417,STU002964,1,Applied Mathematics,16,F,Fail,2026,2
EXM010418,STU013291,1,Auditing,41,D,Pass,2024,2
EXM010419,STU000363,1,Database Management Systems,74,A,Pass,2025,2
EXM010420,STU075500,2,Auditing,45,C,Pass,2026,3
EXM010421,STU007802,1,Marathi Literature,56,B,Pass,2026,1
EXM010422,STU086405,2,Zoology,67,B+,Pass,2025,2
EXM010423,STU065331,2,Mathematics,36,F,Fail,2025,2
EXM010424,STU018050,4,Financial Accounting,53,B,Pass,2026,2
EXM010425,STU040160,4,Income Tax Law,53,B,Pass,2026,1
EXM010426,STU031378,1,Control Systems,83,A+,Pass,2026,1
EXM010427,STU066409,1,Pediatrics,72,A,Pass,2025,1
EXM010428,STU061360,5,Control Systems,50,B,Pass,2026,1
EXM010429,STU053172,2,Cost Accounting,91,O,Pass,2025,1
EXM010430,STU075902,1,Business Statistics,37,F,Fail,2026,3
EXM010431,STU038529,1,Fluid Mechanics,73,A,Pass,2026,1
EXM010432,STU057210,1,Business Law,45,C,Pass,2026,1
EXM010433,STU014884,1,Cost Accounting,46,C,Pass,2026,1
EXM010434,STU033559,1,Business Law,63,B+,Pass,2025,1
EXM010435,STU082535,1,Chemistry,48,C,Pass,2026,1
EXM010436,STU044493,3,English Literature,62,B+,Pass,2026,1
EXM010437,STU013465,3,Marathi Literature,61,B+,Pass,2026,1
EXM010438,STU097375,5,Strength of Materials,77,A,Pass,2025,1
EXM010439,STU028965,1,Machine Drawing,85,A+,Pass,2026,1
EXM010440,STU001155,2,Financial Accounting,75,A,Pass,2025,1
EXM010441,STU055846,2,Microprocessors,75,A,Pass,2025,1
EXM010442,STU087348,1,Sociology,67,B+,Pass,2026,1
EXM010443,STU007340,2,English Literature,50,B,Pass,2026,1
EXM010444,STU018487,1,Workshop Technology,47,C,Pass,2025,1
EXM010445,STU078317,1,Pharmaceutical Chemistry,50,B,Pass,2026,2
EXM010446,STU049345,2,Botany,42,D,Pass,2026,1
EXM010447,STU014355,3,Database Management Systems,94,O,Pass,2026,3
EXM010448,STU031425,2,Mathematics,53,B,Pass,2025,1
EXM010449,STU001688,1,Psychology,46,C,Pass,2026,1
EXM010450,STU047652,3,Object Oriented Programming,56,B,Pass,2026,1
EXM010451,STU012898,1,Auditing,58,B,Pass,2026,1
EXM010452,STU058251,1,History,27,F,Fail,2026,1
EXM010453,STU024058,1,Business Law,59,B,Pass,2026,1
EXM010454,STU002233,1,English Literature,70,A,Pass,2025,1
EXM010455,STU051969,4,English Literature,54,B,Pass,2026,1
EXM010456,STU018952,2,Engineering Physics,57,B,Pass,2026,1
EXM010457,STU008281,1,Psychology,66,B+,Pass,2025,1
EXM010458,STU028671,1,Business Law,65,B+,Pass,2026,1
EXM010459,STU060733,3,Applied Physics,67,B+,Pass,2025,2
EXM010460,STU040406,1,Pharmacognosy,86,A+,Pass,2025,2
EXM010461,STU037563,1,Family Law,37,F,Fail,2026,3
EXM010462,STU020549,1,Design of Machine Elements,78,A,Pass,2026,1
EXM010463,STU044155,2,Zoology,33,F,Fail,2026,1
EXM010464,STU081121,3,Computer Networks,34,F,Fail,2026,2
EXM010465,STU022244,2,Data Structures,56,B,Pass,2024,1
EXM010466,STU091416,1,Botany,51,B,Pass,2026,2
EXM010467,STU027842,1,Financial Accounting,57,B,Pass,2026,1
EXM010468,STU081841,5,Design of Machine Elements,74,A,Pass,2026,1
EXM010469,STU084930,2,Workshop Technology,52,B,Pass,2024,1
EXM010470,STU076940,1,Psychology,63,B+,Pass,2024,1
EXM010471,STU069782,4,Design of Machine Elements,56,B,Pass,2026,1
EXM010472,STU020125,3,Organizational Behaviour,44,D,Pass,2026,2
EXM010473,STU005000,1,Financial Accounting,55,B,Pass,2026,1
EXM010474,STU075529,1,Economics,65,B+,Pass,2026,1
EXM010475,STU094413,5,Database Management Systems,66,B+,Pass,2026,1
EXM010476,STU089742,4,Physics,55,B,Pass,2026,1
EXM010477,STU019623,1,Surveying,92,O,Pass,2026,1
EXM010478,STU045975,2,Design of Machine Elements,42,D,Pass,2026,2
EXM010479,STU017643,1,English Literature,40,D,Pass,2025,2
EXM010480,STU057667,1,Strength of Materials,53,B,Pass,2025,1
EXM010481,STU035669,1,Income Tax Law,45,C,Pass,2026,1
EXM010482,STU001138,1,Psychology,57,B,Pass,2025,1
EXM010483,STU074036,3,Strength of Materials,71,A,Pass,2026,1
EXM010484,STU003111,2,Banking & Insurance,51,B,Pass,2024,1
EXM010485,STU089385,1,Control Systems,57,B,Pass,2026,2
EXM010486,STU091924,1,Design of Machine Elements,53,B,Pass,2026,1
EXM010487,STU006949,2,Machine Drawing,40,D,Pass,2026,1
EXM010488,STU008502,5,Surveying,20,F,Fail,2026,2
EXM010489,STU019387,1,Control Systems,78,A,Pass,2025,1
EXM010490,STU074084,4,Environmental Science,43,D,Pass,2026,1
EXM010491,STU021604,1,Cost Accounting,85,A+,Pass,2026,1
EXM010492,STU059147,1,Basic Electrical Engineering,45,C,Pass,2026,2
EXM010493,STU019402,1,Data Structures,76,A,Pass,2026,1
EXM010494,STU038423,4,Basic Electrical Engineering,46,C,Pass,2025,1
EXM010495,STU005999,2,Physics,44,D,Pass,2024,2
EXM010496,STU020212,2,Physics,67,B+,Pass,2025,2
EXM010497,STU001665,2,Financial Accounting,80,A+,Pass,2026,1
EXM010498,STU093723,3,Marathi Literature,52,B,Pass,2025,1
EXM010499,STU046932,5,Zoology,66,B+,Pass,2026,1
EXM010500,STU095477,1,History,41,D,Pass,2025,2
EXM010501,STU067489,1,Chemistry,62,B+,Pass,2026,1
EXM010502,STU094648,3,Fluid Mechanics,72,A,Pass,2024,1
EXM010503,STU085510,1,Business Economics,58,B,Pass,2025,1
EXM010504,STU064015,1,Auditing,66,B+,Pass,2026,1
EXM010505,STU069003,1,Income Tax Law,41,D,Pass,2026,1
EXM010506,STU060136,1,Environmental Science,72,A,Pass,2026,1
EXM010507,STU003109,4,Business Law,54,B,Pass,2026,1
EXM010508,STU070739,3,Theory of Computation,47,C,Pass,2026,1
EXM010509,STU063008,3,Law of Contracts,68,B+,Pass,2023,1
EXM010510,STU031788,1,Business Analytics,73,A,Pass,2025,1
EXM010511,STU078167,3,Income Tax Law,54,B,Pass,2026,1
EXM010512,STU083029,1,Hospital Pharmacy,54,B,Pass,2026,1
EXM010513,STU080825,4,Business Analytics,74,A,Pass,2026,1
EXM010514,STU069626,1,Plant Pathology,48,C,Pass,2025,1
EXM010515,STU048567,2,Thermodynamics,48,C,Pass,2026,1
EXM010516,STU036382,2,Marathi Literature,75,A,Pass,2026,1
EXM010517,STU011423,1,Income Tax Law,74,A,Pass,2026,1
EXM010518,STU097029,6,Digital Electronics,90,O,Pass,2025,1
EXM010519,STU073857,2,Microprocessors,39,F,Fail,2026,1
EXM010520,STU074075,1,Fluid Mechanics,45,C,Pass,2023,1
EXM010521,STU077118,4,Mathematics,64,B+,Pass,2026,1
EXM010522,STU061357,1,Engineering Mathematics,76,A,Pass,2025,1
EXM010523,STU070089,1,Sociology,51,B,Pass,2025,1
EXM010524,STU031170,1,Financial Accounting,29,F,Fail,2026,2
EXM010525,STU080234,1,Botany,86,A+,Pass,2026,1
EXM010526,STU049335,2,Chemistry,59,B,Pass,2025,1
EXM010527,STU039948,4,Computer Programming,54,B,Pass,2026,1
EXM010528,STU067113,1,Psychology,74,A,Pass,2026,1
EXM010529,STU057579,2,Control Systems,46,C,Pass,2025,1
EXM010530,STU061839,2,Economics,35,F,Fail,2026,2
EXM010531,STU005418,3,Educational Administration,70,A,Pass,2026,1
EXM010532,STU089685,1,English Literature,54,B,Pass,2026,1
EXM010533,STU030751,1,Business Statistics,42,D,Pass,2026,1
EXM010534,STU056545,1,Economics,44,D,Pass,2026,1
EXM010535,STU033665,1,History,100,O,Pass,2026,1
EXM010536,STU093519,1,History,36,F,Fail,2026,1
EXM010537,STU064367,4,Botany,63,B+,Pass,2026,1
EXM010538,STU098879,5,Business Economics,23,F,Fail,2026,1
EXM010539,STU067012,3,Surveying,89,A+,Pass,2026,1
EXM010540,STU005497,2,Computer Science,78,A,Pass,2025,1
EXM010541,STU030909,2,Engineering Chemistry,72,A,Pass,2026,1
EXM010542,STU059435,2,Environmental Science,64,B+,Pass,2026,1
EXM010543,STU047441,1,Engineering Mathematics,68,B+,Pass,2026,1
EXM010544,STU064729,2,Business Economics,32,F,Fail,2026,3
EXM010545,STU090360,2,Auditing,43,D,Pass,2025,1
EXM010546,STU025946,3,Auditing,81,A+,Pass,2025,3
EXM010547,STU042917,2,Auditing,47,C,Pass,2024,1
EXM010548,STU065037,2,Cost Accounting,39,F,Fail,2025,3
EXM010549,STU005738,1,Business Law,50,B,Pass,2025,1
EXM010550,STU069278,2,Business Statistics,35,F,Fail,2025,3
EXM010551,STU052002,5,Chemistry,65,B+,Pass,2026,3
EXM010552,STU056855,2,Biotechnology,67,B+,Pass,2026,1
EXM010553,STU091495,3,History,61,B+,Pass,2026,1
EXM010554,STU032044,2,Criminal Law,58,B,Pass,2026,1
EXM010555,STU026552,1,Mathematics,54,B,Pass,2026,1
EXM010556,STU072655,1,Criminal Law,67,B+,Pass,2026,1
EXM010557,STU067911,1,Business Law,81,A+,Pass,2025,1
EXM010558,STU036893,3,Digital Electronics,39,F,Fail,2026,1
EXM010559,STU002801,3,Marathi Literature,53,B,Pass,2025,1
EXM010560,STU081044,2,Engineering Chemistry,84,A+,Pass,2025,2
EXM010561,STU036556,2,Banking & Insurance,53,B,Pass,2026,1
EXM010562,STU069063,4,Political Science,69,B+,Pass,2026,1
EXM010563,STU054879,1,Machine Drawing,42,D,Pass,2025,1
EXM010564,STU058466,3,English Literature,63,B+,Pass,2026,3
EXM010565,STU031608,1,Applied Physics,50,B,Pass,2026,1
EXM010566,STU074131,2,Workshop Technology,96,O,Pass,2026,1
EXM010567,STU010246,2,Control Systems,55,B,Pass,2024,1
EXM010568,STU070692,2,Database Management Systems,58,B,Pass,2026,1
EXM010569,STU010349,6,Surveying,89,A+,Pass,2026,1
EXM010570,STU035225,3,Control Systems,51,B,Pass,2026,1
EXM010571,STU007779,3,English Literature,56,B,Pass,2025,1
EXM010572,STU009501,1,Marathi Literature,72,A,Pass,2025,1
EXM010573,STU095314,2,Control Systems,79,A,Pass,2025,2
EXM010574,STU013957,1,Financial Accounting,89,A+,Pass,2026,1
EXM010575,STU052285,5,Zoology,76,A,Pass,2026,1
EXM010576,STU080273,1,Anatomy & Physiology,51,B,Pass,2025,1
EXM010577,STU001294,1,Hospital Pharmacy,40,D,Pass,2026,1
EXM010578,STU080015,2,Business Law,75,A,Pass,2025,1
EXM010579,STU075740,1,Control Systems,42,D,Pass,2026,1
EXM010580,STU011295,1,Object Oriented Programming,51,B,Pass,2026,1
EXM010581,STU098862,1,Control Systems,100,O,Pass,2026,1
EXM010582,STU071275,1,Building Construction,73,A,Pass,2026,2
EXM010583,STU096196,1,Marathi Literature,49,C,Pass,2026,1
EXM010584,STU084776,1,History,63,B+,Pass,2026,1
EXM010585,STU038408,2,Workshop Technology,26,F,Fail,2026,1
EXM010586,STU009092,1,History,73,A,Pass,2026,1
EXM010587,STU065216,1,Business Law,73,A,Pass,2026,1
EXM010588,STU081542,2,Fluid Mechanics,55,B,Pass,2025,1
EXM010589,STU031908,3,Physics,65,B+,Pass,2026,1
EXM010590,STU040682,2,Mathematics,57,B,Pass,2025,1
EXM010591,STU069820,1,Computer Networks,81,A+,Pass,2025,1
EXM010592,STU075629,1,Biotechnology,74,A,Pass,2026,1
EXM010593,STU074224,3,Business Law,56,B,Pass,2026,1
EXM010594,STU029207,1,Computer Science,29,F,Fail,2026,2
EXM010595,STU074881,1,Environmental Science,53,B,Pass,2026,1
EXM010596,STU044090,3,Computer Science,34,F,Fail,2026,3
EXM010597,STU092243,1,Sociology,56,B,Pass,2026,2
EXM010598,STU062151,3,Building Construction,67,B+,Pass,2026,1
EXM010599,STU068559,2,Chemistry,62,B+,Pass,2026,1
EXM010600,STU063535,1,Pharmaceutical Chemistry,67,B+,Pass,2026,1
EXM010601,STU036523,1,Income Tax Law,78,A,Pass,2025,1
EXM010602,STU098926,1,Software Engineering,48,C,Pass,2025,1
EXM010603,STU042029,2,Business Law,97,O,Pass,2025,1
EXM010604,STU051138,3,Computer Science,45,C,Pass,2025,1
EXM010605,STU072106,1,Software Engineering,74,A,Pass,2026,1
EXM010606,STU028570,1,Pharmacology,43,D,Pass,2024,1
EXM010607,STU004359,1,Engineering Drawing,71,A,Pass,2026,1
EXM010608,STU052617,1,Thermodynamics,39,F,Fail,2026,1
EXM010609,STU020787,1,Physics,75,A,Pass,2026,1
EXM010610,STU087260,2,Thermodynamics,90,O,Pass,2025,1
EXM010611,STU095095,3,Engineering Mathematics,57,B,Pass,2026,1
EXM010612,STU081765,2,Data Structures,59,B,Pass,2026,1
EXM010613,STU032611,2,Engineering Mathematics,60,B+,Pass,2024,1
EXM010614,STU018894,3,Botany,62,B+,Pass,2026,1
EXM010615,STU090143,5,Design of Machine Elements,49,C,Pass,2025,1
EXM010616,STU032903,1,Medical Surgical Nursing,36,F,Fail,2025,2
EXM010617,STU019338,3,Engineering Mathematics,65,B+,Pass,2026,1
EXM010618,STU043659,1,Mathematics,80,A+,Pass,2026,1
EXM010619,STU085844,1,Cost Accounting,54,B,Pass,2026,1
EXM010620,STU004105,1,Environmental Science,35,F,Fail,2024,1
EXM010621,STU000078,1,Mathematics,83,A+,Pass,2025,1
EXM010622,STU032331,1,Database Management Systems,100,O,Pass,2026,2
EXM010623,STU002584,6,Thermodynamics,79,A,Pass,2026,1
EXM010624,STU036247,2,Auditing,33,F,Fail,2026,1
EXM010625,STU051497,1,History,40,D,Pass,2025,1
EXM010626,STU079500,1,History,100,O,Pass,2026,1
EXM010627,STU062609,4,Computer Science,70,A,Pass,2026,1
EXM010628,STU088882,1,Cost Accounting,91,O,Pass,2026,3
EXM010629,STU083322,2,Microprocessors,78,A,Pass,2025,1
EXM010630,STU076872,1,Marathi Literature,67,B+,Pass,2026,1
EXM010631,STU027139,1,Soil Science,45,C,Pass,2026,1
EXM010632,STU080889,3,Object Oriented Programming,47,C,Pass,2026,1
EXM010633,STU050652,2,English Literature,63,B+,Pass,2025,1
EXM010634,STU087337,2,Cost Accounting,52,B,Pass,2025,2
EXM010635,STU096248,2,Financial Accounting,86,A+,Pass,2026,1
EXM010636,STU046038,4,Computer Networks,56,B,Pass,2025,1
EXM010637,STU054795,2,Income Tax Law,65,B+,Pass,2026,1
EXM010638,STU027551,1,Physics,55,B,Pass,2025,1
EXM010639,STU067323,1,Engineering Physics,54,B,Pass,2026,1
EXM010640,STU073639,1,Sociology,68,B+,Pass,2026,1
EXM010641,STU022882,3,Business Economics,65,B+,Pass,2026,1
EXM010642,STU000521,2,Income Tax Law,64,B+,Pass,2026,1
EXM010643,STU016790,3,English Literature,71,A,Pass,2025,1
EXM010644,STU048628,1,Curriculum Development,46,C,Pass,2026,1
EXM010645,STU028281,1,Income Tax Law,56,B,Pass,2025,1
EXM010646,STU075226,1,Banking & Insurance,97,O,Pass,2026,1
EXM010647,STU002269,1,Economics,52,B,Pass,2026,1
EXM010648,STU085229,3,Banking & Insurance,63,B+,Pass,2026,2
EXM010649,STU061434,2,Control Systems,42,D,Pass,2026,1
EXM010650,STU054354,1,Cost Accounting,61,B+,Pass,2026,1
EXM010651,STU009156,3,English Literature,35,F,Fail,2026,1
EXM010652,STU082460,1,Control Systems,80,A+,Pass,2026,1
EXM010653,STU072621,2,Financial Accounting,78,A,Pass,2026,1
EXM010654,STU023962,5,Applied Mathematics,64,B+,Pass,2026,1
EXM010655,STU050348,5,Political Science,60,B+,Pass,2026,1
EXM010656,STU070114,3,Computer Science,35,F,Fail,2026,1
EXM010657,STU091299,2,Economics,78,A,Pass,2025,1
EXM010658,STU011097,1,Business Economics,34,F,Fail,2026,1
EXM010659,STU095649,1,Cost Accounting,56,B,Pass,2026,1
EXM010660,STU022323,1,Computer Science,62,B+,Pass,2025,1
EXM010661,STU084557,1,Computer Science,73,A,Pass,2026,1
EXM010662,STU074047,1,Design of Machine Elements,51,B,Pass,2025,1
EXM010663,STU030937,1,Engineering Mathematics,48,C,Pass,2026,1
EXM010664,STU072020,2,Operating Systems,59,B,Pass,2026,1
EXM010665,STU057900,2,Political Science,46,C,Pass,2026,1
EXM010666,STU083713,3,Business Law,78,A,Pass,2026,1
EXM010667,STU012255,2,Control Systems,59,B,Pass,2024,2
EXM010668,STU098263,5,Building Construction,63,B+,Pass,2026,1
EXM010669,STU005927,1,Pharmacology,72,A,Pass,2024,1
EXM010670,STU068845,3,Control Systems,25,F,Fail,2026,1
EXM010671,STU057668,2,Machine Drawing,53,B,Pass,2026,1
EXM010672,STU063677,1,Pharmaceutics,74,A,Pass,2026,1
EXM010673,STU038052,1,Thermodynamics,65,B+,Pass,2026,1
EXM010674,STU082527,3,Zoology,46,C,Pass,2026,1
EXM010675,STU066608,1,Banking & Insurance,69,B+,Pass,2025,1
EXM010676,STU027175,5,Electrical Circuits,42,D,Pass,2026,1
EXM010677,STU012682,1,Mathematics,23,F,Fail,2026,3
EXM010678,STU080741,2,Biotechnology,41,D,Pass,2026,1
EXM010679,STU049261,1,Cost Accounting,59,B,Pass,2025,1
EXM010680,STU062577,2,Cost Accounting,48,C,Pass,2025,1
EXM010681,STU037872,3,Auditing,41,D,Pass,2025,2
EXM010682,STU029484,1,Income Tax Law,41,D,Pass,2026,2
EXM010683,STU095154,2,Engineering Mathematics,74,A,Pass,2026,1
EXM010684,STU036816,1,Business Law,63,B+,Pass,2026,2
EXM010685,STU002046,1,Financial Accounting,62,B+,Pass,2026,1
EXM010686,STU066213,3,Physics,42,D,Pass,2025,1
EXM010687,STU095508,3,Cost Accounting,63,B+,Pass,2026,1
EXM010688,STU042001,4,Environmental Science,52,B,Pass,2026,1
EXM010689,STU007412,2,Biotechnology,73,A,Pass,2026,2
EXM010690,STU076682,3,Economics,65,B+,Pass,2026,1
EXM010691,STU083680,1,Surgery,60,B+,Pass,2026,1
EXM010692,STU004882,3,Medicine,56,B,Pass,2026,1
EXM010693,STU026608,2,Biotechnology,63,B+,Pass,2025,1
EXM010694,STU098234,2,Financial Accounting,50,B,Pass,2025,1
EXM010695,STU028888,2,Auditing,45,C,Pass,2026,1
EXM010696,STU003265,2,Business Economics,91,O,Pass,2025,1
EXM010697,STU006440,1,Microprocessors,52,B,Pass,2023,1
EXM010698,STU005096,1,Environmental Science,58,B,Pass,2025,1
EXM010699,STU005976,2,Physics,53,B,Pass,2026,1
EXM010700,STU012410,1,Business Economics,58,B,Pass,2026,1
EXM010701,STU041433,3,Botany,55,B,Pass,2026,1
EXM010702,STU002337,4,Business Analytics,66,B+,Pass,2026,1
EXM010703,STU092166,2,Design of Machine Elements,63,B+,Pass,2026,1
EXM010704,STU074144,2,Computer Programming,51,B,Pass,2025,1
EXM010705,STU080431,1,Banking & Insurance,52,B,Pass,2025,1
EXM010706,STU047478,1,Engineering Physics,56,B,Pass,2026,1
EXM010707,STU092272,2,Chemistry,66,B+,Pass,2025,1
EXM010708,STU017780,4,Zoology,31,F,Fail,2025,1
EXM010709,STU066881,3,Income Tax Law,80,A+,Pass,2026,1
EXM010710,STU036283,3,Zoology,80,A+,Pass,2026,1
EXM010711,STU072410,3,Marathi Literature,78,A,Pass,2026,1
EXM010712,STU078155,1,Economics,65,B+,Pass,2026,1
EXM010713,STU076847,1,Business Economics,77,A,Pass,2025,1
EXM010714,STU022416,2,Business Statistics,64,B+,Pass,2025,1
EXM010715,STU085099,1,Economics,37,F,Fail,2026,1
EXM010716,STU015434,2,Economics,52,B,Pass,2026,1
EXM010717,STU009114,1,Physics,67,B+,Pass,2026,1
EXM010718,STU035979,2,Physics,58,B,Pass,2024,2
EXM010719,STU052983,2,Design of Machine Elements,28,F,Fail,2025,1
EXM010720,STU039380,3,Chemistry,46,C,Pass,2026,1
EXM010721,STU035345,1,Operating Systems,76,A,Pass,2026,1
EXM010722,STU074187,1,Family Law,69,B+,Pass,2026,1
EXM010723,STU018617,1,Business Economics,70,A,Pass,2026,1
EXM010724,STU068321,1,English Literature,96,O,Pass,2026,1
EXM010725,STU007221,4,Mathematics,69,B+,Pass,2026,1
EXM010726,STU072057,1,Structural Analysis,59,B,Pass,2026,1
EXM010727,STU010420,3,Microprocessors,66,B+,Pass,2024,1
EXM010728,STU085141,2,Sociology,68,B+,Pass,2025,1
EXM010729,STU007038,1,Auditing,36,F,Fail,2026,1
EXM010730,STU028679,1,Cost Accounting,72,A,Pass,2026,1
EXM010731,STU083084,1,Structural Analysis,68,B+,Pass,2026,1
EXM010732,STU089071,1,Mathematics,55,B,Pass,2026,1
EXM010733,STU032177,2,Financial Accounting,46,C,Pass,2024,3
EXM010734,STU035663,1,Biotechnology,56,B,Pass,2026,1
EXM010735,STU045592,2,Engineering Physics,58,B,Pass,2026,1
EXM010736,STU022988,2,Corporate Law,60,B+,Pass,2026,1
EXM010737,STU069692,5,Physics,63,B+,Pass,2026,2
EXM010738,STU027812,3,Cost Accounting,53,B,Pass,2026,1
EXM010739,STU066918,2,Sociology,78,A,Pass,2026,1
