college_id,year,student_satisfaction,placement_rate,graduation_rate,dropout_rate,faculty_student_ratio,research_score,infrastructure_score,financial_health_score,overall_state_rank
COL0353,2024,77.9,68.3,79.7,10.0,18,62.1,70.9,69.1,1776
COL0353,2025,72.8,61.6,72.1,11.3,16,54.3,71.8,75.5,1860
COL0354,2021,89.2,76.4,86.6,4.9,12,75.2,81.1,83.0,1048
COL0354,2022,85.6,81.2,99.9,4.8,15,78.6,85.9,86.5,925
COL0354,2023,87.9,81.1,100,6.7,14,77.6,88.4,78.7,1021
COL0354,2024,91.2,83.3,94.4,3.4,12,76.4,87.4,85.6,816
COL0354,2025,85.9,79.8,97.6,4.1,14,80.5,87.3,89.1,1021
COL0355,2021,91.9,93.5,100,1.6,11,100,89.8,93.7,244
COL0355,2022,96.3,90.8,100,2.5,8,100,98.5,90.9,213
COL0355,2023,95.2,89.9,100,1.7,10,100,94.5,93.2,319
COL0355,2024,88.5,95.2,100,3.4,10,100,90.3,94.8,366
COL0355,2025,96.7,98,100,0.9,11,100,94.9,87.5,191
COL0356,2021,94.1,98,100,0.7,9,97.4,100,100,13
COL0356,2022,96.2,87.5,100,2.4,10,92.7,92.6,93.9,476
COL0356,2023,91.2,88.7,100,3.3,12,91.7,89.5,87.2,523
COL0356,2024,97.4,93.2,100,0.3,8,99.6,95.4,93.7,247
COL0356,2025,95.7,91.5,100,2.1,11,94.4,94.7,90.2,425
COL0357,2021,84.0,82.9,94.3,5.7,14,90.7,84.8,84.4,914
COL0357,2022,86.2,82.3,96.6,8.1,14,92.4,83.8,82.7,953
COL0357,2023,86.2,82.4,94.7,5.2,11,88.7,87.3,82.9,944
COL0357,2024,86.5,90.1,100,5.8,11,96.7,88.7,89.7,643
COL0357,2025,84.3,82.9,97.1,5.9,12,91.3,81.8,85.0,1001
COL0358,2021,89.9,89.6,100,4.6,11,100,87.4,96.6,427
COL0358,2022,88.9,87.9,100,3.5,11,95.7,90.7,95.1,559
COL0358,2023,90.8,89.6,100,3.8,10,100,89.4,92.7,417
COL0358,2024,92.1,93.0,100,4.7,13,100,88.3,95.4,438
COL0358,2025,96.9,95.2,100,3.1,10,100,93.4,92.0,409
COL0359,2021,85.1,77.1,86.2,7.7,13,79.5,81.4,91.0,1176
COL0359,2022,88.1,77.9,98.0,7.3,13,76.7,86.0,79.7,1203
COL0359,2023,86.5,76.7,88.6,4.8,12,77.7,84.6,88.9,1069
COL0359,2024,88.9,82.2,100,3.4,13,84.4,86.0,82.3,809
COL0359,2025,88.1,83.9,95.8,5.5,13,81.6,90.1,90.7,922
COL0360,2021,90.6,88.3,100,4.3,12,90.5,94.0,95.5,543
COL0360,2022,86.2,81.5,97.8,5.9,13,82.3,84.4,85.6,950
COL0360,2023,92.0,93.2,100,2.4,11,90.1,93.5,93.5,444
COL0360,2024,91.4,89.6,100,3.6,13,85.5,87.5,94.0,659
COL0360,2025,92.9,89.3,100,2.3,12,82.4,92.4,89.7,651
COL0361,2021,87.6,86.3,100,2.8,10,93.2,88.7,93.3,481
COL0361,2022,86.9,87.1,100,4.5,10,94.8,88.7,86.7,657
COL0361,2023,87.0,86.4,100,5.5,12,92.9,85.2,90.8,810
COL0361,2024,92.6,82.2,100,2.7,12,90.3,86.7,83.4,653
COL0361,2025,88.6,90.3,100,5.4,12,98.1,92.9,88.0,635
COL0362,2021,79.2,72.8,85.2,11.1,17,65.2,76.7,75.1,1645
COL0362,2022,81.8,64.1,74.4,9.9,16,56.7,73.4,76.6,1727
COL0362,2023,79.1,71.1,88.9,8.8,14,65.4,78.2,72.3,1570
COL0362,2024,83.4,75.2,91.1,8.6,16,70.2,77.6,79.2,1486
COL0362,2025,77.5,62.5,80.1,9.4,15,63.2,73.0,74.6,1725
COL0363,2021,86.9,78.3,95.2,5.3,16,75.9,83.1,83.2,1010
COL0363,2022,88.1,73.4,85.9,6.7,14,70.6,82.1,76.5,1290
COL0363,2023,84.0,71.8,89.3,8.0,13,73.6,78.6,85.2,1323
COL0363,2024,81.1,71.5,87.2,7.4,14,66.5,83.2,82.5,1392
COL0363,2025,85.7,83.5,100,7.4,15,77.0,84.3,85.8,1107
COL0364,2021,97.6,90.4,100,0.3,8,100,91.2,99.6,212
COL0364,2022,97.6,98,100,1.2,8,100,100,90.9,78
COL0364,2023,97.2,89.8,100,2.6,8,100,92.1,94.4,376
COL0364,2024,91.7,92.2,100,3.6,8,100,93.2,95.3,358
COL0364,2025,95.8,98,100,1.9,9,100,99.4,100,102
COL0365,2021,86.8,81.5,93.5,3.9,12,98.5,85.1,81.2,788
COL0365,2022,87.3,84.9,98.8,5.2,11,92.8,90.0,91.4,726
COL0365,2023,84.3,80.9,98.8,5.2,13,91.9,81.1,89.9,914
COL0365,2024,87.1,83.2,100,5.7,12,94.3,90.9,86.0,834
COL0365,2025,86.9,80.4,97.0,7.4,12,84.6,80.6,84.6,1131
COL0366,2021,94.1,98,100,1.4,9,100,93.0,96.3,152
COL0366,2022,95.1,95.2,100,1.7,8,100,99.5,97.1,156
COL0366,2023,96.9,90.0,100,2.7,11,98.9,94.3,98.2,386
COL0366,2024,99.9,94.3,100,0,8,99.8,100,94.2,143
COL0366,2025,98.5,93.7,100,0,10,100,95.7,100,72
COL0367,2021,77.5,70.1,83.4,9.3,17,59.1,78.4,71.4,1691
COL0367,2022,75.4,61.8,75.1,10.3,17,53.2,73.3,76.6,1825
COL0367,2023,76.7,66.7,78.4,11.6,16,56.1,76.6,78.6,1797
COL0367,2024,79.6,71.4,80.6,9.1,17,62.3,75.6,69.0,1656
COL0367,2025,84.8,74.3,93.2,7.7,16,65.0,81.6,82.8,1423
COL0368,2021,80.0,68.7,86.6,8.0,16,72.9,75.0,82.3,1456
COL0368,2022,80.7,73.2,86.1,9.4,16,73.7,77.4,75.2,1501
COL0368,2023,89.0,81.2,96.0,4.2,15,72.8,86.5,85.3,1045
COL0368,2024,86.3,72.9,85.4,5.8,15,79.1,80.4,84.1,1206
COL0368,2025,84.5,82.5,99.9,5.8,12,74.2,86.8,89.1,1106
COL0369,2021,85.7,83.2,99.2,6.7,15,81.1,84.8,84.0,1078
COL0369,2022,85.7,80.1,90.3,6.1,14,89.1,80.0,78.1,1129
COL0369,2023,89.4,82.9,100,5.8,13,84.9,85.4,87.4,897
COL0369,2024,90.9,78.1,93.1,7.5,13,87.6,86.9,78.9,1085
COL0369,2025,86.8,80.5,97.0,8.9,14,90.1,79.4,85.8,1137
COL0370,2021,66.4,56.0,65.4,16.7,19,41.9,63.8,70.5,1994
COL0370,2022,71.5,57.6,67.4,15.0,21,47.7,64.4,60.6,1979
COL0370,2023,71.6,57.5,69.8,13.8,20,45.6,64.2,64.5,1968
COL0370,2024,68.5,50.0,67.2,13.0,20,44.7,63.8,69.9,1979
COL0370,2025,69.1,52.6,60,14.7,19,45.8,64.5,66.4,1987
COL0371,2021,99.2,93.1,100,0.1,8,100,97.1,100,39
COL0371,2022,91.4,92.4,100,3.3,8,100,92.1,95.0,403
COL0371,2023,94.9,98,100,0,8,100,92.7,95.2,119
COL0371,2024,99.1,96.2,100,0,10,100,94.5,92.2,149
COL0371,2025,94.6,92.3,100,2.2,10,100,96.3,91.4,360
COL0372,2021,90.0,85.2,100,6.0,11,91.8,85.2,82.3,845
COL0372,2022,87.9,88.2,100,6.2,14,93.0,86.0,86.8,800
COL0372,2023,86.2,84.9,100,6.9,15,90.2,79.3,80.1,959
COL0372,2024,89.5,81.3,95.1,6.4,12,85.9,85.4,88.6,1013
COL0372,2025,85.7,81.9,93.1,7.8,11,95.1,81.2,85.4,1010
COL0373,2021,74.5,57.5,72.3,13.1,21,42.1,68.1,63.4,1966
COL0373,2022,70.6,57.0,67.0,13.7,19,50.9,67.9,65.3,1958
COL0373,2023,71.3,53.5,66.2,15.1,21,43.8,66.0,66.1,1990
COL0373,2024,70.5,54.6,64.7,12.5,17,49.2,65.8,64.0,1973
COL0373,2025,71.8,56.9,65.5,11.0,17,51.0,66.4,72.3,1929
COL0374,2021,75.9,75.0,83.8,11.7,15,74.5,72.0,76.6,1630
COL0374,2022,76.5,72.5,88.4,10.4,18,69.2,78.9,73.3,1627
COL0374,2023,77.1,72.7,86.4,9.0,14,71.6,73.2,81.3,1502
COL0374,2024,78.0,71.4,90.1,11.0,18,75.0,71.2,72.1,1594
COL0374,2025,74.4,70.7,81.0,12.7,18,72.3,71.0,76.4,1737
COL0375,2021,84.4,77.3,92.1,9.2,15,74.3,78.0,74.9,1362
COL0375,2022,83.5,77.7,94.4,7.8,14,72.0,80.6,80.8,1318
COL0375,2023,76.2,70.4,84.7,10.5,15,61.5,73.9,74.1,1693
COL0375,2024,83.3,70.9,89.5,8.3,17,67.3,77.5,78.5,1439
COL0375,2025,81.3,76.5,89.9,8.2,14,70.6,78.7,79.0,1497
COL0376,2021,95.3,95.6,100,1.2,11,100,98.2,95.0,78
COL0376,2022,93.4,90.1,100,1.9,10,95.6,98.1,94.8,276
COL0376,2023,96.8,93.8,100,0.1,8,96.0,95.9,93.9,172
COL0376,2024,95.4,98,100,0.7,8,98.7,92.1,95.6,148
COL0376,2025,98.6,89.6,100,1.3,8,92.5,93.2,91.7,398
COL0377,2021,77.4,70.1,81.3,9.0,16,63.2,75.4,79.8,1613
COL0377,2022,78.9,73.3,83.5,8.3,14,62.3,77.7,76.6,1587
COL0377,2023,87.3,76.9,93.0,8.0,13,71.5,82.9,81.7,1256
COL0377,2024,83.6,75.4,93.2,7.0,13,72.7,79.2,75.3,1367
COL0377,2025,84.6,72.7,86.2,8.6,13,71.8,85.0,84.6,1381
COL0378,2021,79.8,62.6,75.8,12.6,19,71.6,69.7,77.1,1762
COL0378,2022,74.0,70.6,82.9,13.0,16,69.3,74.2,70.9,1737
COL0378,2023,77.7,61.7,79.9,10.7,18,57.6,68.2,71.9,1793
COL0378,2024,71.9,57.0,74.7,11.2,18,53.9,69.3,70.5,1896
COL0378,2025,75.5,66.9,78.1,10.7,16,63.9,71.8,65.5,1832
COL0379,2021,91.0,80.9,93.9,2.0,11,79.3,91.4,89.3,718
COL0379,2022,90.7,82.7,100,6.3,12,90.0,87.8,85.4,789
COL0379,2023,89.9,83.9,99.5,5.6,13,90.0,88.4,91.6,812
COL0379,2024,91.8,85.1,100,6.0,12,80.6,89.1,87.4,836
COL0379,2025,90.6,84.4,97.3,2.4,13,88.5,89.8,85.7,694
COL0380,2021,79.2,56.5,70.8,10.3,17,51.3,73.4,66.9,1847
COL0380,2022,71.8,63.0,70.2,14.4,19,48.6,70.0,74.6,1949
COL0380,2023,73.3,62.8,75.4,11.2,19,51.1,71.0,64.0,1922
COL0380,2024,71.7,59.2,74.4,10.9,21,47.2,70.8,75.0,1892
COL0380,2025,70.1,58.5,71.4,11.3,21,50.7,68.7,64.7,1922
COL0381,2021,82.3,74.6,90.4,7.4,16,68.2,78.3,83.0,1324
COL0381,2022,85.3,78.4,93.9,8.6,15,68.8,78.3,75.8,1436
COL0381,2023,86.3,73.6,92.1,5.7,11,73.3,84.2,81.4,1223
COL0381,2024,85.5,83.7,100,5.3,12,77.9,81.5,82.8,1086
COL0381,2025,90.7,76.0,93.6,5.5,15,78.2,86.7,87.7,1118
COL0382,2021,83.6,78.2,88.5,6.5,13,69.0,84.2,82.4,1279
COL0382,2022,82.8,77.9,88.5,5.7,15,76.6,87.4,87.5,1046
COL0382,2023,86.3,77.4,94.3,6.9,16,78.4,80.4,81.0,1210
COL0382,2024,80.7,77.8,98.0,9.6,15,71.7,79.5,83.5,1407
COL0382,2025,88.4,79.0,94.4,6.0,13,80.7,87.3,81.8,1096
COL0383,2021,72.8,65.0,73.6,10.3,20,53.0,71.7,69.5,1823
COL0383,2022,72.9,61.4,78.3,14.3,18,49.8,68.2,71.3,1917
COL0383,2023,71.7,58.4,71.1,13.0,20,58.9,69.7,74.9,1902
COL0383,2024,73.9,62.8,80.3,12.6,19,54.7,74.3,71.6,1865
COL0383,2025,70.6,58.5,77.1,12.4,20,49.7,68.6,65.6,1945
COL0384,2021,81.1,68.4,86.8,11.0,15,68.5,72.9,81.3,1650
COL0384,2022,77.3,63.8,77.9,8.8,16,64.8,75.5,77.3,1625
COL0384,2023,80.1,68.8,87.0,9.5,16,66.7,78.9,73.0,1563
COL0384,2024,83.4,72.1,88.9,8.0,15,65.8,79.3,79.4,1509
COL0384,2025,83.3,67.7,86.4,10.6,14,63.4,75.3,76.0,1657
COL0385,2021,80.8,69.4,78.4,12.4,17,61.1,73.6,67.4,1802
COL0385,2022,79.3,62.6,72.5,9.4,15,56.9,71.0,71.7,1777
COL0385,2023,79.1,65.3,73.1,9.3,18,57.9,71.0,79.2,1753
COL0385,2024,78.3,73.8,81.8,11.3,17,65.2,77.2,69.9,1668
COL0385,2025,76.6,71.7,89.2,10.4,16,65.0,79.1,78.1,1642
COL0386,2021,84.7,75.1,92.9,7.5,16,78.0,80.4,78.3,1301
COL0386,2022,82.2,79.3,91.4,6.1,16,80.5,83.4,75.8,1199
COL0386,2023,84.7,69.6,86.4,8.0,14,76.5,77.2,84.5,1363
COL0386,2024,88.0,73.6,93.4,7.4,13,81.4,82.4,80.9,1228
COL0386,2025,85.4,75.5,91.6,8.5,13,79.9,83.3,79.6,1367
COL0387,2021,82.6,79.8,88.2,8.3,15,82.3,76.7,76.5,1211
COL0387,2022,86.0,78.5,90.0,5.8,15,83.2,82.5,77.5,1124
COL0387,2023,83.9,73.4,89.6,7.5,15,75.3,83.4,79.9,1343
COL0387,2024,84.2,77.6,92.8,8.5,15,83.8,84.9,82.1,1221
COL0387,2025,81.7,78.4,92.2,8.2,15,82.1,77.5,83.1,1343
COL0388,2021,89.3,82.8,94.5,4.9,15,89.0,86.4,76.9,819
COL0388,2022,89.7,78.0,88.4,4.6,12,89.1,83.4,88.3,817
COL0388,2023,85.1,79.2,93.6,6.0,13,85.8,86.8,82.5,1072
COL0388,2024,82.3,83.1,93.5,5.9,15,89.7,80.2,77.6,1137
COL0388,2025,85.4,77.0,90.3,7.6,12,87.6,84.6,78.9,1199
COL0389,2021,77.8,68.9,77.2,11.5,19,62.0,70.9,67.8,1785
COL0389,2022,75.7,64.7,73.4,10.5,19,60.4,75.2,69.8,1787
COL0389,2023,74.1,59.9,77.3,12.7,17,58.9,71.6,73.2,1898
COL0389,2024,76.1,62.4,75.2,10.7,16,61.4,74.2,76.3,1774
COL0389,2025,78.9,64.7,75.7,12.0,18,60.2,69.3,68.2,1841
COL0390,2021,96.7,94.4,100,0,10,100,99.7,89.7,72
COL0390,2022,92.1,92.4,100,2.4,10,100,94.8,96.1,284
COL0390,2023,97.2,91.5,100,2.6,8,100,94.6,97.7,230
COL0390,2024,95.5,98,100,1.0,8,100,93.1,92.6,222
COL0390,2025,93.7,98,100,0.8,10,100,95.0,88.9,145
COL0391,2021,93.2,86.5,100,3.2,13,91.1,90.0,92.6,548
COL0391,2022,91.3,84.6,100,5.4,12,95.7,87.3,86.8,765
COL0391,2023,87.3,83.9,100,6.1,11,90.5,90.5,86.9,832
COL0391,2024,89.6,84.9,97.2,3.6,10,99.4,87.8,92.5,535
COL0391,2025,90.2,88.1,100,2.6,12,95.6,94.3,88.8,558
COL0392,2021,93.8,83.7,96.4,2.7,12,78.0,89.5,87.7,739
COL0392,2022,92.8,83.8,100,3.8,12,79.7,88.1,92.3,698
COL0392,2023,94.8,91.6,100,2.8,9,90.9,93.5,93.8,426
COL0392,2024,91.8,85.4,100,3.8,9,84.7,95.4,88.8,688
COL0392,2025,91.2,84.4,100,4.8,10,89.7,88.5,88.3,823
COL0393,2021,81.9,70.4,89.6,9.7,19,58.1,74.7,74.2,1633
COL0393,2022,79.9,72.6,84.6,11.0,16,63.0,76.8,81.5,1612
COL0393,2023,76.2,72.6,80.7,9.2,14,69.7,74.5,72.9,1596
COL0393,2024,79.1,70.7,87.4,8.6,15,71.2,80.2,82.7,1489
COL0393,2025,79.9,68.3,81.6,7.8,17,61.9,80.9,79.0,1581
COL0394,2021,97.3,98,100,0.4,9,100,100,93.9,89
COL0394,2022,94.0,93.4,100,0,10,100,98.7,99.9,64
COL0394,2023,95.2,92.7,100,0,9,100,99.8,100,10
COL0394,2024,93.9,98,100,0.9,10,100,97.0,92.0,172
COL0394,2025,100,98,100,0,8,100,100,100,1
COL0395,2021,87.7,79.8,97.2,7.9,15,72.7,83.8,83.1,1166
COL0395,2022,85.3,80.5,99.1,6.1,12,78.6,81.8,83.4,1115
COL0395,2023,89.1,75.8,94.1,5.2,16,79.2,85.2,84.1,1058
COL0395,2024,84.5,82.7,100,6.6,12,76.6,82.8,78.4,1193
COL0395,2025,86.6,84.4,100,5.7,14,73.6,89.3,80.0,1070
COL0396,2021,97.0,90.3,100,0.1,8,94.7,91.0,98.8,180
COL0396,2022,98.1,98,100,1.5,8,100,94.7,97.6,93
COL0396,2023,91.8,97.6,100,3.1,8,92.5,93.7,97.6,312
COL0396,2024,98.4,90.1,100,2.6,9,94.3,93.3,92.6,488
COL0396,2025,96.5,98,100,0,8,99.8,100,96.5,6
COL0397,2021,89.7,86.2,95.9,3.5,10,86.0,85.3,85.2,799
COL0397,2022,84.7,85.3,100,4.7,13,82.0,84.5,92.3,874
COL0397,2023,86.7,87.8,100,5.6,9,86.0,89.6,85.1,835
COL0397,2024,94.0,87.6,100,4.9,9,83.6,91.3,89.7,736
COL0397,2025,87.5,89.9,100,2.6,11,90.5,89.5,94.9,658
COL0398,2021,77.4,72.9,89.4,9.4,17,66.3,73.5,80.8,1538
COL0398,2022,76.5,63.5,83.1,9.8,17,62.4,75.1,76.9,1690
COL0398,2023,77.2,68.8,87.3,9.2,15,62.7,76.2,79.7,1589
COL0398,2024,79.0,68.8,77.4,7.8,17,69.0,80.7,80.7,1479
COL0398,2025,81.4,71.0,86.7,10.4,16,63.1,76.0,83.8,1618
COL0399,2021,94.2,90.8,100,1.1,11,86.9,94.4,92.2,349
COL0399,2022,86.9,89.7,100,5.7,10,84.8,91.1,91.8,684
COL0399,2023,93.4,92.0,100,5.0,12,83.1,94.5,93.7,641
COL0399,2024,86.8,85.4,99.1,5.8,12,80.7,85.8,89.1,871
COL0399,2025,85.8,82.4,96.1,6.5,13,86.8,84.0,92.2,959
COL0400,2021,68.9,55.2,63.9,12.4,19,53.5,65.9,72.9,1953
COL0400,2022,73.3,57.2,70.1,14.9,18,42.9,66.8,67.2,1987
COL0400,2023,73.1,49.8,60.3,13.7,21,48.1,61.1,61.1,1989
COL0400,2024,73.9,58.3,71.8,14.1,21,43.0,70.4,68.0,1984
COL0400,2025,69.8,60.2,75.0,14.3,20,46.8,70.4,60.3,1977
COL0401,2021,100,95.6,100,1.0,10,95.1,98.3,100,80
COL0401,2022,90.2,86.5,100,4.6,11,89.8,92.4,98.5,505
COL0401,2023,94.9,94.1,100,4.0,10,88.4,93.4,95.7,509
COL0401,2024,92.4,97.6,100,3.2,10,99.2,93.2,98.7,283
COL0401,2025,98.9,94.2,100,0,8,100,95.6,99.2,48
COL0402,2021,94.8,88.5,100,2.7,10,95.7,87.7,89.4,415
COL0402,2022,93.9,97.6,100,2.8,8,97.9,97.0,97.0,279
COL0402,2023,97.2,95.6,100,1.2,9,95.0,95.8,88.4,354
COL0402,2024,96.7,86.2,97.0,3.8,11,86.7,92.1,90.8,637
COL0402,2025,95.4,97.4,100,1.4,10,100,95.3,97.3,64
COL0403,2021,90.3,82.6,94.8,4.1,12,93.7,83.3,86.1,765
COL0403,2022,86.1,87.4,100,6.6,10,99.9,89.5,82.5,731
COL0403,2023,89.0,84.7,100,4.8,10,94.7,83.4,81.7,820
COL0403,2024,84.7,90.2,100,5.4,14,97.2,85.4,89.3,724
COL0403,2025,92.0,87.2,100,5.5,11,98.1,88.1,82.4,706
COL0404,2021,81.6,77.4,91.9,8.1,17,76.6,79.8,78.5,1299
COL0404,2022,84.9,77.6,87.7,6.7,17,73.5,80.0,83.2,1252
COL0404,2023,80.4,72.7,88.2,7.6,14,82.6,76.2,80.1,1265
COL0404,2024,86.7,81.7,100,9.1,15,83.5,82.8,77.1,1210
COL0404,2025,84.7,77.7,92.6,9.1,13,86.3,79.1,82.9,1273
COL0405,2021,94.1,96.3,100,1.7,9,89.6,97.2,91.2,322
COL0405,2022,97.3,90.2,100,2.1,9,87.5,96.8,89.8,465
COL0405,2023,93.7,88.7,100,4.2,10,89.0,90.7,99.7,618
COL0405,2024,96.3,92.7,100,1.6,8,89.8,97.4,95.0,420
COL0405,2025,96.5,89.0,100,0,9,91.7,95.5,95.2,366
COL0406,2021,85.7,82.6,100,4.6,12,87.5,88.0,79.4,888
COL0406,2022,85.1,78.1,94.7,7.3,14,86.6,86.6,80.5,1025
COL0406,2023,86.1,84.2,96.5,7.2,14,89.6,88.6,89.2,969
COL0406,2024,87.2,80.2,99.1,6.3,11,95.5,81.5,90.8,947
COL0406,2025,83.6,84.5,98.7,4.3,14,85.2,86.9,81.0,879
COL0407,2021,92.6,98,100,0,8,94.2,95.2,100,119
COL0407,2022,99.1,98,100,2.2,8,97.3,95.2,98.9,132
COL0407,2023,98.0,93.2,100,0,8,98.7,99.3,93.0,56
COL0407,2024,98.6,95.2,100,2.9,8,95.9,92.6,91.0,385
COL0407,2025,94.9,91.8,100,1.6,10,99.8,97.5,94.3,200
COL0408,2021,90.4,84.6,100,6.0,11,94.5,92.1,83.5,667
COL0408,2022,90.6,90.0,100,5.7,12,92.9,92.7,84.2,692
COL0408,2023,86.3,83.6,93.0,4.0,13,95.0,83.3,92.6,733
COL0408,2024,92.4,86.7,100,3.8,12,93.8,90.1,85.3,621
COL0408,2025,86.5,93.5,100,5.5,10,99.8,87.3,89.9,648
COL0409,2021,89.5,82.2,99.1,4.4,9,87.7,88.1,84.6,754
COL0409,2022,91.8,91.6,100,4.5,11,84.7,95.1,88.2,593
COL0409,2023,97.3,89.8,100,3.0,10,95.6,98.6,98.7,396
COL0409,2024,92.4,94.2,100,1.3,12,85.8,97.4,88.9,447
COL0409,2025,90.2,86.6,100,3.4,10,89.9,93.8,92.2,700
COL0410,2021,94.2,97.0,100,2.7,12,100,95.3,92.8,255
COL0410,2022,88.9,87.0,99.8,3.7,9,100,94.5,93.0,458
COL0410,2023,95.0,87.1,100,4.6,9,98.6,91.6,87.4,479
COL0410,2024,94.8,89.7,100,2.5,8,100,97.7,91.5,302
COL0410,2025,90.5,92.0,100,2.5,9,98.8,96.2,95.7,322
COL0411,2021,93.7,92.9,100,4.6,10,93.0,87.0,95.6,430
COL0411,2022,94.9,93.8,100,4.8,9,93.1,88.6,88.8,526
COL0411,2023,94.1,91.6,100,2.0,9,87.3,95.3,96.0,478
COL0411,2024,93.0,91.8,100,2.8,8,94.7,98.9,88.5,490
COL0411,2025,91.2,86.9,100,1.7,11,87.8,94.8,87.0,560
COL0412,2021,82.0,71.5,88.2,7.1,13,67.9,80.3,78.6,1416
COL0412,2022,82.2,71.3,82.5,7.7,14,73.5,82.5,83.3,1418
COL0412,2023,79.5,69.4,78.1,7.2,13,66.5,76.4,74.1,1544
COL0412,2024,86.9,80.0,90.7,7.9,13,74.8,77.8,83.1,1343
COL0412,2025,86.0,79.3,94.0,5.9,12,71.7,80.2,80.3,1225
COL0413,2021,80.3,66.2,81.8,10.3,19,65.3,73.4,78.7,1673
COL0413,2022,82.1,64.5,82.8,10.9,18,57.4,78.2,71.9,1697
COL0413,2023,78.8,63.5,75.6,11.3,18,59.9,68.1,67.6,1870
COL0413,2024,75.6,63.1,81.5,12.8,19,51.1,73.6,68.4,1907
COL0413,2025,80.9,65.8,74.2,10.9,19,61.3,79.0,79.6,1690
COL0414,2021,95.5,92.7,100,1.5,10,91.8,95.1,96.6,268
COL0414,2022,93.4,86.1,96.0,3.3,9,87.7,87.5,92.0,571
COL0414,2023,90.8,94.6,100,4.0,12,91.2,96.4,88.0,546
COL0414,2024,92.2,93.4,100,4.7,10,98.8,89.7,97.2,510
COL0414,2025,91.3,98,100,2.3,8,100,93.6,93.3,297
COL0415,2021,85.0,75.8,87.2,9.8,13,70.9,78.9,79.8,1409
COL0415,2022,84.8,74.6,89.3,7.4,16,71.5,76.9,83.2,1291
COL0415,2023,82.7,80.6,100,6.4,16,84.5,85.4,83.1,984
COL0415,2024,83.9,78.5,97.0,7.1,14,84.6,79.1,83.7,1146
COL0415,2025,83.8,73.1,87.9,6.7,14,78.3,80.1,76.6,1297
COL0416,2021,86.6,71.5,89.1,8.1,17,66.1,83.5,76.5,1429
COL0416,2022,82.0,73.6,93.1,7.3,17,61.7,80.4,79.1,1443
COL0416,2023,83.9,74.4,89.9,5.7,15,67.3,82.5,81.6,1258
COL0416,2024,82.5,76.2,91.2,8.6,13,74.1,77.9,80.9,1380
COL0416,2025,81.4,72.0,88.1,7.7,14,67.0,85.5,85.3,1421
COL0417,2021,92.6,95.2,100,2.7,11,100,97.7,95.9,288
COL0417,2022,97.6,95.3,100,0,8,100,92.8,95.8,63
COL0417,2023,94.0,97.7,100,0.6,8,100,95.2,95.1,111
COL0417,2024,97.4,94.8,100,2.9,10,100,96.6,99.6,281
COL0417,2025,95.5,90.6,100,4.3,9,100,91.6,90.8,599
COL0418,2021,79.9,72.4,88.0,9.1,14,80.7,80.1,79.2,1402
COL0418,2022,83.8,77.7,92.8,8.5,15,75.0,80.9,80.7,1300
COL0418,2023,82.2,76.9,85.7,9.4,13,79.9,76.3,80.3,1341
COL0418,2024,83.1,75.8,85.2,6.4,14,81.9,82.9,83.2,1207
COL0418,2025,79.2,77.1,93.1,9.1,16,83.5,80.3,82.6,1365
COL0419,2021,75.1,66.6,76.5,10.2,20,49.8,75.6,71.3,1787
COL0419,2022,78.5,66.8,83.1,12.7,18,59.0,73.5,68.6,1806
COL0419,2023,79.7,70.2,83.7,11.2,18,64.1,77.5,72.9,1717
COL0419,2024,75.9,60.8,75.3,10.4,19,50.7,71.1,70.3,1860
COL0419,2025,79.2,62.5,76.3,10.4,15,59.6,73.7,77.1,1740
COL0420,2021,80.5,66.1,82.1,10.7,14,61.0,79.6,72.1,1648
COL0420,2022,81.2,72.1,88.9,11.4,17,66.8,76.8,74.1,1657
COL0420,2023,73.3,63.5,79.4,10.5,16,57.6,70.1,73.6,1792
COL0420,2024,80.4,62.8,79.2,9.2,15,56.8,78.0,76.0,1707
COL0420,2025,81.8,64.6,75.3,9.4,16,59.1,76.8,68.5,1735
COL0421,2021,91.6,91.2,100,1.0,11,87.4,92.8,92.6,443
COL0421,2022,98.6,94.8,100,1.1,8,95.4,99.1,99.1,202
COL0421,2023,93.4,91.9,100,0.0,9,86.6,97.5,92.9,310
COL0421,2024,90.3,88.8,99.9,3.7,11,97.0,91.0,99.1,513
COL0421,2025,99.3,98,100,0,8,98.7,100,99.5,56
COL0422,2021,72.9,59.8,75.5,12.9,18,60.4,71.7,74.7,1838
COL0422,2022,79.9,63.1,81.7,12.9,17,63.4,69.2,78.0,1827
COL0422,2023,80.9,62.5,70.3,8.8,18,62.0,74.2,74.8,1705
COL0422,2024,75.4,67.0,83.8,10.4,18,68.6,74.9,65.6,1766
COL0422,2025,73.6,58.0,70.1,13.2,19,54.5,71.4,72.3,1905
COL0423,2021,95.0,98,100,3.2,9,99.2,95.0,89.5,239
COL0423,2022,100,97.5,100,0,9,100,100,98.3,32
COL0423,2023,91.2,91.0,100,3.8,9,90.4,91.0,99.3,516
COL0423,2024,94.3,93.6,100,3.2,11,89.0,97.3,90.1,526
COL0423,2025,96.6,90.8,100,0.1,9,100,93.4,93.4,138
COL0424,2021,88.3,84.9,98.1,3.2,11,86.4,91.5,91.6,595
COL0424,2022,89.5,87.7,100,3.9,10,83.5,87.9,93.5,656
COL0424,2023,90.9,86.5,98.5,4.8,13,80.8,89.8,88.8,844
COL0424,2024,90.0,85.3,100.0,2.5,11,84.8,87.6,86.2,777
