college_id,branch,district,year,applications,sanctioned_seats,filled_seats,vacant_seats,cutoff_percentile,placement_rate,graduation_rate,filled_seats_next_year
COL0310,BE Electrical Engineering,Mumbai City,2024,370,120,98,22,94.4,93.0,100.0,99
COL0311,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2021,146,60,47,13,87.27,86.2,100.0,48
COL0311,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2022,147,60,48,12,86.66,84.1,100.0,49
COL0311,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2023,156,60,49,11,89.1,81.4,93.8,49
COL0311,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2024,165,60,49,11,89.53,84.6,100.0,47
COL0312,BA English,Chhatrapati Sambhajinagar,2021,392,100,94,6,62.3,96.3,100.0,89
COL0312,BA English,Chhatrapati Sambhajinagar,2022,390,100,89,11,62.28,94.9,100.0,91
COL0312,BA English,Chhatrapati Sambhajinagar,2023,389,100,91,9,63.71,94.2,100.0,118
COL0312,BA English,Chhatrapati Sambhajinagar,2024,531,120,118,2,60.78,94.5,100.0,109
COL0313,BSc Physics,Nashik,2021,463,200,150,50,63.1,93.4,100.0,147
COL0313,BSc Physics,Nashik,2022,493,200,147,53,59.99,86.9,100.0,174
COL0313,BSc Physics,Nashik,2023,595,220,174,46,61.19,94.0,100.0,151
COL0313,BSc Physics,Nashik,2024,522,180,151,29,62.88,98.0,100.0,179
COL0314,B.Sc Nursing,Nagpur,2021,101,50,35,15,61.75,81.1,92.4,39
COL0314,B.Sc Nursing,Nagpur,2022,122,50,39,11,62.99,75.1,91.3,38
COL0314,B.Sc Nursing,Nagpur,2023,124,50,38,12,62.66,82.6,95.0,38
COL0314,B.Sc Nursing,Nagpur,2024,120,50,38,12,64.07,83.8,100.0,38
COL0315,BSc Mathematics,Sindhudurg,2021,371,100,87,13,69.83,98.0,100.0,88
COL0315,BSc Mathematics,Sindhudurg,2022,376,100,88,12,71.31,90.6,100.0,82
COL0315,BSc Mathematics,Sindhudurg,2023,359,90,82,8,71.51,98.0,100.0,104
COL0315,BSc Mathematics,Sindhudurg,2024,454,110,104,6,70.4,98.0,100.0,98
COL0316,MBBS,Mumbai Suburban,2021,345,130,100,30,97.47,98.0,100.0,105
COL0316,MBBS,Mumbai Suburban,2022,378,130,105,25,98.2,98.0,100.0,97
COL0316,MBBS,Mumbai Suburban,2023,361,120,97,23,98.09,93.5,100.0,121
COL0316,MBBS,Mumbai Suburban,2024,457,140,121,19,99.95,94.7,100.0,115
COL0317,MBBS,Amravati,2021,344,170,121,49,97.73,88.2,100.0,132
COL0317,MBBS,Amravati,2022,404,180,132,48,96.41,82.3,92.0,135
COL0317,MBBS,Amravati,2023,396,180,135,45,97.5,78.7,94.3,134
COL0317,MBBS,Amravati,2024,422,180,134,46,99.95,89.1,99.8,140
COL0318,BCom,Amravati,2021,222,160,98,62,46.07,59.6,75.0,113
COL0318,BCom,Amravati,2022,246,160,113,47,44.94,63.3,75.2,102
COL0318,BCom,Amravati,2023,227,150,102,48,43.91,60.4,76.5,111
COL0318,BCom,Amravati,2024,267,160,111,49,47.2,62.0,70.6,90
COL0319,BSc,Parbhani,2021,737,310,247,63,55.32,75.1,85.7,222
COL0319,BSc,Parbhani,2022,656,300,222,78,55.99,72.2,80.9,232
COL0319,BSc,Parbhani,2023,739,290,232,58,57.63,68.0,78.1,227
COL0319,BSc,Parbhani,2024,698,300,227,73,53.52,72.1,90.7,291
COL0320,BSc Computer Science,Nashik,2021,346,100,90,10,72.83,98.0,100.0,89
COL0320,BSc Computer Science,Nashik,2022,359,100,89,11,72.54,91.8,100.0,92
COL0320,BSc Computer Science,Nashik,2023,381,100,92,8,75.04,90.1,100.0,97
COL0320,BSc Computer Science,Nashik,2024,408,110,97,13,70.42,91.5,100.0,88
COL0321,B.Ed,Thane,2021,265,80,71,9,78.27,82.1,93.2,67
COL0321,B.Ed,Thane,2022,248,80,67,13,75.54,80.7,92.3,77
COL0321,B.Ed,Thane,2023,299,90,77,13,76.68,81.7,95.6,64
COL0321,B.Ed,Thane,2024,261,70,64,6,78.92,77.0,89.9,78
COL0322,MBA,Raigad,2021,319,100,86,14,84.74,88.5,100.0,87
COL0322,MBA,Raigad,2022,307,100,87,13,85.75,87.6,99.1,94
COL0322,MBA,Raigad,2023,341,110,94,16,85.6,86.1,98.5,98
COL0322,MBA,Raigad,2024,384,110,98,12,84.95,89.2,100.0,96
COL0323,Diploma in Civil Engineering,Nanded,2021,311,100,86,14,74.25,89.5,100.0,90
COL0323,Diploma in Civil Engineering,Nanded,2022,328,110,90,20,73.19,89.8,100.0,87
COL0323,Diploma in Civil Engineering,Nanded,2023,342,100,87,13,74.05,86.7,100.0,99
COL0323,Diploma in Civil Engineering,Nanded,2024,401,110,99,11,77.53,96.0,100.0,106
COL0324,BCom,Pune,2021,581,280,212,68,51.46,73.0,83.7,217
COL0324,BCom,Pune,2022,597,280,217,63,51.68,71.6,85.3,244
COL0324,BCom,Pune,2023,721,310,244,66,53.1,67.0,78.8,181
COL0324,BCom,Pune,2024,554,250,181,69,51.72,70.0,79.7,199
COL0325,BCom,Kolhapur,2021,745,410,279,131,51.68,66.2,81.8,293
COL0325,BCom,Kolhapur,2022,831,420,293,127,53.17,73.0,82.0,335
COL0325,BCom,Kolhapur,2023,960,450,335,115,51.34,71.3,81.3,287
COL0325,BCom,Kolhapur,2024,811,380,287,93,52.83,73.6,93.0,276
COL0326,BA English,Yavatmal,2021,365,150,119,31,51.77,77.8,88.7,122
COL0326,BA English,Yavatmal,2022,409,150,122,28,50.65,71.3,89.9,120
COL0326,BA English,Yavatmal,2023,385,160,120,40,55.02,72.7,92.5,125
COL0326,BA English,Yavatmal,2024,399,160,125,35,54.04,72.4,83.2,118
COL0327,BCom,Parbhani,2021,493,210,161,49,59.52,81.0,100.0,168
COL0327,BCom,Parbhani,2022,557,220,168,52,61.05,70.8,83.5,168
COL0327,BCom,Parbhani,2023,539,200,168,32,62.31,73.6,86.3,175
COL0327,BCom,Parbhani,2024,589,230,175,55,58.84,79.0,99.6,194
COL0328,BE Civil Engineering,Jalgaon,2021,269,60,56,4,99.24,95.2,100.0,60
COL0328,BE Civil Engineering,Jalgaon,2022,286,60,60,0,97.68,98.0,100.0,68
COL0328,BE Civil Engineering,Jalgaon,2023,328,70,68,2,99.95,94.9,100.0,68
COL0328,BE Civil Engineering,Jalgaon,2024,339,70,68,2,97.93,98.0,100.0,60
COL0329,BE Mechanical Engineering,Gadchiroli,2021,72,50,32,18,69.64,66.0,83.5,35
COL0329,BE Mechanical Engineering,Gadchiroli,2022,74,50,35,15,72.78,69.0,87.6,41
COL0329,BE Mechanical Engineering,Gadchiroli,2023,86,60,41,19,73.01,64.2,72.2,43
COL0329,BE Mechanical Engineering,Gadchiroli,2024,92,60,43,17,71.13,68.9,85.6,33
COL0330,Diploma in Civil Engineering,Nashik,2021,100,50,37,13,58.45,73.7,87.9,39
COL0330,Diploma in Civil Engineering,Nashik,2022,107,50,39,11,56.94,72.0,82.7,38
COL0330,Diploma in Civil Engineering,Nashik,2023,111,50,38,12,59.03,85.3,100.0,29
COL0330,Diploma in Civil Engineering,Nashik,2024,80,40,29,11,61.49,83.5,94.6,46
COL0331,BE Mechanical Engineering,Nagpur,2021,129,70,48,22,77.25,79.3,89.3,53
COL0331,BE Mechanical Engineering,Nagpur,2022,147,70,53,17,75.81,74.2,88.2,50
COL0331,BE Mechanical Engineering,Nagpur,2023,133,70,50,20,80.52,78.6,92.0,55
COL0331,BE Mechanical Engineering,Nagpur,2024,157,80,55,25,80.87,75.8,91.3,65
COL0332,Diploma in Computer Engineering,Dharashiv,2021,89,50,35,15,54.5,65.3,77.3,37
COL0332,Diploma in Computer Engineering,Dharashiv,2022,94,50,37,13,54.75,67.1,76.6,36
COL0332,Diploma in Computer Engineering,Dharashiv,2023,87,50,36,14,56.95,73.0,86.2,37
COL0332,Diploma in Computer Engineering,Dharashiv,2024,100,50,37,13,57.34,71.3,81.0,34
COL0333,BCom,Thane,2021,391,240,170,70,45.26,66.8,84.9,151
COL0333,BCom,Thane,2022,365,230,151,79,45.98,54.3,72.5,169
COL0333,BCom,Thane,2023,415,240,169,71,48.05,55.9,70.8,171
COL0333,BCom,Thane,2024,423,240,171,69,47.36,62.2,72.8,181
COL0334,BA Economics,Mumbai Suburban,2021,493,150,127,23,62.73,89.0,100.0,136
COL0334,BA Economics,Mumbai Suburban,2022,540,160,136,24,61.0,86.4,96.9,125
COL0334,BA Economics,Mumbai Suburban,2023,477,140,125,15,62.72,85.6,100.0,119
COL0334,BA Economics,Mumbai Suburban,2024,485,140,119,21,59.24,90.5,100.0,139
COL0335,Diploma in Computer Engineering,Pune,2021,124,50,37,13,68.97,82.5,100.0,41
COL0335,Diploma in Computer Engineering,Pune,2022,145,50,41,9,71.76,75.5,85.2,40
COL0335,Diploma in Computer Engineering,Pune,2023,140,50,40,10,69.33,76.0,96.1,40
COL0335,Diploma in Computer Engineering,Pune,2024,142,50,40,10,68.02,77.3,96.2,51
COL0336,BA LLB,Yavatmal,2021,193,80,61,19,76.35,79.8,99.3,61
COL0336,BA LLB,Yavatmal,2022,186,80,61,19,76.43,77.4,94.3,67
COL0336,BA LLB,Yavatmal,2023,223,90,67,23,75.83,84.6,97.7,67
COL0336,BA LLB,Yavatmal,2024,213,80,67,13,77.51,83.7,94.4,67
COL0337,BE Electrical Engineering,Nashik,2021,195,150,91,59,68.99,72.8,81.3,109
COL0337,BE Electrical Engineering,Nashik,2022,232,160,109,51,68.32,67.2,86.5,107
COL0337,BE Electrical Engineering,Nashik,2023,233,170,107,63,67.99,63.9,81.3,120
COL0337,BE Electrical Engineering,Nashik,2024,250,170,120,50,68.24,67.4,84.6,100
COL0338,MBBS,Sindhudurg,2021,384,170,122,48,95.99,82.0,94.4,123
COL0338,MBBS,Sindhudurg,2022,366,170,123,47,96.5,89.5,100.0,127
COL0338,MBBS,Sindhudurg,2023,381,160,127,33,99.95,90.4,100.0,137
COL0338,MBBS,Sindhudurg,2024,421,180,137,43,99.95,89.1,100.0,162
COL0339,B.Arch,Pune,2021,48,30,21,9,68.92,71.5,87.9,19
COL0339,B.Arch,Pune,2022,45,30,19,11,68.53,67.0,79.9,20
COL0339,B.Arch,Pune,2023,45,30,20,10,68.95,68.3,77.6,22
COL0339,B.Arch,Pune,2024,53,30,22,8,72.81,78.8,87.5,21
COL0340,BCom,Yavatmal,2021,968,410,310,100,60.88,79.0,88.8,340
COL0340,BCom,Yavatmal,2022,1119,420,340,80,60.98,77.8,94.6,316
COL0340,BCom,Yavatmal,2023,1019,400,316,84,61.36,75.4,95.9,346
COL0340,BCom,Yavatmal,2024,1162,410,346,64,60.08,80.1,91.2,369
COL0341,BA Economics,Dharashiv,2021,347,200,137,63,48.78,60.6,73.5,137
COL0341,BA Economics,Dharashiv,2022,357,200,137,63,45.64,66.7,82.3,146
COL0341,BA Economics,Dharashiv,2023,415,210,146,64,45.71,67.3,78.7,133
COL0341,BA Economics,Dharashiv,2024,360,180,133,47,45.59,66.9,79.3,152
COL0342,BA LLB,Sindhudurg,2021,88,80,48,32,52.7,61.3,72.9,48
COL0342,BA LLB,Sindhudurg,2022,91,80,48,32,52.61,63.4,71.2,50
COL0342,BA LLB,Sindhudurg,2023,100,80,50,30,55.24,63.7,82.2,55
COL0342,BA LLB,Sindhudurg,2024,100,80,55,25,54.61,71.1,83.7,52
COL0343,BA,Mumbai City,2021,300,140,107,33,52.27,75.2,86.8,106
COL0343,BA,Mumbai City,2022,306,150,106,44,50.82,71.6,86.6,92
COL0343,BA,Mumbai City,2023,277,130,92,38,50.81,70.9,89.4,114
COL0343,BA,Mumbai City,2024,341,150,114,36,54.91,70.9,89.6,109
COL0344,BCom,Wardha,2021,489,260,182,78,48.95,69.5,80.0,194
COL0344,BCom,Wardha,2022,483,260,194,66,50.54,66.2,86.2,165
COL0344,BCom,Wardha,2023,441,240,165,75,47.75,76.4,90.5,191
COL0344,BCom,Wardha,2024,532,270,191,79,52.06,73.2,91.4,236
COL0345,B.Tech Agricultural Engineering,Jalgaon,2021,68,50,31,19,53.68,61.0,69.6,33
COL0345,B.Tech Agricultural Engineering,Jalgaon,2022,65,50,33,17,50.98,60.6,75.0,41
COL0345,B.Tech Agricultural Engineering,Jalgaon,2023,92,60,41,19,52.23,57.7,71.8,28
COL0345,B.Tech Agricultural Engineering,Jalgaon,2024,65,40,28,12,51.56,71.5,81.3,28
COL0346,Diploma in Electrical Engineering,Hingoli,2021,265,80,70,10,78.53,93.8,100.0,71
COL0346,Diploma in Electrical Engineering,Hingoli,2022,275,80,71,9,76.57,91.0,100.0,70
COL0346,Diploma in Electrical Engineering,Hingoli,2023,284,80,70,10,77.13,93.0,100.0,76
COL0346,Diploma in Electrical Engineering,Hingoli,2024,303,90,76,14,76.52,98.0,100.0,83
COL0347,BBA,Nashik,2021,209,100,74,26,68.73,75.6,84.2,75
COL0347,BBA,Nashik,2022,218,100,75,25,72.35,70.4,80.7,86
COL0347,BBA,Nashik,2023,260,110,86,24,71.2,68.8,88.6,65
COL0347,BBA,Nashik,2024,202,90,65,25,70.54,70.7,90.1,73
COL0348,BSc,Satara,2021,358,280,174,106,44.43,60.1,69.8,190
COL0348,BSc,Satara,2022,365,290,190,100,43.88,61.6,72.3,212
COL0348,BSc,Satara,2023,451,310,212,98,40.14,58.6,77.4,189
COL0348,BSc,Satara,2024,412,270,189,81,40.8,58.3,76.4,194
COL0349,B.Pharm,Solapur,2021,93,50,35,15,66.29,73.7,90.4,38
COL0349,B.Pharm,Solapur,2022,100,50,38,12,67.11,79.4,99.2,35
COL0349,B.Pharm,Solapur,2023,93,50,35,15,66.88,77.4,91.8,44
COL0349,B.Pharm,Solapur,2024,119,60,44,16,64.8,73.5,83.2,43
COL0350,B.Ed,Mumbai Suburban,2021,71,40,29,11,63.13,68.0,85.5,27
COL0350,B.Ed,Mumbai Suburban,2022,70,40,27,13,60.02,77.8,88.0,29
COL0350,B.Ed,Mumbai Suburban,2023,81,40,29,11,62.74,70.2,88.7,28
COL0350,B.Ed,Mumbai Suburban,2024,75,40,28,12,60.46,67.2,82.2,35
COL0351,BSc,Sangli,2021,639,200,162,38,67.87,84.5,99.9,180
COL0351,BSc,Sangli,2022,701,210,180,30,68.77,94.5,100.0,197
COL0351,BSc,Sangli,2023,799,220,197,23,66.41,94.6,100.0,165
COL0351,BSc,Sangli,2024,691,180,165,15,68.05,93.5,100.0,194
COL0352,B.Sc Agriculture,Wardha,2021,148,50,40,10,77.06,93.7,100.0,43
COL0352,B.Sc Agriculture,Wardha,2022,160,50,43,7,78.39,96.7,100.0,54
COL0352,B.Sc Agriculture,Wardha,2023,214,60,54,6,74.82,93.8,100.0,44
COL0352,B.Sc Agriculture,Wardha,2024,171,50,44,6,76.58,96.0,100.0,43
COL0353,BSc,Pune,2021,371,210,140,70,48.4,68.6,78.9,156
COL0353,BSc,Pune,2022,389,220,156,64,48.89,64.2,80.9,176
COL0353,BSc,Pune,2023,457,230,176,54,52.48,61.3,69.0,150
COL0353,BSc,Pune,2024,410,200,150,50,49.05,68.3,79.7,165
COL0354,Diploma in Civil Engineering,Chandrapur,2021,236,100,78,22,61.89,76.4,86.6,72
COL0354,Diploma in Civil Engineering,Chandrapur,2022,211,100,72,28,62.18,81.2,99.9,76
COL0354,Diploma in Civil Engineering,Chandrapur,2023,236,100,76,24,65.78,81.1,100.0,68
COL0354,Diploma in Civil Engineering,Chandrapur,2024,208,90,68,22,66.22,83.3,94.4,61
COL0355,BE Mechanical Engineering,Mumbai City,2021,274,80,69,11,99.95,93.5,100.0,74
COL0355,BE Mechanical Engineering,Mumbai City,2022,292,80,74,6,99.95,90.8,100.0,61
COL0355,BE Mechanical Engineering,Mumbai City,2023,252,70,61,9,98.21,89.9,100.0,73
COL0355,BE Mechanical Engineering,Mumbai City,2024,311,80,73,7,98.87,95.2,100.0,72
COL0356,BA,Dhule,2021,792,260,213,47,68.46,98.0,100.0,223
COL0356,BA,Dhule,2022,833,260,223,37,66.27,87.5,100.0,221
COL0356,BA,Dhule,2023,858,260,221,39,65.03,88.7,100.0,267
COL0356,BA,Dhule,2024,1047,290,267,23,67.88,93.2,100.0,276
COL0357,BE Civil Engineering,Mumbai City,2021,208,80,66,14,90.72,82.9,94.3,63
COL0357,BE Civil Engineering,Mumbai City,2022,209,80,63,17,90.17,82.3,96.6,66
COL0357,BE Civil Engineering,Mumbai City,2023,214,80,66,14,91.47,82.4,94.7,68
COL0357,BE Civil Engineering,Mumbai City,2024,225,80,68,12,90.25,90.1,100.0,60
COL0358,B.Pharm,Sangli,2021,149,50,43,7,78.64,89.6,100.0,43
COL0358,B.Pharm,Sangli,2022,151,50,43,7,79.14,87.9,100.0,44
COL0358,B.Pharm,Sangli,2023,154,50,44,6,78.59,89.6,100.0,43
COL0358,B.Pharm,Sangli,2024,166,50,43,7,77.49,93.0,100.0,53
COL0359,MBA,Sangli,2021,266,100,81,19,76.31,77.1,86.2,83
COL0359,MBA,Sangli,2022,264,100,83,17,79.57,77.9,98.0,84
COL0359,MBA,Sangli,2023,289,100,84,16,76.11,76.7,88.6,73
COL0359,MBA,Sangli,2024,249,90,73,17,79.84,82.2,100.0,75
COL0360,BA History,Beed,2021,342,100,84,16,62.72,88.3,100.0,90
COL0360,BA History,Beed,2022,357,100,90,10,62.92,81.5,97.8,93
COL0360,BA History,Beed,2023,385,100,93,7,63.33,93.2,100.0,95
COL0360,BA History,Beed,2024,395,100,95,5,64.97,89.6,100.0,113
COL0361,BE Electronics & Telecommunication,Nanded,2021,304,100,83,17,91.56,86.3,100.0,80
COL0361,BE Electronics & Telecommunication,Nanded,2022,279,100,80,20,91.38,87.1,100.0,91
COL0361,BE Electronics & Telecommunication,Nanded,2023,332,110,91,19,94.11,86.4,100.0,79
COL0361,BE Electronics & Telecommunication,Nanded,2024,283,90,79,11,93.8,82.2,100.0,78
COL0362,B.Ed,Mumbai Suburban,2021,72,40,29,11,58.63,72.8,85.2,29
COL0362,B.Ed,Mumbai Suburban,2022,70,40,29,11,58.9,64.1,74.4,27
COL0362,B.Ed,Mumbai Suburban,2023,66,40,27,13,58.68,71.1,88.9,27
COL0362,B.Ed,Mumbai Suburban,2024,66,40,27,13,57.24,75.2,91.1,27
COL0363,BCom,Mumbai City,2021,797,410,296,114,47.46,78.3,95.2,292
COL0363,BCom,Mumbai City,2022,762,430,292,138,50.33,73.4,85.9,260
COL0363,BCom,Mumbai City,2023,681,380,260,120,51.99,71.8,89.3,254
COL0363,BCom,Mumbai City,2024,656,370,254,116,52.48,71.5,87.2,253
COL0364,BE Computer Engineering,Hingoli,2021,667,200,177,23,98.7,90.4,100.0,174
COL0364,BE Computer Engineering,Hingoli,2022,672,210,174,36,96.59,98.0,100.0,198
COL0364,BE Computer Engineering,Hingoli,2023,775,220,198,22,99.04,89.8,100.0,165
COL0364,BE Computer Engineering,Hingoli,2024,693,190,165,25,99.95,92.2,100.0,181
COL0365,BE Electrical Engineering,Beed,2021,158,60,49,11,88.96,81.5,93.5,48
COL0365,BE Electrical Engineering,Beed,2022,150,60,48,12,88.88,84.9,98.8,49
COL0365,BE Electrical Engineering,Beed,2023,164,60,49,11,88.95,80.9,98.8,55
COL0365,BE Electrical Engineering,Beed,2024,189,70,55,15,90.62,83.2,100.0,57
COL0366,BA,Nashik,2021,728,210,178,32,65.51,98.0,100.0,177
COL0366,BA,Nashik,2022,747,200,177,23,67.94,95.2,100.0,195
COL0366,BA,Nashik,2023,868,220,195,25,70.5,90.0,100.0,191
COL0366,BA,Nashik,2024,839,210,191,19,70.75,94.3,100.0,207
COL0367,BCom,Mumbai Suburban,2021,344,310,178,132,40.56,70.1,83.4,174
COL0367,BCom,Mumbai Suburban,2022,323,300,174,126,42.01,61.8,75.1,176
COL0367,BCom,Mumbai Suburban,2023,325,290,176,114,39.71,66.7,78.4,203
COL0367,BCom,Mumbai Suburban,2024,388,300,203,97,43.05,71.4,80.6,176
COL0368,Diploma in Mechanical Engineering,Yavatmal,2021,211,100,71,29,60.61,68.7,86.6,70
COL0368,Diploma in Mechanical Engineering,Yavatmal,2022,212,100,70,30,63.89,73.2,86.1,74
COL0368,Diploma in Mechanical Engineering,Yavatmal,2023,231,100,74,26,64.4,81.2,96.0,78
COL0368,Diploma in Mechanical Engineering,Yavatmal,2024,238,100,78,22,61.9,72.9,85.4,88
COL0369,BE Computer Engineering,Mumbai Suburban,2021,380,180,126,54,82.36,83.2,99.2,138
COL0369,BE Computer Engineering,Mumbai Suburban,2022,414,180,138,42,84.66,80.1,90.3,147
COL0369,BE Computer Engineering,Mumbai Suburban,2023,434,190,147,43,83.53,82.9,100.0,150
COL0369,BE Computer Engineering,Mumbai Suburban,2024,435,190,150,40,84.45,78.1,93.1,169
COL0370,BSc,Thane,2021,160,150,90,60,42.06,56.0,65.4,104
COL0370,BSc,Thane,2022,183,160,104,56,40.53,57.6,67.4,111
COL0370,BSc,Thane,2023,217,170,111,59,40.65,57.5,69.8,98
COL0370,BSc,Thane,2024,186,150,98,52,38.38,50.0,67.2,115
COL0371,B.Pharm,Gadchiroli,2021,267,80,67,13,85.28,93.1,100.0,70
COL0371,B.Pharm,Gadchiroli,2022,282,80,70,10,86.34,92.4,100.0,83
COL0371,B.Pharm,Gadchiroli,2023,343,90,83,7,85.36,98.0,100.0,85
COL0371,B.Pharm,Gadchiroli,2024,341,90,85,5,87.41,96.2,100.0,65
COL0372,BSc Physics,Yavatmal,2021,300,150,104,46,60.25,85.2,100.0,117
COL0372,BSc Physics,Yavatmal,2022,333,160,117,43,56.31,88.2,100.0,107
COL0372,BSc Physics,Yavatmal,2023,307,140,107,33,58.75,84.9,100.0,103
COL0372,BSc Physics,Yavatmal,2024,326,140,103,37,56.97,81.3,95.1,130
COL0373,Diploma in Civil Engineering,Chhatrapati Sambhajinagar,2021,116,100,62,38,47.3,57.5,72.3,65
COL0373,Diploma in Civil Engineering,Chhatrapati Sambhajinagar,2022,130,100,65,35,47.99,57.0,67.0,68
COL0373,Diploma in Civil Engineering,Chhatrapati Sambhajinagar,2023,137,100,68,32,46.99,53.5,66.2,75
COL0373,Diploma in Civil Engineering,Chhatrapati Sambhajinagar,2024,148,120,75,45,49.6,54.6,64.7,71
COL0374,BE Electronics & Telecommunication,Thane,2021,257,140,103,37,79.63,75.0,83.8,99
COL0374,BE Electronics & Telecommunication,Thane,2022,251,140,99,41,76.14,72.5,88.4,99
COL0374,BE Electronics & Telecommunication,Thane,2023,276,140,99,41,77.91,72.7,86.4,117
COL0374,BE Electronics & Telecommunication,Thane,2024,325,160,117,43,76.44,71.4,90.1,121
COL0375,BSc,Buldhana,2021,176,100,68,32,50.43,77.3,92.1,71
COL0375,BSc,Buldhana,2022,179,100,71,29,51.01,77.7,94.4,64
COL0375,BSc,Buldhana,2023,167,90,64,26,49.15,70.4,84.7,84
COL0375,BSc,Buldhana,2024,219,110,84,26,48.35,70.9,89.5,70
COL0376,MBA,Jalgaon,2021,330,100,87,13,86.54,95.6,100.0,82
COL0376,MBA,Jalgaon,2022,322,100,82,18,88.62,90.1,100.0,85
COL0376,MBA,Jalgaon,2023,320,100,85,15,85.38,93.8,100.0,98
COL0376,MBA,Jalgaon,2024,383,110,98,12,85.4,98.0,100.0,89
COL0377,BCom,Beed,2021,643,350,251,99,49.64,70.1,81.3,278
COL0377,BCom,Beed,2022,701,370,278,92,53.75,73.3,83.5,250
COL0377,BCom,Beed,2023,660,330,250,80,53.43,76.9,93.0,309
COL0377,BCom,Beed,2024,842,410,309,101,52.97,75.4,93.2,300
COL0378,BE Computer Engineering,Amravati,2021,102,90,53,37,69.32,62.6,75.8,56
COL0378,BE Computer Engineering,Amravati,2022,111,90,56,34,68.15,70.6,82.9,53
COL0378,BE Computer Engineering,Amravati,2023,108,80,53,27,68.77,61.7,79.9,55
COL0378,BE Computer Engineering,Amravati,2024,106,80,55,25,70.95,57.0,74.7,50
COL0379,BA English,Nashik,2021,268,100,77,23,56.82,80.9,93.9,83
COL0379,BA English,Nashik,2022,296,100,83,17,58.64,82.7,100.0,78
COL0379,BA English,Nashik,2023,272,90,78,12,57.29,83.9,99.5,89
COL0379,BA English,Nashik,2024,339,110,89,21,57.33,85.1,100.0,92
COL0380,MBA,Jalna,2021,125,100,66,34,57.76,56.5,70.8,64
COL0380,MBA,Jalna,2022,123,100,64,36,58.15,63.0,70.2,72
COL0380,MBA,Jalna,2023,143,110,72,38,55.91,62.8,75.4,73
COL0380,MBA,Jalna,2024,150,110,73,37,56.78,59.2,74.4,55
COL0381,Diploma in Civil Engineering,Mumbai City,2021,212,80,65,15,68.08,74.6,90.4,60
COL0381,Diploma in Civil Engineering,Mumbai City,2022,198,80,60,20,67.12,78.4,93.9,63
COL0381,Diploma in Civil Engineering,Mumbai City,2023,214,80,63,17,68.59,73.6,92.1,70
COL0381,Diploma in Civil Engineering,Mumbai City,2024,231,90,70,20,68.63,83.7,100.0,64
COL0382,BCom,Parbhani,2021,698,310,233,77,55.46,78.2,88.5,243
COL0382,BCom,Parbhani,2022,729,310,243,67,55.73,77.9,88.5,263
COL0382,BCom,Parbhani,2023,822,340,263,77,54.32,77.4,94.3,238
COL0382,BCom,Parbhani,2024,706,300,238,62,55.83,77.8,98.0,273
COL0383,BCom,Jalna,2021,538,410,258,152,43.02,65.0,73.6,267
COL0383,BCom,Jalna,2022,556,410,267,143,45.13,61.4,78.3,283
COL0383,BCom,Jalna,2023,620,410,283,127,42.04,58.4,71.1,324
COL0383,BCom,Jalna,2024,721,460,324,136,41.61,62.8,80.3,262
COL0384,BA LLB,Kolhapur,2021,138,80,57,23,63.54,68.4,86.8,57
COL0384,BA LLB,Kolhapur,2022,127,80,57,23,63.15,63.8,77.9,54
COL0384,BA LLB,Kolhapur,2023,126,80,54,26,60.05,68.8,87.0,47
COL0384,BA LLB,Kolhapur,2024,120,70,47,23,61.79,72.1,88.9,47
COL0385,BCom,Parbhani,2021,140,100,62,38,49.21,69.4,78.4,77
COL0385,BCom,Parbhani,2022,179,110,77,33,45.79,62.6,72.5,67
COL0385,BCom,Parbhani,2023,159,100,67,33,47.53,65.3,73.1,73
COL0385,BCom,Parbhani,2024,184,110,73,37,49.95,73.8,81.8,69
COL0386,BE Electronics & Telecommunication,Jalgaon,2021,276,160,108,52,74.19,75.1,92.9,117
COL0386,BE Electronics & Telecommunication,Jalgaon,2022,295,160,117,43,77.46,79.3,91.4,126
COL0386,BE Electronics & Telecommunication,Jalgaon,2023,331,170,126,44,77.73,69.6,86.4,111
COL0386,BE Electronics & Telecommunication,Jalgaon,2024,292,150,111,39,74.81,73.6,93.4,120
COL0387,BE Electronics & Telecommunication,Hingoli,2021,190,110,74,36,79.37,79.8,88.2,75
COL0387,BE Electronics & Telecommunication,Hingoli,2022,200,110,75,35,81.29,78.5,90.0,75
COL0387,BE Electronics & Telecommunication,Hingoli,2023,200,110,75,35,77.62,73.4,89.6,72
COL0387,BE Electronics & Telecommunication,Hingoli,2024,192,100,72,28,81.5,77.6,92.8,92
COL0388,BSc Computer Science,Nashik,2021,160,100,65,35,52.58,82.8,94.5,69
COL0388,BSc Computer Science,Nashik,2022,182,100,69,31,54.59,78.0,88.4,72
COL0388,BSc Computer Science,Nashik,2023,197,100,72,28,52.64,79.2,93.6,64
COL0388,BSc Computer Science,Nashik,2024,169,90,64,26,55.2,83.1,93.5,71
COL0389,BSc,Jalgaon,2021,687,460,309,151,42.73,68.9,77.2,318
COL0389,BSc,Jalgaon,2022,737,450,318,132,46.89,64.7,73.4,335
COL0389,BSc,Jalgaon,2023,756,510,335,175,46.71,59.9,77.3,299
COL0389,BSc,Jalgaon,2024,735,440,299,141,44.36,62.4,75.2,365
