finance_id,college_id,financial_year,annual_budget,government_grant,research_grant,tuition_revenue,expenses,capital_expenditure,operating_expenditure
FIN03707,COL0091,2020,387506000,157713000,18097000,171201000,351165000,116523000,234642000
FIN03708,COL0091,2021,384426000,128231000,18342000,223486000,369805000,121237000,248568000
FIN03709,COL0091,2022,393487000,140592000,18451000,210057000,418289000,112843000,305446000
FIN03710,COL0091,2023,430788000,147592000,18915000,245936000,473525000,124301000,349224000
FIN03711,COL0091,2024,484374000,202056000,27860000,191005000,491592000,89907000,401685000
FIN03712,COL0091,2025,377056000,107930000,20792000,188437000,386945000,103042000,283903000
FIN03713,COL1431,2018,71991000,13900000,1264000,50550000,59688000,14687000,45001000
FIN03714,COL1431,2019,73594000,7446000,2414000,48941000,61983000,15630000,46353000
FIN03715,COL1431,2020,79900000,11242000,1552000,63705000,67043000,15924000,51119000
FIN03716,COL1431,2021,77650000,19070000,1171000,47149000,71772000,14995000,56777000
FIN03717,COL1431,2022,79617000,19397000,2850000,49036000,89776000,24637000,65139000
FIN03718,COL1431,2023,89963000,15349000,2075000,63679000,82359000,19472000,62887000
FIN03719,COL1431,2024,82331000,20257000,2183000,55619000,80317000,15662000,64655000
FIN03720,COL1431,2025,83144000,16087000,2405000,51422000,65916000,21166000,44750000
FIN03721,COL1514,2018,200401000,15902000,4007000,161819000,224111000,76928000,147183000
FIN03722,COL1514,2019,238684000,18726000,3727000,169083000,273480000,85204000,188276000
FIN03723,COL1514,2020,236127000,7049000,4036000,199768000,198462000,35481000,162981000
FIN03724,COL1514,2021,270863000,21854000,5355000,183984000,267765000,79163000,188602000
FIN03725,COL1514,2022,274889000,25197000,9705000,201783000,261525000,50386000,211139000
FIN03726,COL1514,2023,281108000,9595000,7176000,249823000,259607000,59296000,200311000
FIN03727,COL1514,2024,275905000,30363000,8958000,213355000,254739000,76932000,177807000
FIN03728,COL1514,2025,265400000,21251000,7449000,220118000,248020000,71483000,176537000
FIN03729,COL0550,2018,567666000,225216000,10608000,264216000,520020000,180991000,339029000
FIN03730,COL0550,2019,630143000,162882000,10607000,380005000,701133000,135161000,565972000
FIN03731,COL0550,2020,634031000,262340000,15584000,335229000,537345000,97347000,439998000
FIN03732,COL0550,2021,598943000,211201000,28371000,301889000,649061000,169215000,479846000
FIN03733,COL0550,2022,627939000,259861000,33481000,286462000,572985000,169316000,403669000
FIN03734,COL0550,2023,614933000,198560000,18980000,337371000,606656000,113289000,493367000
FIN03735,COL0550,2024,650935000,279517000,36751000,300466000,586806000,205189000,381617000
FIN03736,COL0550,2025,702226000,195673000,37790000,431524000,806449000,258651000,547798000
FIN03737,COL1540,2018,165420000,16842000,3682000,115789000,177877000,42669000,135208000
FIN03738,COL1540,2019,161294000,35488000,9738000,97403000,161769000,38867000,122902000
FIN03739,COL1540,2020,177842000,19003000,6153000,115376000,163379000,48301000,115078000
FIN03740,COL1540,2021,166206000,28519000,12340000,117182000,145838000,46960000,98878000
FIN03741,COL1540,2022,174522000,42584000,11784000,108876000,199331000,62155000,137176000
FIN03742,COL1540,2023,177495000,28893000,4078000,116489000,158258000,49668000,108590000
FIN03743,COL1540,2024,171445000,38422000,6396000,114136000,129991000,43722000,86269000
FIN03744,COL1540,2025,178678000,37998000,10666000,106604000,181918000,39897000,142021000
FIN03745,COL1117,2018,60254000,4293000,833000,46722000,69088000,10742000,58346000
FIN03746,COL1117,2019,58666000,2123000,1644000,42074000,52110000,10546000,41564000
FIN03747,COL1117,2020,63983000,5904000,2100000,47414000,61567000,18356000,43211000
FIN03748,COL1117,2021,68193000,1574000,2675000,55979000,60675000,12027000,48648000
FIN03749,COL1117,2022,68588000,4978000,1004000,52137000,71592000,19831000,51761000
FIN03750,COL1117,2023,71854000,7699000,1994000,58642000,71576000,15042000,56534000
FIN03751,COL1117,2024,82569000,6962000,2969000,66261000,69032000,20174000,48858000
FIN03752,COL1117,2025,64994000,6082000,1885000,52273000,67438000,15069000,52369000
FIN03753,COL1502,2018,349723000,33772000,4207000,247965000,298264000,87151000,211113000
FIN03754,COL1502,2019,341417000,29291000,4004000,260404000,387556000,72842000,314714000
FIN03755,COL1502,2020,353971000,13195000,3540000,257330000,311631000,87914000,223717000
FIN03756,COL1502,2021,315069000,7265000,3151000,232260000,350076000,78542000,271534000
FIN03757,COL1502,2022,333124000,27404000,5475000,283861000,283135000,95107000,188028000
FIN03758,COL1502,2023,350058000,10713000,4785000,316957000,384373000,90350000,294023000
FIN03759,COL1502,2024,474467000,23902000,4745000,348485000,416620000,108898000,307722000
FIN03760,COL1502,2025,421180000,28640000,4212000,302869000,429709000,67881000,361828000
FIN03761,COL0075,2018,306744000,35217000,15239000,210326000,238391000,70786000,167605000
FIN03762,COL0075,2019,310721000,24574000,7811000,245828000,309422000,101787000,207635000
FIN03763,COL0075,2020,326136000,27285000,24601000,233930000,273231000,67657000,205574000
FIN03764,COL0075,2021,352118000,41467000,20410000,233021000,373970000,118200000,255770000
FIN03765,COL0075,2022,355635000,36016000,22899000,238339000,289065000,90827000,198238000
FIN03766,COL0075,2023,411333000,30632000,12252000,313841000,430680000,135535000,295145000
FIN03767,COL0075,2024,405067000,13442000,9692000,294160000,331521000,64512000,267009000
FIN03768,COL0075,2025,420884000,12696000,9543000,341548000,442923000,99297000,343626000
FIN03769,COL1730,2018,38198000,2078000,1183000,30594000,39977000,11109000,28868000
FIN03770,COL1730,2019,39558000,4330000,2133000,31023000,29806000,4876000,24930000
FIN03771,COL1730,2020,46794000,5197000,2342000,36368000,40714000,9123000,31591000
FIN03772,COL1730,2021,46314000,1601000,1887000,38952000,41382000,10898000,30484000
FIN03773,COL1730,2022,48923000,5288000,1866000,38770000,49693000,11991000,37702000
FIN03774,COL1730,2023,51390000,1652000,2507000,41968000,55461000,10601000,44860000
FIN03775,COL1730,2024,49952000,4938000,3161000,34855000,42711000,10202000,32509000
FIN03776,COL1730,2025,47077000,3443000,2259000,33791000,54026000,17479000,36547000
FIN03777,COL0934,2018,23256000,2049000,407000,16078000,17445000,4514000,12931000
FIN03778,COL0934,2019,27248000,2744000,426000,21678000,31188000,5285000,25903000
FIN03779,COL0934,2020,27992000,757000,280000,24740000,23505000,8120000,15385000
FIN03780,COL0934,2021,25357000,2629000,440000,17188000,27952000,4315000,23637000
FIN03781,COL0934,2022,29352000,2794000,513000,24001000,26142000,8132000,18010000
FIN03782,COL0934,2023,26173000,1529000,481000,22731000,26807000,4401000,22406000
FIN03783,COL0934,2024,28501000,827000,285000,25512000,28064000,8371000,19693000
FIN03784,COL0934,2025,34359000,1361000,344000,28977000,30350000,5947000,24403000
FIN03785,COL1029,2018,104776000,10576000,2413000,71797000,110069000,37871000,72198000
FIN03786,COL1029,2019,119586000,8251000,3488000,100673000,112511000,28724000,83787000
FIN03787,COL1029,2020,124845000,13134000,3051000,96603000,109689000,19710000,89979000
FIN03788,COL1029,2021,124771000,11050000,5868000,86792000,130333000,43380000,86953000
FIN03789,COL1029,2022,105981000,7334000,7476000,69462000,83616000,18059000,65557000
FIN03790,COL1029,2023,124935000,10058000,9498000,93681000,101598000,25265000,76333000
FIN03791,COL1029,2024,129895000,9859000,6983000,97783000,108894000,24101000,84793000
FIN03792,COL1029,2025,132457000,10995000,4244000,102914000,115043000,18227000,96816000
FIN03793,COL1691,2018,198225000,12384000,12657000,136475000,167891000,44397000,123494000
FIN03794,COL1691,2019,198347000,7640000,7341000,137918000,186311000,40940000,145371000
FIN03795,COL1691,2020,186014000,18138000,3939000,144748000,210058000,49475000,160583000
FIN03796,COL1691,2021,209099000,17469000,7025000,151083000,194462000,32783000,161679000
FIN03797,COL1691,2022,194435000,20847000,7350000,139253000,219126000,62299000,156827000
FIN03798,COL1691,2023,216642000,21650000,17169000,142856000,217052000,41634000,175418000
FIN03799,COL1691,2024,245727000,25199000,6855000,165098000,251306000,55907000,195399000
FIN03800,COL1691,2025,238866000,23700000,16235000,152234000,243298000,64766000,178532000
FIN03801,COL1803,2018,81539000,5321000,2483000,68821000,73735000,12296000,61439000
FIN03802,COL1803,2019,77056000,7761000,1674000,55938000,76944000,25973000,50971000
FIN03803,COL1803,2020,85374000,3034000,3676000,68906000,69131000,14560000,54571000
FIN03804,COL1803,2021,74531000,4838000,3095000,51010000,73714000,25544000,48170000
FIN03805,COL1803,2022,78180000,8415000,3296000,60685000,70110000,14165000,55945000
FIN03806,COL1803,2023,93610000,5113000,2950000,69763000,76016000,17238000,58778000
FIN03807,COL1803,2024,90593000,10184000,4422000,71767000,92402000,25671000,66731000
FIN03808,COL1803,2025,90179000,6064000,2495000,72460000,87025000,19860000,67165000
FIN03809,COL1213,2018,128616000,4967000,6048000,94636000,121395000,27383000,94012000
FIN03810,COL1213,2019,124445000,9420000,3471000,87625000,127596000,20850000,106746000
FIN03811,COL1213,2020,125037000,2595000,9421000,100354000,126545000,29279000,97266000
FIN03812,COL1213,2021,122667000,3479000,9725000,88147000,112864000,32172000,80692000
FIN03813,COL1213,2022,160267000,11339000,11175000,116216000,168181000,56044000,112137000
FIN03814,COL1213,2023,135057000,15956000,6974000,89754000,150003000,46617000,103386000
FIN03815,COL1213,2024,144078000,10180000,7707000,118176000,132218000,23278000,108940000
FIN03816,COL1213,2025,175142000,8779000,4060000,140387000,157800000,23835000,133965000
FIN03817,COL1094,2018,198139000,22771000,9809000,152213000,156733000,29662000,127071000
FIN03818,COL1094,2019,178866000,15455000,3792000,148585000,200729000,52716000,148013000
FIN03819,COL1094,2020,226871000,25111000,12597000,153156000,207292000,31528000,175764000
FIN03820,COL1094,2021,194293000,8424000,7969000,151226000,171628000,36311000,135317000
FIN03821,COL1094,2022,208350000,24488000,9363000,146128000,194224000,35373000,158851000
FIN03822,COL1094,2023,221625000,21927000,8117000,175983000,223237000,69163000,154074000
FIN03823,COL1094,2024,232201000,21928000,11968000,173831000,232405000,74284000,158121000
FIN03824,COL1094,2025,216099000,22572000,7027000,163667000,223203000,67369000,155834000
FIN03825,COL0845,2018,184262000,12703000,4939000,149844000,199376000,36528000,162848000
FIN03826,COL0845,2019,174846000,15135000,9532000,117834000,164713000,54486000,110227000
FIN03827,COL0845,2020,195840000,19169000,10884000,150744000,175882000,54433000,121449000
FIN03828,COL0845,2021,228689000,16892000,15993000,185562000,201573000,49000000,152573000
FIN03829,COL0845,2022,225139000,24602000,10146000,172008000,208070000,71280000,136790000
FIN03830,COL0845,2023,196175000,19140000,11749000,151912000,170952000,50969000,119983000
FIN03831,COL0845,2024,212108000,6817000,8700000,185650000,227079000,41588000,185491000
FIN03832,COL0845,2025,229401000,16751000,13715000,160740000,238865000,49751000,189114000
FIN03833,COL0439,2018,302649000,226419000,12844000,48910000,328835000,77878000,250957000
FIN03834,COL0439,2019,337307000,203078000,23452000,93915000,326754000,80144000,246610000
FIN03835,COL0439,2020,352615000,209024000,19858000,108675000,357756000,124039000,233717000
FIN03836,COL0439,2021,331279000,240025000,10742000,71847000,328709000,51294000,277415000
FIN03837,COL0439,2022,357398000,237455000,24273000,89196000,346167000,60718000,285449000
FIN03838,COL0439,2023,419856000,255190000,18775000,120210000,441059000,137621000,303438000
FIN03839,COL0439,2024,389885000,269472000,28498000,84475000,365306000,90156000,275150000
FIN03840,COL0439,2025,432482000,274682000,16460000,133907000,400469000,90030000,310439000
FIN03841,COL0612,2018,24566000,6970000,1244000,15442000,22487000,4468000,18019000
FIN03842,COL0612,2019,26998000,8876000,1173000,15774000,23744000,4569000,19175000
FIN03843,COL0612,2020,24841000,10164000,1091000,11713000,21087000,6006000,15081000
FIN03844,COL0612,2021,27463000,11802000,2718000,11590000,21575000,5379000,16196000
FIN03845,COL0612,2022,28407000,8866000,2245000,13403000,23063000,5047000,18016000
FIN03846,COL0612,2023,31987000,8570000,3066000,17965000,33854000,5278000,28576000
FIN03847,COL0612,2024,33306000,14665000,1657000,13658000,26927000,6693000,20234000
FIN03848,COL0612,2025,29823000,7735000,1147000,17385000,27545000,9118000,18427000
FIN03849,COL0760,2018,231029000,145808000,14353000,57600000,232637000,44356000,188281000
FIN03850,COL0760,2019,242267000,151788000,18605000,56091000,241381000,73602000,167779000
FIN03851,COL0760,2020,256138000,183968000,14072000,52030000,257332000,82290000,175042000
FIN03852,COL0760,2021,263864000,174441000,5758000,76500000,223534000,68310000,155224000
FIN03853,COL0760,2022,272639000,183282000,9304000,74987000,213809000,50600000,163209000
FIN03854,COL0760,2023,282604000,197492000,11748000,62019000,280257000,45008000,235249000
FIN03855,COL0760,2024,322837000,236829000,11340000,69002000,289803000,62538000,227265000
FIN03856,COL0760,2025,315753000,190045000,13826000,97065000,354356000,89221000,265135000
FIN03857,COL0720,2018,458467000,167584000,46095000,224609000,385537000,108121000,277416000
FIN03858,COL0720,2019,554560000,234488000,34155000,267226000,610195000,203295000,406900000
FIN03859,COL0720,2020,584975000,199676000,53330000,293973000,586966000,98769000,488197000
FIN03860,COL0720,2021,606586000,201275000,23847000,329076000,580466000,144354000,436112000
FIN03861,COL0720,2022,573983000,249002000,52258000,247703000,493500000,76477000,417023000
FIN03862,COL0720,2023,641801000,234897000,29357000,296121000,498010000,84905000,413105000
FIN03863,COL0720,2024,663076000,190418000,26156000,377150000,742099000,247998000,494101000
FIN03864,COL0720,2025,722651000,287467000,22237000,353485000,716917000,136574000,580343000
FIN03865,COL1585,2018,78276000,4362000,2258000,65552000,76868000,19320000,57548000
FIN03866,COL1585,2019,71652000,4666000,2087000,50645000,62385000,15858000,46527000
FIN03867,COL1585,2020,85257000,4145000,1157000,67622000,67021000,22008000,45013000
FIN03868,COL1585,2021,78012000,9088000,947000,61839000,67319000,13072000,54247000
FIN03869,COL1585,2022,85929000,10294000,1210000,64432000,78480000,18167000,60313000
FIN03870,COL1585,2023,87441000,7920000,1047000,66580000,69429000,21855000,47574000
FIN03871,COL1585,2024,81748000,4377000,1442000,70215000,61987000,12873000,49114000
FIN03872,COL1585,2025,90197000,6492000,1337000,71754000,73746000,16400000,57346000
FIN03873,COL1545,2018,370342000,43714000,34156000,273186000,356441000,86071000,270370000
FIN03874,COL1545,2019,396574000,42993000,35076000,297836000,373431000,127924000,245507000
FIN03875,COL1545,2020,384397000,37052000,35599000,265061000,348293000,81291000,267002000
FIN03876,COL1545,2021,419333000,21618000,35637000,290197000,450123000,81109000,369014000
FIN03877,COL1545,2022,406301000,18414000,31448000,311547000,365411000,112726000,252685000
FIN03878,COL1545,2023,415114000,43633000,14043000,331154000,377540000,124831000,252709000
FIN03879,COL1545,2024,425056000,11268000,14778000,319061000,443301000,124734000,318567000
FIN03880,COL1545,2025,497876000,15654000,47311000,387283000,398159000,87032000,311127000
FIN03881,COL1658,2018,96913000,9836000,2988000,79724000,106399000,17697000,88702000
FIN03882,COL1658,2019,106444000,4305000,5509000,87993000,88028000,25216000,62812000
FIN03883,COL1658,2020,95904000,6103000,4459000,72532000,97234000,26668000,70566000
FIN03884,COL1658,2021,106286000,4898000,5145000,90032000,80990000,20576000,60414000
FIN03885,COL1658,2022,127745000,14163000,7101000,94914000,120615000,36814000,83801000
FIN03886,COL1658,2023,115438000,6791000,3487000,88237000,125176000,21065000,104111000
FIN03887,COL1658,2024,115684000,3892000,4350000,99673000,113467000,21617000,91850000
FIN03888,COL1658,2025,150989000,14044000,7707000,99166000,152188000,27908000,124280000
FIN03889,COL1558,2018,54793000,10488000,3031000,33999000,57287000,16839000,40448000
FIN03890,COL1558,2019,60311000,12264000,4586000,36510000,48691000,11549000,37142000
FIN03891,COL1558,2020,65969000,12290000,4941000,43172000,63184000,11456000,51728000
FIN03892,COL1558,2021,69362000,10862000,5325000,46131000,53430000,8396000,45034000
FIN03893,COL1558,2022,72876000,13621000,1537000,44282000,68317000,11383000,56934000
FIN03894,COL1558,2023,63429000,13651000,2800000,42567000,68887000,13827000,55060000
FIN03895,COL1558,2024,67956000,12450000,2122000,47677000,72196000,14112000,58084000
FIN03896,COL1558,2025,70867000,11035000,2836000,48959000,69875000,24407000,45468000
FIN03897,COL1287,2018,303093000,9083000,17187000,251500000,290780000,58676000,232104000
FIN03898,COL1287,2019,304432000,20721000,17379000,243173000,349840000,86682000,263158000
FIN03899,COL1287,2020,356404000,18445000,7680000,311363000,277141000,42820000,234321000
FIN03900,COL1287,2021,358536000,23917000,7176000,287633000,305642000,82994000,222648000
FIN03901,COL1287,2022,383750000,29149000,22330000,293713000,431736000,81754000,349982000
FIN03902,COL1287,2023,406885000,37574000,13004000,334681000,353772000,78802000,274970000
FIN03903,COL1287,2024,424791000,49205000,6500000,307489000,382929000,110213000,272716000
FIN03904,COL1287,2025,381407000,33908000,22312000,288063000,334896000,79948000,254948000
FIN03905,COL1387,2018,313724000,211694000,22603000,73087000,308888000,74050000,234838000
FIN03906,COL1387,2019,318306000,207530000,14330000,90348000,334812000,58630000,276182000
FIN03907,COL1387,2020,307738000,207590000,11309000,84225000,255316000,53368000,201948000
FIN03908,COL1387,2021,321928000,195909000,8611000,100852000,277687000,53668000,224019000
FIN03909,COL1387,2022,352238000,256042000,27291000,59383000,296281000,50800000,245481000
FIN03910,COL1387,2023,362212000,271424000,18191000,65050000,300339000,79937000,220402000
FIN03911,COL1387,2024,391156000,270467000,24752000,87228000,360606000,122712000,237894000
FIN03912,COL1387,2025,362699000,220891000,20899000,98877000,284683000,66562000,218121000
FIN03913,COL0285,2018,324929000,13114000,14142000,240117000,277584000,57353000,220231000
FIN03914,COL0285,2019,337907000,24922000,15158000,224610000,318648000,71323000,247325000
FIN03915,COL0285,2020,387475000,40491000,15579000,253608000,375030000,111703000,263327000
FIN03916,COL0285,2021,406551000,25698000,20434000,330303000,397213000,61336000,335877000
FIN03917,COL0285,2022,362695000,21662000,24015000,276541000,390327000,95439000,294888000
FIN03918,COL0285,2023,416517000,20990000,30193000,294509000,458921000,140102000,318819000
FIN03919,COL0285,2024,413848000,11693000,22061000,287507000,401900000,78499000,323401000
FIN03920,COL0285,2025,400353000,39680000,15353000,320175000,430692000,102144000,328548000
FIN03921,COL1453,2018,611727000,34925000,35425000,409057000,628870000,175162000,453708000
FIN03922,COL1453,2019,628701000,58256000,11914000,439373000,561465000,116891000,444574000
FIN03923,COL1453,2020,664157000,75056000,36300000,427108000,557232000,101974000,455258000
FIN03924,COL1453,2021,713214000,71454000,17398000,507511000,814818000,217991000,596827000
FIN03925,COL1453,2022,657827000,70237000,34122000,497956000,561616000,144218000,417398000
FIN03926,COL1453,2023,673758000,43319000,30417000,457053000,613819000,178599000,435220000
FIN03927,COL1453,2024,771712000,42261000,23916000,622112000,885241000,302538000,582703000
FIN03928,COL1453,2025,772116000,91624000,12257000,535462000,745185000,136874000,608311000
FIN03929,COL1325,2018,152179000,15491000,1522000,109904000,170675000,33275000,137400000
FIN03930,COL1325,2019,144272000,10158000,1555000,102480000,129309000,20043000,109266000
FIN03931,COL1325,2020,154064000,5043000,1541000,132203000,139004000,31612000,107392000
FIN03932,COL1325,2021,173897000,13978000,1949000,128070000,185702000,53539000,132163000
FIN03933,COL1325,2022,178479000,12462000,1785000,135186000,143969000,31006000,112963000
FIN03934,COL1325,2023,184183000,11767000,2217000,138182000,186488000,41344000,145144000
FIN03935,COL1325,2024,180799000,3742000,1808000,138491000,140203000,38312000,101891000
FIN03936,COL1325,2025,209593000,17165000,2096000,179203000,174129000,32538000,141591000
FIN03937,COL1277,2018,127533000,56590000,2728000,51753000,113946000,37755000,76191000
FIN03938,COL1277,2019,140659000,38940000,4561000,78100000,128646000,22753000,105893000
FIN03939,COL1277,2020,132088000,50875000,3860000,59532000,138360000,42747000,95613000
FIN03940,COL1277,2021,130214000,35817000,4154000,82556000,115496000,25138000,90358000
FIN03941,COL1277,2022,143253000,42931000,4599000,88045000,151752000,44112000,107640000
FIN03942,COL1277,2023,141937000,52438000,10931000,71690000,145722000,48982000,96740000
FIN03943,COL1277,2024,146816000,45369000,3273000,79233000,137151000,33969000,103182000
FIN03944,COL1277,2025,142373000,61190000,7990000,66730000,158329000,26738000,131591000
FIN03945,COL1985,2018,231739000,5206000,13273000,180508000,258667000,53065000,205602000
FIN03946,COL1985,2019,223080000,18810000,5095000,181626000,234865000,63514000,171351000
FIN03947,COL1985,2020,233722000,12977000,5483000,166659000,242187000,37420000,204767000
FIN03948,COL1985,2021,230985000,15009000,8711000,158835000,232783000,70654000,162129000
FIN03949,COL1985,2022,253689000,11766000,7951000,221935000,284941000,88554000,196387000
FIN03950,COL1985,2023,269734000,5532000,8010000,215258000,223986000,70744000,153242000
FIN03951,COL1985,2024,257397000,25075000,11974000,184086000,258118000,75792000,182326000
FIN03952,COL1985,2025,280919000,25279000,5995000,213092000,312514000,101481000,211033000
FIN03953,COL0510,2018,127947000,21741000,8913000,75762000,99425000,16559000,82866000
FIN03954,COL0510,2019,128245000,23470000,2728000,89291000,108827000,32850000,75977000
FIN03955,COL0510,2020,133034000,13852000,9815000,82930000,125121000,32987000,92134000
FIN03956,COL0510,2021,137451000,24498000,5888000,85947000,132029000,40342000,91687000
FIN03957,COL0510,2022,135908000,27962000,6863000,78960000,122975000,39954000,83021000
FIN03958,COL0510,2023,119172000,26010000,5186000,83173000,132734000,38899000,93835000
FIN03959,COL0510,2024,126158000,21250000,6895000,77809000,100170000,30926000,69244000
FIN03960,COL0510,2025,164139000,20398000,13010000,104723000,151700000,41114000,110586000
FIN03961,COL0834,2018,225146000,5978000,2251000,176733000,236542000,44401000,192141000
FIN03962,COL0834,2019,236479000,26517000,2365000,177322000,191927000,31371000,160556000
FIN03963,COL0834,2020,225736000,16420000,4070000,155079000,204302000,65534000,138768000
FIN03964,COL0834,2021,284230000,18770000,4633000,240009000,318970000,72431000,246539000
FIN03965,COL0834,2022,241549000,13663000,2882000,179930000,263580000,58043000,205537000
FIN03966,COL0834,2023,258836000,21771000,4899000,181821000,229544000,40210000,189334000
FIN03967,COL0834,2024,264535000,8854000,2645000,237874000,281750000,72541000,209209000
FIN03968,COL0834,2025,333849000,19596000,4717000,241480000,363013000,76809000,286204000
FIN03969,COL1604,2018,61791000,5454000,4178000,46262000,51899000,15233000,36666000
FIN03970,COL1604,2019,75218000,3159000,1661000,56374000,84706000,17489000,67217000
FIN03971,COL1604,2020,67150000,2231000,5003000,51293000,68237000,13672000,54565000
FIN03972,COL1604,2021,80935000,5091000,4613000,54745000,90698000,19101000,71597000
FIN03973,COL1604,2022,76968000,4018000,4060000,63812000,58731000,19929000,38802000
FIN03974,COL1604,2023,82232000,8247000,4721000,53147000,65186000,11706000,53480000
FIN03975,COL1604,2024,69957000,8234000,4933000,50845000,74226000,23560000,50666000
FIN03976,COL1604,2025,84671000,9608000,2722000,66362000,96748000,27788000,68960000
FIN03977,COL0394,2018,108642000,26811000,3037000,72737000,120169000,20630000,99539000
FIN03978,COL0394,2019,114412000,18459000,4823000,70728000,114211000,33138000,81073000
FIN03979,COL0394,2020,101816000,14361000,3817000,67984000,103048000,34721000,68327000
FIN03980,COL0394,2021,108841000,14117000,6803000,80176000,83641000,26867000,56774000
FIN03981,COL0394,2022,130799000,19798000,5224000,90441000,148654000,36740000,111914000
FIN03982,COL0394,2023,129628000,22835000,9971000,79184000,102938000,23788000,79150000
FIN03983,COL0394,2024,118810000,12447000,7992000,91147000,114117000,35271000,78846000
FIN03984,COL0394,2025,110570000,22034000,6691000,69426000,120716000,26499000,94217000
FIN03985,COL0059,2018,357501000,38624000,19937000,267185000,331573000,60717000,270856000
FIN03986,COL0059,2019,343166000,75213000,6795000,223362000,271380000,52309000,219071000
FIN03987,COL0059,2020,328322000,56640000,16589000,191856000,321150000,56319000,264831000
FIN03988,COL0059,2021,396956000,96942000,19094000,241060000,300480000,51056000,249424000
FIN03989,COL0059,2022,342119000,83487000,10868000,210282000,332031000,98015000,234016000
FIN03990,COL0059,2023,410706000,55490000,23685000,265255000,463127000,113906000,349221000
FIN03991,COL0059,2024,393229000,56248000,8773000,292049000,314679000,60023000,254656000
FIN03992,COL0059,2025,392032000,63473000,10294000,244893000,446755000,77451000,369304000
FIN03993,COL0822,2018,64888000,5474000,1254000,45448000,53273000,8318000,44955000
FIN03994,COL0822,2019,61872000,6821000,882000,41552000,62111000,17430000,44681000
FIN03995,COL0822,2020,72418000,4590000,863000,61246000,72874000,23373000,49501000
FIN03996,COL0822,2021,62722000,5622000,903000,43697000,58954000,19047000,39907000
FIN03997,COL0822,2022,72488000,3843000,1418000,55659000,56038000,13091000,42947000
FIN03998,COL0822,2023,70824000,7393000,834000,51884000,64758000,11529000,53229000
FIN03999,COL0822,2024,66299000,7629000,1280000,48059000,57522000,15148000,42374000
FIN04000,COL0822,2025,78210000,9323000,782000,61071000,78776000,24722000,54054000
FIN04001,COL1835,2018,271277000,24011000,5089000,183900000,280331000,54005000,226326000
FIN04002,COL1835,2019,272738000,27616000,4624000,188638000,210269000,61508000,148761000
FIN04003,COL1835,2020,257888000,25052000,2579000,215878000,243379000,38559000,204820000
FIN04004,COL1835,2021,267499000,18355000,2850000,187388000,254533000,66363000,188170000
FIN04005,COL1835,2022,318665000,10959000,3187000,231401000,263261000,91090000,172171000
FIN04006,COL1835,2023,291642000,16892000,3454000,220542000,276206000,76266000,199940000
FIN04007,COL1835,2024,348610000,31585000,6193000,258818000,266402000,59470000,206932000
FIN04008,COL1835,2025,339107000,10301000,3720000,275751000,363631000,64447000,299184000
FIN04009,COL1392,2018,151817000,12012000,5172000,108926000,172029000,43548000,128481000
FIN04010,COL1392,2019,157156000,13756000,4382000,124638000,121736000,23393000,98343000
FIN04011,COL1392,2020,172295000,14670000,5280000,133813000,185809000,52645000,133164000
FIN04012,COL1392,2021,174316000,13521000,3473000,128513000,152682000,49868000,102814000
FIN04013,COL1392,2022,193826000,17542000,2128000,135673000,192737000,34472000,158265000
FIN04014,COL1392,2023,184757000,14154000,6514000,134041000,166906000,33789000,133117000
FIN04015,COL1392,2024,207616000,15150000,6482000,173142000,199368000,50815000,148553000
FIN04016,COL1392,2025,186241000,12559000,7245000,130157000,157573000,54123000,103450000
FIN04017,COL0783,2018,70218000,6715000,1693000,57871000,77359000,12494000,64865000
FIN04018,COL0783,2019,70904000,3718000,2471000,56457000,63253000,21994000,41259000
FIN04019,COL0783,2020,73051000,5478000,996000,53119000,67738000,17769000,49969000
FIN04020,COL0783,2021,76641000,2310000,1705000,54624000,81687000,22614000,59073000
FIN04021,COL0783,2022,90675000,9071000,1160000,68541000,82471000,17542000,64929000
FIN04022,COL0783,2023,93110000,10557000,1017000,67408000,91754000,16190000,75564000
FIN04023,COL0783,2024,85563000,6091000,2766000,64792000,94309000,28712000,65597000
FIN04024,COL0783,2025,84099000,1969000,1671000,72519000,74384000,11664000,62720000
FIN04025,COL1675,2018,358903000,72770000,21007000,233697000,288266000,71348000,216918000
FIN04026,COL1675,2019,360698000,89015000,33691000,224324000,346777000,71858000,274919000
FIN04027,COL1675,2020,393845000,58710000,17599000,270330000,314613000,94532000,220081000
FIN04028,COL1675,2021,367196000,58554000,22983000,260746000,298534000,102139000,196395000
FIN04029,COL1675,2022,371551000,84010000,29438000,232845000,378035000,80222000,297813000
FIN04030,COL1675,2023,402427000,91541000,22204000,272490000,387051000,121778000,265273000
FIN04031,COL1675,2024,414340000,84207000,10621000,274900000,366612000,127839000,238773000
FIN04032,COL1675,2025,384923000,95409000,27142000,229860000,400333000,136315000,264018000
FIN04033,COL1455,2018,169260000,126860000,9994000,24626000,150165000,41223000,108942000
FIN04034,COL1455,2019,174678000,106669000,8488000,49255000,143218000,35940000,107278000
FIN04035,COL1455,2020,186181000,133963000,17053000,32475000,176423000,55216000,121207000
FIN04036,COL1455,2021,182744000,123962000,9267000,46783000,148413000,31019000,117394000
FIN04037,COL1455,2022,219643000,164142000,24856000,26121000,237912000,51300000,186612000
FIN04038,COL1455,2023,249176000,184573000,17459000,42430000,194187000,50552000,143635000
